qid	theme	question	score	confidence	source	justification
14	Social / société	La société devrait accepter beaucoup plus largement les différents modes de vie, même lorsqu'ils s'éloignent des normes traditionnelles.	1	1	https://www.gov.pl/web/primeminister/expose	Accord modéré : codage fondé sur les documents officiels retenus pour le thème « Social / société ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
16	Social / société	Réduire les inégalités peut parfois justifier de restreindre certaines libertés individuelles.	-1	1	https://www.gov.pl/web/primeminister/expose	Réserve : codage fondé sur les documents officiels retenus pour le thème « Social / société ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
17	Social / société	Les politiques publiques devraient chercher à corriger activement les discriminations historiques ou structurelles entre groupes sociaux.	1	1	https://www.gov.pl/web/primeminister/expose	Accord modéré : codage fondé sur les documents officiels retenus pour le thème « Social / société ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
19	Social / société	Certaines traditions et valeurs culturelles méritent d'être préservées même si elles évoluent moins vite que la société.	2	1	https://www.gov.pl/web/primeminister/expose	Accord net : codage fondé sur les documents officiels retenus pour le thème « Social / société ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
20	Immigration	La France devrait réduire le nombre d'immigrants qu'elle accueille chaque année.	3	3	https://www.gov.pl/web/primeminister/taking-back-control-ensuring-security	Accord fort : codage fondé sur les documents officiels retenus pour le thème « Immigration ». Niveau de preuve : position ou mesure explicitement documentée.
21	Immigration	L'immigration économique est globalement bénéfique pour l'économie française.	2	1	https://www.gov.pl/web/primeminister/taking-back-control-ensuring-security	Accord net : codage fondé sur les documents officiels retenus pour le thème « Immigration ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
23	Immigration	L'accès à la nationalité française devrait être rendu plus exigeant.	2	3	https://www.gov.pl/web/primeminister/taking-back-control-ensuring-security	Accord net : codage fondé sur les documents officiels retenus pour le thème « Immigration ». Niveau de preuve : position ou mesure explicitement documentée.
24	Immigration	La France devrait être beaucoup plus stricte concernant l'expulsion des étrangers condamnés pour des crimes graves.	3	3	https://www.gov.pl/web/primeminister/taking-back-control-ensuring-security	Accord fort : codage fondé sur les documents officiels retenus pour le thème « Immigration ». Niveau de preuve : position ou mesure explicitement documentée.
26	Immigration	La France devrait accueillir davantage de réfugiés lorsqu'ils fuient une guerre ou une persécution, même si cela représente un coût économique.	0	1	https://www.gov.pl/web/primeminister/taking-back-control-ensuring-security	Position neutre, partagée ou non arrêtée : codage fondé sur les documents officiels retenus pour le thème « Immigration ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
27	Sécurité / justice	Les peines de prison effectives devraient être plus sévères, même si cela augmente fortement la population carcérale.	2	1	https://www.gov.pl/web/primeminister/expose	Accord net : codage fondé sur les documents officiels retenus pour le thème « Sécurité / justice ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
28	Sécurité / justice	Il vaut mieux investir dans la prévention et la réinsertion que dans l'augmentation des sanctions.	1	1	https://www.gov.pl/web/primeminister/expose	Accord modéré : codage fondé sur les documents officiels retenus pour le thème « Sécurité / justice ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
29	Sécurité / justice	La police devrait disposer de pouvoirs plus importants pour lutter contre la criminalité, quitte à accepter davantage de contrôles sur certaines libertés individuelles.	2	3	https://www.gov.pl/web/primeminister/expose	Accord net : codage fondé sur les documents officiels retenus pour le thème « Sécurité / justice ». Niveau de preuve : position ou mesure explicitement documentée.
33	Écologie	Il faut accepter une hausse importante du prix des énergies fossiles pour accélérer la transition écologique.	-2	3	https://www.gov.pl/web/primeminister/poland-a-year-of-breakthrough---the-prime-minister-unveils-polands-2025-economic-plan	Désaccord net : codage fondé sur les documents officiels retenus pour le thème « Écologie ». Niveau de preuve : position ou mesure explicitement documentée.
36	Écologie	Il est justifié d'interdire certains produits ou comportements très polluants même lorsque les consommateurs les souhaitent.	0	1	https://www.gov.pl/web/primeminister/poland-a-year-of-breakthrough---the-prime-minister-unveils-polands-2025-economic-plan	Position neutre, partagée ou non arrêtée : codage fondé sur les documents officiels retenus pour le thème « Écologie ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
37	Écologie	Les pays riches devraient supporter une part prépondérante du coût de la transition écologique mondiale.	0	1	https://www.gov.pl/web/primeminister/poland-a-year-of-breakthrough---the-prime-minister-unveils-polands-2025-economic-plan	Position neutre, partagée ou non arrêtée : codage fondé sur les documents officiels retenus pour le thème « Écologie ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
40	Europe	L'euro est globalement bénéfique pour la France malgré la perte de certains instruments de politique économique.	-1	1	https://www.gov.pl/web/primeminister/poland-doubles-down-on-alliances-as-pm-tusk-returns-from-epc-summit	Réserve : codage fondé sur les documents officiels retenus pour le thème « Europe ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
41	Europe	L'Union européenne devrait pouvoir imposer davantage de règles communes aux États membres.	1	1	https://www.gov.pl/web/primeminister/poland-doubles-down-on-alliances-as-pm-tusk-returns-from-epc-summit	Accord modéré : codage fondé sur les documents officiels retenus pour le thème « Europe ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
43	Fiscalité / patrimoine	Il faudrait supprimer l'IFI et ne plus taxer spécifiquement le patrimoine immobilier au-delà de la fiscalité ordinaire.	2	1	https://www.gov.pl/web/primeminister/poland-a-year-of-breakthrough---the-prime-minister-unveils-polands-2025-economic-plan	Accord net : codage fondé sur les documents officiels retenus pour le thème « Fiscalité / patrimoine ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
44	Fiscalité / patrimoine	L'héritage devrait être davantage taxé au-delà d'un certain seuil de patrimoine transmis, même si cela conduit certaines familles à transmettre moins de patrimoine à leurs enfants.	-2	1	https://www.gov.pl/web/primeminister/poland-a-year-of-breakthrough---the-prime-minister-unveils-polands-2025-economic-plan	Désaccord net : codage fondé sur les documents officiels retenus pour le thème « Fiscalité / patrimoine ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
45	Fiscalité / patrimoine	Les très grandes fortunes devraient être imposées sur leur patrimoine mondial, même lorsqu'elles quittent la France.	-1	1	https://www.gov.pl/web/primeminister/poland-a-year-of-breakthrough---the-prime-minister-unveils-polands-2025-economic-plan	Réserve : codage fondé sur les documents officiels retenus pour le thème « Fiscalité / patrimoine ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
46	Travail / chômage	Un chômeur devrait pouvoir perdre une partie significative de ses allocations s'il refuse plusieurs emplois raisonnablement adaptés à ses compétences.	2	3	https://www.gov.pl/web/primeminister/poland-a-year-of-breakthrough---the-prime-minister-unveils-polands-2025-economic-plan	Accord net : codage fondé sur les documents officiels retenus pour le thème « Travail / chômage ». Niveau de preuve : position ou mesure explicitement documentée.
48	Travail / chômage	Le CDI protège trop fortement les salariés déjà en poste et peut rendre plus difficile l’accès à l’emploi stable, au détriment des jeunes, chômeurs ou travailleurs en contrats précaires.	1	1	https://www.gov.pl/web/primeminister/poland-a-year-of-breakthrough---the-prime-minister-unveils-polands-2025-economic-plan	Accord modéré : codage fondé sur les documents officiels retenus pour le thème « Travail / chômage ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
49	Retraites	Les retraites devraient être progressivement réformées vers un système combinant répartition et capitalisation, même si cela implique une période de transition coûteuse.	2	1	https://www.gov.pl/web/primeminister/poland-a-year-of-breakthrough---the-prime-minister-unveils-polands-2025-economic-plan	Accord net : codage fondé sur les documents officiels retenus pour le thème « Retraites ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
50	Retraites	L'âge légal de départ à la retraite devrait être automatiquement indexé sur l'espérance de vie nationale.	-2	1	https://www.gov.pl/web/primeminister/poland-a-year-of-breakthrough---the-prime-minister-unveils-polands-2025-economic-plan	Désaccord net : codage fondé sur les documents officiels retenus pour le thème « Retraites ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
51	Protection sociale	Les prestations sociales devraient être fortement conditionnées à la durée de cotisation et de participation au marché du travail.	1	1	https://www.gov.pl/web/primeminister/expose	Accord modéré : codage fondé sur les documents officiels retenus pour le thème « Protection sociale ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
53	État / entreprises	Une entreprise qui reçoit plusieurs milliards d'euros d'aides publiques devrait pouvoir être contrainte de limiter ses dividendes et les rémunérations de ses dirigeants tant que l'aide n'est pas remboursée.	1	1	https://www.gov.pl/web/primeminister/poland-a-year-of-breakthrough---the-prime-minister-unveils-polands-2025-economic-plan	Accord modéré : codage fondé sur les documents officiels retenus pour le thème « État / entreprises ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
54	État / entreprises	L'État devrait davantage utiliser son pouvoir d'actionnaire pour orienter les grandes entreprises françaises vers des objectifs industriels de long terme.	2	1	https://www.gov.pl/web/primeminister/poland-a-year-of-breakthrough---the-prime-minister-unveils-polands-2025-economic-plan	Accord net : codage fondé sur les documents officiels retenus pour le thème « État / entreprises ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
55	État / entreprises	Il faudrait réduire fortement les normes administratives pesant sur les entreprises, même si certaines protections environnementales ou sociales deviennent moins strictes.	2	3	https://www.gov.pl/web/primeminister/poland-a-year-of-breakthrough---the-prime-minister-unveils-polands-2025-economic-plan	Accord net : codage fondé sur les documents officiels retenus pour le thème « État / entreprises ». Niveau de preuve : position ou mesure explicitement documentée.
57	Immigration / assimilation	L'accès à certaines prestations sociales devrait être beaucoup plus limité pendant les premières années suivant l'arrivée d'un immigré.	2	3	https://www.gov.pl/web/primeminister/taking-back-control-ensuring-security	Accord net : codage fondé sur les documents officiels retenus pour le thème « Immigration / assimilation ». Niveau de preuve : position ou mesure explicitement documentée.
58	Immigration / assimilation	La France devrait privilégier l'immigration économique qualifiée, même si cela signifie accueillir moins de personnes peu qualifiées.	2	3	https://www.gov.pl/web/primeminister/taking-back-control-ensuring-security	Accord net : codage fondé sur les documents officiels retenus pour le thème « Immigration / assimilation ». Niveau de preuve : position ou mesure explicitement documentée.
60	Immigration / assimilation	La France devrait pouvoir refuser l'entrée à un immigré légalement admissible lorsqu'il existe de fortes raisons de penser qu'il ne souhaite pas s'intégrer culturellement à la société française.	2	3	https://www.gov.pl/web/primeminister/taking-back-control-ensuring-security	Accord net : codage fondé sur les documents officiels retenus pour le thème « Immigration / assimilation ». Niveau de preuve : position ou mesure explicitement documentée.
63	Libertés / sécurité	Pour lutter contre le terrorisme, l'État devrait pouvoir surveiller préventivement une personne considérée comme présentant un risque sérieux, même sans preuve suffisante pour engager des poursuites pénales.	2	3	https://www.gov.pl/web/primeminister/expose	Accord net : codage fondé sur les documents officiels retenus pour le thème « Libertés / sécurité ». Niveau de preuve : position ou mesure explicitement documentée.
64	Libertés / expression	Une personne qui tient publiquement des propos profondément offensants mais qui n'appelle ni à la violence ni à commettre une infraction devrait être protégée par la liberté d'expression.	2	1	https://www.gov.pl/web/primeminister/expose	Accord net : codage fondé sur les documents officiels retenus pour le thème « Libertés / expression ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
66	Sécurité	Lorsqu’un conducteur refuse d’obtempérer et prend la fuite, les policiers devraient pouvoir utiliser leur arme à feu même si le danger pour leur vie n’est pas immédiat.	-2	1	https://www.gov.pl/web/primeminister/expose	Désaccord net : codage fondé sur les documents officiels retenus pour le thème « Sécurité ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
71	Écologie / croissance	Si la France pouvait réduire ses émissions de 20 % mais que cela réduisait son PIB de 3 %, alors que les autres pays ne faisaient aucun effort comparable, il faudrait quand même le faire.	-2	3	https://www.gov.pl/web/primeminister/poland-a-year-of-breakthrough---the-prime-minister-unveils-polands-2025-economic-plan	Désaccord net : codage fondé sur les documents officiels retenus pour le thème « Écologie / croissance ». Niveau de preuve : position ou mesure explicitement documentée.
72	Institutions	Pour certaines décisions économiques complexes, il serait préférable de confier davantage de pouvoir à des institutions indépendantes composées d'experts plutôt qu'aux responsables politiques élus.	1	1	https://www.gov.pl/web/primeminister/expose	Accord modéré : codage fondé sur les documents officiels retenus pour le thème « Institutions ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
73	Institutions	Un gouvernement devrait pouvoir prendre une décision économiquement nécessaire mais très impopulaire sans chercher à obtenir l'approbation immédiate de la population.	1	1	https://www.gov.pl/web/primeminister/expose	Accord modéré : codage fondé sur les documents officiels retenus pour le thème « Institutions ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
74	Institutions	Le référendum devrait être beaucoup plus utilisé, même lorsque les citoyens votent sur des sujets dont ils maîtrisent mal les aspects techniques.	-1	1	https://www.gov.pl/web/primeminister/expose	Réserve : codage fondé sur les documents officiels retenus pour le thème « Institutions ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
75	Institutions	Il serait acceptable de donner davantage de poids politique aux citoyens qui démontrent un niveau élevé de connaissance du fonctionnement des institutions et de l'économie.	-2	1	https://www.gov.pl/web/primeminister/expose	Désaccord net : codage fondé sur les documents officiels retenus pour le thème « Institutions ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
76	Institutions	Le président de la République devrait disposer de davantage de pouvoirs pour pouvoir mettre en œuvre un programme pendant cinq ans sans être constamment bloqué par le Parlement.	-2	3	https://www.gov.pl/web/primeminister/expose	Désaccord net : codage fondé sur les documents officiels retenus pour le thème « Institutions ». Niveau de preuve : position ou mesure explicitement documentée.
77	Institutions	La proportionnelle intégrale serait préférable au système actuel, même si elle rendait plus fréquentes les coalitions et les gouvernements instables.	2	3	https://www.gov.pl/web/primeminister/expose	Accord net : codage fondé sur les documents officiels retenus pour le thème « Institutions ». Niveau de preuve : position ou mesure explicitement documentée.
78	Immigration / assimilation	Le droit de séjour durable en France devrait dépendre, sauf impossibilité particulière, d’efforts concrets pour apprendre le français, comprendre les règles et usages du pays et participer à la vie collective.	3	3	https://www.gov.pl/web/primeminister/taking-back-control-ensuring-security	Accord fort : codage fondé sur les documents officiels retenus pour le thème « Immigration / assimilation ». Niveau de preuve : position ou mesure explicitement documentée.
79	Immigration / délinquance	Les différences de délinquance observées s’expliquent davantage par les inégalités sociales et économiques que par la culture d’origine des personnes concernées.	0	1	https://www.gov.pl/web/primeminister/taking-back-control-ensuring-security	Position neutre, partagée ou non arrêtée : codage fondé sur les documents officiels retenus pour le thème « Immigration / délinquance ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
80	Écologie / agriculture	La France devrait interdire aux agriculteurs l’usage d’un produit jugé trop polluant, même si cette interdiction les désavantage face à des concurrents étrangers qui peuvent encore l’utiliser.	-1	1	https://www.gov.pl/web/primeminister/poland-a-year-of-breakthrough---the-prime-minister-unveils-polands-2025-economic-plan	Réserve : codage fondé sur les documents officiels retenus pour le thème « Écologie / agriculture ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
81	Santé / accès aux soins	Dans les zones où l'accès aux soins est insuffisant, l'Assurance maladie devrait pouvoir limiter le conventionnement de nouveaux médecins dans les zones déjà bien dotées afin d'encourager leur installation dans les déserts médicaux.	1	1	https://www.gov.pl/web/primeminister/expose	Accord modéré : codage fondé sur les documents officiels retenus pour le thème « Santé / accès aux soins ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
82	Santé / assurance maladie	L'Assurance maladie devrait rembourser intégralement les soins essentiels, quitte à réduire fortement le rôle des complémentaires santé.	2	3	https://www.gov.pl/web/primeminister/expose	Accord net : codage fondé sur les documents officiels retenus pour le thème « Santé / assurance maladie ». Niveau de preuve : position ou mesure explicitement documentée.
83	Santé / hôpital	Il faut accepter de fermer ou regrouper certaines petites maternités et certains services d'urgence afin de concentrer les équipes et les équipements dans des établissements plus importants.	1	1	https://www.gov.pl/web/primeminister/expose	Accord modéré : codage fondé sur les documents officiels retenus pour le thème « Santé / hôpital ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
84	Éducation / autonomie	Les chefs d'établissement scolaire devraient pouvoir recruter eux-même une partie de leurs enseignants et peser davantage dans leur évaluation.	-1	1	https://www.gov.pl/web/primeminister/expose	Réserve : codage fondé sur les documents officiels retenus pour le thème « Éducation / autonomie ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
85	Éducation / mixité sociale	Le financement public des établissements privés sous contrat devrait être conditionné à des objectifs mesurables de mixité sociale.	1	1	https://www.gov.pl/web/primeminister/expose	Accord modéré : codage fondé sur les documents officiels retenus pour le thème « Éducation / mixité sociale ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
86	Logement / locations touristiques	Dans les zones où le logement manque, une commune devrait pouvoir interdire la location touristique régulière d'un logement qui n'est pas la résidence principale de son propriétaire.	1	1	https://www.gov.pl/web/primeminister/expose	Accord modéré : codage fondé sur les documents officiels retenus pour le thème « Logement / locations touristiques ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
87	Défense / Ukraine	La France devrait continuer à fournir une aide militaire et financière importante à l'Ukraine tant que son territoire reste occupé, même si la guerre se prolonge.	3	3	https://www.gov.pl/web/primeminister/safe-polands-blueprint-for-european-security-and-domestic-defence-growth	Accord fort : codage fondé sur les documents officiels retenus pour le thème « Défense / Ukraine ». Niveau de preuve : position ou mesure explicitement documentée.
89	Santé / fin de vie	Une personne majeure atteinte d'une maladie grave et incurable provoquant des souffrances insupportables devrait pouvoir recevoir une aide médicale à mourir dans un cadre strictement contrôlé.	-2	1	https://www.gov.pl/web/primeminister/expose	Désaccord net : codage fondé sur les documents officiels retenus pour le thème « Santé / fin de vie ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
90	Dépendance / EHPAD	Les groupes privés à but lucratif ne devraient plus pouvoir gérer d'EHPAD. Les établissements existants devraient progressivement devenir publics ou non lucratifs.	-1	1	https://www.gov.pl/web/primeminister/expose	Réserve : codage fondé sur les documents officiels retenus pour le thème « Dépendance / EHPAD ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
91	Famille / prestations	Les allocations familiales devraient être versées à toutes les familles selon le nombre d'enfants, sans diminuer lorsque les revenus augmentent.	3	3	https://www.gov.pl/web/primeminister/expose	Accord fort : codage fondé sur les documents officiels retenus pour le thème « Famille / prestations ». Niveau de preuve : position ou mesure explicitement documentée.
92	Numérique / mineurs	L'accès aux réseaux sociaux devrait être interdit aux moins de 15 ans, même avec l'accord de leurs parents.	1	1	https://www.gov.pl/web/primeminister/poland-a-year-of-breakthrough---the-prime-minister-unveils-polands-2025-economic-plan	Accord modéré : codage fondé sur les documents officiels retenus pour le thème « Numérique / mineurs ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
93	Numérique / intelligence artificielle	Les administrations publiques devraient privilégier des modèles d'intelligence artificielle hébergés en Europe, même s'ils sont temporairement moins performants ou plus coûteux que leurs concurrents étrangers.	2	3	https://www.gov.pl/web/primeminister/poland-a-year-of-breakthrough---the-prime-minister-unveils-polands-2025-economic-plan	Accord net : codage fondé sur les documents officiels retenus pour le thème « Numérique / intelligence artificielle ». Niveau de preuve : position ou mesure explicitement documentée.
