qid	theme	question	score	confidence	source	justification
16	Social / société	Réduire les inégalités peut parfois justifier de restreindre certaines libertés individuelles.	0	2	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Position équilibrée ou non tranchée : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
17	Social / société	Les politiques publiques devraient chercher à corriger activement les discriminations historiques ou structurelles entre groupes sociaux.	3	2	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Accord fort : codage cohérent avec la ligne programmatique générale du parti sur social / société.
19	Social / société	Certaines traditions et valeurs culturelles méritent d'être préservées même si elles évoluent moins vite que la société.	-1	2	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Réserve : codage cohérent avec la ligne programmatique générale du parti sur social / société.
20	Immigration	La France devrait réduire le nombre d'immigrants qu'elle accueille chaque année.	-2	2	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
21	Immigration	L'immigration économique est globalement bénéfique pour l'économie française.	2	2	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
23	Immigration	L'accès à la nationalité française devrait être rendu plus exigeant.	-2	2	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
24	Immigration	La France devrait être beaucoup plus stricte concernant l'expulsion des étrangers condamnés pour des crimes graves.	-2	2	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
25	Immigration	Même lorsque l'immigration est économiquement bénéfique, elle peut être légitimement limitée pour préserver la cohésion culturelle du pays.	-2	2	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
26	Immigration	La France devrait accueillir davantage de réfugiés lorsqu'ils fuient une guerre ou une persécution, même si cela représente un coût économique.	3	2	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
27	Sécurité / justice	Les peines de prison effectives devraient être plus sévères, même si cela augmente fortement la population carcérale.	-1	2	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Réserve : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
28	Sécurité / justice	Il vaut mieux investir dans la prévention et la réinsertion que dans l'augmentation des sanctions.	2	2	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
29	Sécurité / justice	La police devrait disposer de pouvoirs plus importants pour lutter contre la criminalité, quitte à accepter davantage de contrôles sur certaines libertés individuelles.	-1	2	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Réserve : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
32	Écologie	La lutte contre le changement climatique doit rester prioritaire même lorsqu'elle réduit la croissance économique à court terme.	3	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
33	Écologie	Il faut accepter une hausse importante du prix des énergies fossiles pour accélérer la transition écologique.	2	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Accord net : codage cohérent avec la ligne programmatique générale du parti sur écologie.
35	Écologie	Les politiques écologiques devraient reposer principalement sur des mécanismes de marché comme la taxe carbone plutôt que sur des interdictions.	0	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Position équilibrée ou non tranchée : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
36	Écologie	Il est justifié d'interdire certains produits ou comportements très polluants même lorsque les consommateurs les souhaitent.	2	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Accord net : codage cohérent avec la ligne programmatique générale du parti sur écologie.
37	Écologie	Les pays riches devraient supporter une part prépondérante du coût de la transition écologique mondiale.	2	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
38	Europe	La France devrait transférer davantage de compétences à l'Union européenne afin de renforcer son poids économique et géopolitique.	3	2	https://www.parti-socialiste.fr/militantes_et_militants_de_l_europe	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
39	Europe	La France devrait conserver autant que possible sa souveraineté nationale, même si cela réduit son influence au niveau européen.	-3	2	https://www.parti-socialiste.fr/militantes_et_militants_de_l_europe	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
40	Europe	L'euro est globalement bénéfique pour la France malgré la perte de certains instruments de politique économique.	3	2	https://www.parti-socialiste.fr/militantes_et_militants_de_l_europe	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
41	Europe	L'Union européenne devrait pouvoir imposer davantage de règles communes aux États membres.	3	2	https://www.parti-socialiste.fr/militantes_et_militants_de_l_europe	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
42	Europe	En cas de conflit entre les intérêts économiques français et les règles européennes, la France devrait pouvoir désobéir à certaines règles européennes.	-2	2	https://www.parti-socialiste.fr/militantes_et_militants_de_l_europe	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
43	Fiscalité / patrimoine	Il faudrait supprimer l'IFI et ne plus taxer spécifiquement le patrimoine immobilier au-delà de la fiscalité ordinaire.	-2	3	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Désaccord net : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
44	Fiscalité / patrimoine	L'héritage devrait être davantage taxé au-delà d'un certain seuil de patrimoine transmis, même si cela conduit certaines familles à transmettre moins de patrimoine à leurs enfants.	1	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
45	Fiscalité / patrimoine	Les très grandes fortunes devraient être imposées sur leur patrimoine mondial, même lorsqu'elles quittent la France.	2	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
46	Travail / chômage	Un chômeur devrait pouvoir perdre une partie significative de ses allocations s'il refuse plusieurs emplois raisonnablement adaptés à ses compétences.	-2	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
48	Travail / chômage	Le CDI protège trop fortement les salariés déjà en poste et peut rendre plus difficile l’accès à l’emploi stable, au détriment des jeunes, chômeurs ou travailleurs en contrats précaires.	-1	1	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Réserve : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
49	Retraites	Les retraites devraient être progressivement réformées vers un système combinant répartition et capitalisation, même si cela implique une période de transition coûteuse.	-2	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
50	Retraites	L'âge légal de départ à la retraite devrait être automatiquement indexé sur l'espérance de vie nationale.	-2	1	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
51	Protection sociale	Les prestations sociales devraient être fortement conditionnées à la durée de cotisation et de participation au marché du travail.	-2	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
53	État / entreprises	Une entreprise qui reçoit plusieurs milliards d'euros d'aides publiques devrait pouvoir être contrainte de limiter ses dividendes et les rémunérations de ses dirigeants tant que l'aide n'est pas remboursée.	3	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Accord fort : codage cohérent avec la ligne programmatique générale du parti sur état / entreprises.
54	État / entreprises	L'État devrait davantage utiliser son pouvoir d'actionnaire pour orienter les grandes entreprises françaises vers des objectifs industriels de long terme.	2	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
55	État / entreprises	Il faudrait réduire fortement les normes administratives pesant sur les entreprises, même si certaines protections environnementales ou sociales deviennent moins strictes.	-2	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
57	Immigration / assimilation	L'accès à certaines prestations sociales devrait être beaucoup plus limité pendant les premières années suivant l'arrivée d'un immigré.	-2	2	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
58	Immigration / assimilation	La France devrait privilégier l'immigration économique qualifiée, même si cela signifie accueillir moins de personnes peu qualifiées.	1	1	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Accord modéré : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
59	Immigration / assimilation	Une personne née en France de parents étrangers devrait automatiquement devenir française à sa majorité si elle y a grandi, même si elle ne manifeste pas particulièrement d'attachement à la France.	3	2	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
60	Immigration / assimilation	La France devrait pouvoir refuser l'entrée à un immigré légalement admissible lorsqu'il existe de fortes raisons de penser qu'il ne souhaite pas s'intégrer culturellement à la société française.	-2	2	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
61	Immigration / assimilation	Le fait de conserver des pratiques culturelles ou religieuses très différentes de celles de la majorité française n'est pas en soi un problème tant que les lois françaises sont respectées.	2	2	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
63	Libertés / sécurité	Pour lutter contre le terrorisme, l'État devrait pouvoir surveiller préventivement une personne considérée comme présentant un risque sérieux, même sans preuve suffisante pour engager des poursuites pénales.	0	2	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Position équilibrée ou non tranchée : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
64	Libertés / expression	Une personne qui tient publiquement des propos profondément offensants mais qui n'appelle ni à la violence ni à commettre une infraction devrait être protégée par la liberté d'expression.	2	2	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
67	Écologie	Une taxe carbone qui réduit les émissions de CO₂ devrait être maintenue même si elle diminue le pouvoir d’achat des ménages modestes, à condition de compenser ces derniers par des aides ciblées.	3	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
68	Écologie	La France devrait interdire progressivement la vente de voitures thermiques même si cela augmente temporairement le prix moyen des véhicules.	3	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
69	Écologie	Il faut privilégier le nucléaire même si cela conduit à réduire certains investissements dans les renouvelables.	0	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Position équilibrée ou non tranchée : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
71	Écologie / croissance	Si la France pouvait réduire ses émissions de 20 % mais que cela réduisait son PIB de 3 %, alors que les autres pays ne faisaient aucun effort comparable, il faudrait quand même le faire.	2	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
72	Institutions	Pour certaines décisions économiques complexes, il serait préférable de confier davantage de pouvoir à des institutions indépendantes composées d'experts plutôt qu'aux responsables politiques élus.	-1	1	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Réserve : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
73	Institutions	Un gouvernement devrait pouvoir prendre une décision économiquement nécessaire mais très impopulaire sans chercher à obtenir l'approbation immédiate de la population.	0	1	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Position équilibrée ou non tranchée : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
74	Institutions	Le référendum devrait être beaucoup plus utilisé, même lorsque les citoyens votent sur des sujets dont ils maîtrisent mal les aspects techniques.	2	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
75	Institutions	Il serait acceptable de donner davantage de poids politique aux citoyens qui démontrent un niveau élevé de connaissance du fonctionnement des institutions et de l'économie.	-2	1	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
77	Institutions	La proportionnelle intégrale serait préférable au système actuel, même si elle rendait plus fréquentes les coalitions et les gouvernements instables.	2	2	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
78	Immigration / assimilation	Le droit de séjour durable en France devrait dépendre, sauf impossibilité particulière, d’efforts concrets pour apprendre le français, comprendre les règles et usages du pays et participer à la vie collective.	1	2	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Accord modéré : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
79	Immigration / délinquance	Les différences de délinquance observées s’expliquent davantage par les inégalités sociales et économiques que par la culture d’origine des personnes concernées.	3	2	https://www.parti-socialiste.fr/pour_une_politique_migratoire_internationale_et_europeenne	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
81	Santé / accès aux soins	Dans les zones où l'accès aux soins est insuffisant, l'Assurance maladie devrait pouvoir limiter le conventionnement de nouveaux médecins dans les zones déjà bien dotées afin d'encourager leur installation dans les déserts médicaux.	3	3	https://www.assemblee-nationale.fr/dyn/17/scrutins/1214	Accord fort : le scrutin sur la régulation du conventionnement médical fournit la position parlementaire la plus proche ; pour les formations non représentées, le codage est déduit de leur ligne sur la liberté d'installation. Niveau de preuve : preuve directe ou politique explicitement documentée.
84	Éducation / autonomie	Les chefs d'établissement scolaire devraient pouvoir recruter eux-même une partie de leurs enseignants et peser davantage dans leur évaluation.	-2	1	https://parti-socialiste.fr/vie-parlementaire/notre-declaration-politique-17eme-legislature/	Désaccord net : la position est estimée à partir des propositions d'autonomie des établissements, de recrutement et de gestion des enseignants. Niveau de preuve : estimation prudente à partir de la ligne générale.
86	Logement / locations touristiques	Dans les zones où le logement manque, une commune devrait pouvoir interdire la location touristique régulière d'un logement qui n'est pas la résidence principale de son propriétaire.	2	3	https://parti-socialiste.fr/wp-content/uploads/2026/06/PS_BataillesCommunes_V4_pages.pdf	Accord net : la source retenue précise le degré de régulation souhaité pour les meublés touristiques et les pouvoirs locaux. Niveau de preuve : preuve directe ou politique explicitement documentée.
88	Défense / dissuasion nucléaire	La dissuasion nucléaire française devrait aussi protéger les partenaires européens, tout en laissant à la France seule la décision finale de l'employer.	3	3	https://parti-socialiste.fr/communiques-de-presse/dissuasion-nucleaire-francaise-le-ps-salue-une-ambition-europeenne-desormais-a-demontrer/	Accord fort : la source retenue porte sur l'extension européenne de la dissuasion ou, pour les pays non dotés, sur la protection nucléaire alliée. Niveau de preuve : preuve directe ou politique explicitement documentée.
