qid	theme	question	score	confidence	source	justification	fetch_paragraphs	best_score	evidence_1	evidence_2	evidence_3
13	État	Les citoyens devraient avoir davantage de liberté pour choisir eux-mêmes comment utiliser leur argent plutôt que de passer par des systèmes publics obligatoires.	3	3	https://www.unenouvelleenergie.fr/notre-programme/	Accord très fort : Nouvelle Énergie revendique une doctrine ordo-libérale fondée sur la liberté et la responsabilité individuelles, un État recentré sur ses missions essentielles et une confiance prioritaire dans l’initiative privée. Pour Nouvelle Énergie, sur Q13 (« Les citoyens devraient avoir davantage de liberté pour choisir eux-mêmes comment utiliser leur argent plutôt que de passer par des systèmes publics… »), cette orientation reprend presque entièrement le choix proposé : +3.	38	0.0784	« Nous devons passer de l’État-providence à l’État-performance »	Cette approche est souvent couplée à une vision étatiste de la politique, qui considère que l’Etat doit être omniprésent dans nos vies et doit intervenir dans tous les pans de l’activité économique et de la société . A Nouvelle Énergie, nous défendons une doctrine ordo-libérale, fondée sur la liberté et la responsabilité individuelles, dans laquelle l’État conserve une place forte, mais réduite à ses prérogatives premières : l’instruction, la sécurité, la justice, la diplomatie, la santé. C’est la confiance en l’individu, qui sait mieux que quiconque ce qui est bon pour lui-même, plutôt que la régulation excessive par l’État, qui est source de prospérité.	Concrètement, Nouvelle Énergie défend à titre d’exemples la liberté pour les parents de scolariser leurs enfants là où ils le veulent (suppression de la carte scolaire), la liberté pour les travailleurs de se constituer un capital pour leur retraite (capitalisation), ou la liberté pour tous de se mouvoir en toute sécurité dans son propre pays.
14	Social / société	La société devrait accepter beaucoup plus largement les différents modes de vie, même lorsqu'ils s'éloignent des normes traditionnelles.	0	2	https://www.unenouvelleenergie.fr/decouvrir-notre-parti/notre-credo/	Position intermédiaire : Nouvelle Énergie place la liberté individuelle, la responsabilité, le mérite et l’universalisme républicain au centre de son projet, tout en rejetant les courants identitaires qu’elle qualifie de racialistes ou wokistes. Pour Nouvelle Énergie, sur Q14 (« La société devrait accepter beaucoup plus largement les différents modes de vie, même lorsqu'ils s'éloignent des normes traditionnelles. »), elle ne tranche pas clairement l’arbitrage précis posé : 0.	10	0.0887	déterminés à recréer une société de la responsabilité qui est le corollaire de la liberté, source d’efficacité comme de confiance		
16	Social / société	Réduire les inégalités peut parfois justifier de restreindre certaines libertés individuelles.	-3	2	https://www.unenouvelleenergie.fr/decouvrir-notre-parti/notre-credo/	Désaccord très fort : Nouvelle Énergie place la liberté individuelle, la responsabilité, le mérite et l’universalisme républicain au centre de son projet, tout en rejetant les courants identitaires qu’elle qualifie de racialistes ou wokistes. Pour Nouvelle Énergie, sur Q16 (« Réduire les inégalités peut parfois justifier de restreindre certaines libertés individuelles. »), elle contredit presque entièrement le choix proposé : -3.	10	0			
17	Social / société	Les politiques publiques devraient chercher à corriger activement les discriminations historiques ou structurelles entre groupes sociaux.	-1	2	https://www.unenouvelleenergie.fr/decouvrir-notre-parti/notre-credo/	Réserve modérée : Nouvelle Énergie place la liberté individuelle, la responsabilité, le mérite et l’universalisme républicain au centre de son projet, tout en rejetant les courants identitaires qu’elle qualifie de racialistes ou wokistes. Pour Nouvelle Énergie, sur Q17 (« Les politiques publiques devraient chercher à corriger activement les discriminations historiques ou structurelles entre groupes sociaux. »), elle incline plutôt en sens inverse sans constituer un rejet complet : -1.	10	0			
19	Social / société	Certaines traditions et valeurs culturelles méritent d'être préservées même si elles évoluent moins vite que la société.	3	2	https://www.unenouvelleenergie.fr/decouvrir-notre-parti/notre-credo/	Accord très fort : Nouvelle Énergie place la liberté individuelle, la responsabilité, le mérite et l’universalisme républicain au centre de son projet, tout en rejetant les courants identitaires qu’elle qualifie de racialistes ou wokistes. Pour Nouvelle Énergie, sur Q19 (« Certaines traditions et valeurs culturelles méritent d'être préservées même si elles évoluent moins vite que la société. »), cette orientation reprend presque entièrement le choix proposé : +3.	10	0.1013	déterminés à recréer une société de la responsabilité qui est le corollaire de la liberté, source d’efficacité comme de confiance		
20	Immigration	La France devrait réduire le nombre d'immigrants qu'elle accueille chaque année.	3	3	https://www.unenouvelleenergie.fr/notre-programme/immigration/	Accord très fort : Nouvelle Énergie veut réduire fortement les titres de séjour, privilégier les profils qualifiés, renforcer les tests d’intégration et d’assimilation, limiter le droit du sol et durcir l’accès aux prestations. Pour Nouvelle Énergie, sur Q20 (« La France devrait réduire le nombre d'immigrants qu'elle accueille chaque année. »), cette orientation reprend presque entièrement le choix proposé : +3.	13	0			
21	Immigration	L'immigration économique est globalement bénéfique pour l'économie française.	1	2	https://www.unenouvelleenergie.fr/notre-programme/immigration/	Accord modéré : Nouvelle Énergie veut réduire fortement les titres de séjour, privilégier les profils qualifiés, renforcer les tests d’intégration et d’assimilation, limiter le droit du sol et durcir l’accès aux prestations. Pour Nouvelle Énergie, sur Q21 (« L'immigration économique est globalement bénéfique pour l'économie française. »), elle incline dans ce sens sans adopter toute la proposition : +1.	13	0.1563	Réorganiser l’administration pour simplifier la gestion de l’immigration		
23	Immigration	L'accès à la nationalité française devrait être rendu plus exigeant.	3	3	https://www.unenouvelleenergie.fr/notre-programme/immigration/	Accord très fort : Nouvelle Énergie veut réduire fortement les titres de séjour, privilégier les profils qualifiés, renforcer les tests d’intégration et d’assimilation, limiter le droit du sol et durcir l’accès aux prestations. Pour Nouvelle Énergie, sur Q23 (« L'accès à la nationalité française devrait être rendu plus exigeant. »), cette orientation reprend presque entièrement le choix proposé : +3.	13	0			
24	Immigration	La France devrait être beaucoup plus stricte concernant l'expulsion des étrangers condamnés pour des crimes graves.	3	3	https://www.unenouvelleenergie.fr/notre-programme/immigration/	Accord très fort : Nouvelle Énergie veut réduire fortement les titres de séjour, privilégier les profils qualifiés, renforcer les tests d’intégration et d’assimilation, limiter le droit du sol et durcir l’accès aux prestations. Pour Nouvelle Énergie, sur Q24 (« La France devrait être beaucoup plus stricte concernant l'expulsion des étrangers condamnés pour des crimes graves. »), cette orientation reprend presque entièrement le choix proposé : +3.	13	0.3652	Expulser systématiquement les étrangers condamnés pour délits graves et les fichés S étrangers	Conditionner les prestations sociales non contributives aux étrangers résidant régulièrement sur le territoire national depuis au moins cinq ans	
25	Immigration	Même lorsque l'immigration est économiquement bénéfique, elle peut être légitimement limitée pour préserver la cohésion culturelle du pays.	3	2	https://www.unenouvelleenergie.fr/notre-programme/immigration/	Accord très fort : Nouvelle Énergie veut réduire fortement les titres de séjour, privilégier les profils qualifiés, renforcer les tests d’intégration et d’assimilation, limiter le droit du sol et durcir l’accès aux prestations. Pour Nouvelle Énergie, sur Q25 (« Même lorsque l'immigration est économiquement bénéfique, elle peut être légitimement limitée pour préserver la cohésion culturelle du pays. »), cette orientation reprend presque entièrement le choix proposé : +3.	13	0.1134	Réorganiser l’administration pour simplifier la gestion de l’immigration	Exercer des pressions diplomatiques et prendre des mesures de rétorsion à l’égard des pays non-coopératifs (visas, transferts d’argent, aide publique au développement, etc.)	
26	Immigration	La France devrait accueillir davantage de réfugiés lorsqu'ils fuient une guerre ou une persécution, même si cela représente un coût économique.	-2	2	https://www.unenouvelleenergie.fr/notre-programme/immigration/	Désaccord net : Nouvelle Énergie veut réduire fortement les titres de séjour, privilégier les profils qualifiés, renforcer les tests d’intégration et d’assimilation, limiter le droit du sol et durcir l’accès aux prestations. Pour Nouvelle Énergie, sur Q26 (« La France devrait accueillir davantage de réfugiés lorsqu'ils fuient une guerre ou une persécution, même si cela représente un coût économique. »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	13	0			
27	Sécurité / justice	Les peines de prison effectives devraient être plus sévères, même si cela augmente fortement la population carcérale.	2	2	https://www.unenouvelleenergie.fr/notre-programme/securite/	Accord net : Nouvelle Énergie veut davantage de forces sur le terrain, de vidéoprotection et d’outils technologiques, plus de pouvoirs locaux de police et une réponse pénale ferme, tout en rejetant un autoritarisme bureaucratique. Pour Nouvelle Énergie, sur Q27 (« Les peines de prison effectives devraient être plus sévères, même si cela augmente fortement la population carcérale. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	15	0.0912	4. Mettre fin à l’impunité judiciaire : des peines réelles, exécutées	Nous assumons une vision claire de la subsidiarité. Face à la délinquance du quotidien, la proximité est un levier puissant. Il faut ainsi permettre aux communes volontaires d’armer leur police municipale et de disposer d’outils réels : accès aux fichiers, possibilité de verbalisation renforcée, procédures d’amendes forfaitaires délictuelles. Mais cela doit rester une liberté, jamais une obligation. En tout état de cause, il est essentiel de ne plus laisser les maires seuls face à l’insécurité sans moyens d’agir.	L’impunité progresse parce que l’État régresse. L’organisation actuelle est paralysée par les doublons, les niveaux hiérarchiques inutiles, les lourdeurs procédurales. Nous voulons un État capable d’agir vite et fort là où le désordre s’installe. Pour cela, il faut : donner aux préfets les moyens de commander réellement, avec des marges d’action locales sur les effectifs et les équipements, ramener les forces de sécurité sur le terrain (50 % de présence minimum, contre 37 % aujourd’hui), réduire la bureaucratie policière et moderniser les outils (vidéoprotection, radios numériques, IA de prévention, instaurer un audit public annuel de la performance sécuritaire, localement et nationalement.
29	Sécurité / justice	La police devrait disposer de pouvoirs plus importants pour lutter contre la criminalité, quitte à accepter davantage de contrôles sur certaines libertés individuelles.	2	2	https://www.unenouvelleenergie.fr/notre-programme/securite/	Accord net : Nouvelle Énergie veut davantage de forces sur le terrain, de vidéoprotection et d’outils technologiques, plus de pouvoirs locaux de police et une réponse pénale ferme, tout en rejetant un autoritarisme bureaucratique. Pour Nouvelle Énergie, sur Q29 (« La police devrait disposer de pouvoirs plus importants pour lutter contre la criminalité, quitte à accepter davantage de contrôles sur certaines… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	15	0.0906	Nous assumons une vision claire de la subsidiarité. Face à la délinquance du quotidien, la proximité est un levier puissant. Il faut ainsi permettre aux communes volontaires d’armer leur police municipale et de disposer d’outils réels : accès aux fichiers, possibilité de verbalisation renforcée, procédures d’amendes forfaitaires délictuelles. Mais cela doit rester une liberté, jamais une obligation. En tout état de cause, il est essentiel de ne plus laisser les maires seuls face à l’insécurité sans moyens d’agir.	Face à l’islamisme : désignation claire de l’ennemi idéologique, interdiction des Frères musulmans, contrôle des écoles hors contrat, expulsion des prêcheurs radicaux, interdiction du voile à l’université, campagne républicaine de contre-discours.	Le narcotrafic et l’islamisme radical sont des menaces stratégiques contre la nation. Ils fragilisent l’État de droit, gangrènent des quartiers entiers, minent la cohésion nationale. Ils nécessitent des réponses fermes, tant sur le plan de la répression que de la prévention, pour que la République reste souveraine sur chaque parcelle de son territoire.
32	Écologie	La lutte contre le changement climatique doit rester prioritaire même lorsqu'elle réduit la croissance économique à court terme.	0	2	https://www.unenouvelleenergie.fr/notre-programme/generer-un-renouveau-civique/	Position intermédiaire : Nouvelle Énergie rejette la décroissance et l’écologie punitive, veut tarifer la pollution par un prix du carbone redistribué, protéger la compétitivité et miser sur le nucléaire, la science et l’innovation. Pour Nouvelle Énergie, sur Q32 (« La lutte contre le changement climatique doit rester prioritaire même lorsqu'elle réduit la croissance économique à court terme. »), elle ne tranche pas clairement l’arbitrage précis posé : 0.	65	0.1471	Au-delà des centrales nucléaires actuelles et futures, qui permettent à la France d’être parmi les pays les plus avancés au monde sur le podium des « pays verts » du MIT (4 ème après l’Islande, le Danemark et la Norvège), l’énergie solaire du futur, la fission nucléaire avancée et la fusion nucléaire sont des voies plausibles pour atteindre les objectifs conjoints d’une stabilisation du climat, objectif environnemental prioritaire avec la lutte pour la biodiversité et contre les particules fines.	Aujourd’hui les inégalités territoriales sont un fait majeur du paysage économique et social de la France. 75% de la croissance économique est captée par les 15 plus grandes aires urbaines et le PIB par habitant y est 50% plus élevé dans ces villes. Les différences de PIB entre certaines régions se sont creusées depuis 20 ans en raison de la désindustrialisation.	Que veut faire David Lisnard contre l’excès de normes ?
33	Écologie	Il faut accepter une hausse importante du prix des énergies fossiles pour accélérer la transition écologique.	-2	2	https://www.unenouvelleenergie.fr/notre-programme/	Désaccord net : Nouvelle Énergie veut réduire les émissions mais fait du prix bas de l'énergie, de la compétitivité et du pouvoir d'achat une priorité ; le parti s'oppose aux dispositifs qui renchérissent fortement les carburants et énergies fossiles.	38	0.1011	C’est le cas de la révolution de l’école, de la décentralisation radicale et de la transformation écologique.	Le parti réhabilite la défense du libéralisme économique, de la réforme de l’État et de la décentralisation , sujets délaissés à droite depuis l’élection présidentielle de 2017. Il propose enfin une vraie doctrine sur le développement de l’intelligence artificielle, l’économie écologique de marché, le quantique et le spatial, sujets d’avenir cruciaux mais si peu abordés dans le débat public.	Domy Mazel-Sonnet, relais Nouvelle Énergie Haute-Garonne, et Ylverick Poulet, relais Jeunes Énergies Haute-Garonne, vous accueillent pour une rencontre conviviale entre adhérents, afin d’évoquer l’actualité de David Lisnard et les actions locales à venir. Mardi 18 août, 19h, à Ramonville-Saint-Agne Bikini, rue Théodore
36	Écologie	Il est justifié d'interdire certains produits ou comportements très polluants même lorsque les consommateurs les souhaitent.	0	2	https://www.unenouvelleenergie.fr/notre-programme/generer-un-renouveau-civique/	Position intermédiaire : Nouvelle Énergie rejette la décroissance et l’écologie punitive, veut tarifer la pollution par un prix du carbone redistribué, protéger la compétitivité et miser sur le nucléaire, la science et l’innovation. Pour Nouvelle Énergie, sur Q36 (« Il est justifié d'interdire certains produits ou comportements très polluants même lorsque les consommateurs les souhaitent. »), elle ne tranche pas clairement l’arbitrage précis posé : 0.	65	0.0888	Il faut libérer les programmes et les pédagogies pour permettre aux écoles de se différencier, aux équipes de proposer des projets innovants, et aux familles de choisir l’établissement où elles souhaitent scolariser leurs enfants , sur la base de critères et indicateurs transparents.		
