qid	theme	question	score	confidence	source	justification	fetch_paragraphs	best_score	evidence_1	evidence_2	evidence_3
13	État	Les citoyens devraient avoir davantage de liberté pour choisir eux-mêmes comment utiliser leur argent plutôt que de passer par des systèmes publics obligatoires.	-3	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-3-sortir-du-libre-echange-et-relocaliser/	Désaccord très fort : LFI veut soustraire plusieurs biens essentiels à la logique de marché, développer des filières et pôles publics et encadrer fortement les entreprises par des objectifs sociaux et écologiques. Pour LFI, sur Q13 (« Les citoyens devraient avoir davantage de liberté pour choisir eux-mêmes comment utiliser leur argent plutôt que de passer par des systèmes publics… »), elle contredit presque entièrement le choix proposé : -3.	53	0.0749	Passer au protectionnisme écologique et social pour garantir notre indépendance	Réviser la directive sur la passation des marchés publics et refuser l’attribution de marchés publics aux entreprises qui ne respectent pas le droit du travail et les conventions collectives dans l’ensemble de leurs pays d’implantation	Utiliser tous les outils (taxes, normes, quotas, interdiction…) pour protéger l’industrie européenne de la concurrence déloyale, notamment chinoise et états-unienne, en particulier dans les secteurs stratégiques (énergie, télécommunications, santé, transports, numérique, spatial…)
14	Social / société	La société devrait accepter beaucoup plus largement les différents modes de vie, même lorsqu'ils s'éloignent des normes traditionnelles.	3	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-6-etendre-les-droits-et-libertes-face-aux-reactionnaires/	Accord très fort : LFI place l’extension des droits et libertés, l’égalité et la lutte contre les discriminations au cœur de son programme, avec une conception large des libertés civiles. Pour LFI, sur Q14 (« La société devrait accepter beaucoup plus largement les différents modes de vie, même lorsqu'ils s'éloignent des normes traditionnelles. »), cette orientation reprend presque entièrement le choix proposé : +3.	64	0.0852	Donner des droits identiques au reste de la population à toutes les personnes en situation de handicap : éducation, emploi, déplacements, prestations sociales, vie politique, vie culturelle et sportive	Là où l’extrême droite passe, les droits reculent. L’Italie de Giorgia Meloni multiplie les attaques contre les personnes LGBTI. En Pologne, l’extrême droite au pouvoir a fortement attaqué le droit à l’avortement, désormais autorisé uniquement en cas de viol, d’inceste ou de danger pour la vie. En Hongrie, le gouvernement de Viktor Orban impose aux femmes d’écouter le cœur du fœtus avant de pouvoir procéder à un avortement. Face à ces attaques qui entravent les droits fondamentaux et la liberté de choisir sa vie, l’Union européenne doit les garantir, voire consacrer de nouveaux droits pour une nouvelle étape de l’émancipation humaine.	Inscrire le droit à mourir dans la dignité dans la Charte des droits fondamentaux de l’Union européenne. Défendre la généralisation du droit à la fin de vie assistée en Europe et faciliter dès à présent l’accès des citoyens européens qui souhaitent en disposer dans les États où il est déjà légalisé
16	Social / société	Réduire les inégalités peut parfois justifier de restreindre certaines libertés individuelles.	2	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-6-etendre-les-droits-et-libertes-face-aux-reactionnaires/	Accord net : LFI place l’extension des droits et libertés, l’égalité et la lutte contre les discriminations au cœur de son programme, avec une conception large des libertés civiles. Pour LFI, sur Q16 (« Réduire les inégalités peut parfois justifier de restreindre certaines libertés individuelles. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	64	0.0726	Mettre dans la charte des droits fondamentaux l’accès gratuit et sûr à la contraception et à l’IVG, garantir le droit à l’éducation à la sexualité dans tous les États membres de l’Union européenne. Garantir leur effectivité en pratique en étendant le mécanisme de respect de l’État de droit, la possibilité de sanctions financières et de blocage des subventions européennes en cas de violations de ces libertés fondamentales		
17	Social / société	Les politiques publiques devraient chercher à corriger activement les discriminations historiques ou structurelles entre groupes sociaux.	3	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-6-etendre-les-droits-et-libertes-face-aux-reactionnaires/	Accord très fort : LFI place l’extension des droits et libertés, l’égalité et la lutte contre les discriminations au cœur de son programme, avec une conception large des libertés civiles. Pour LFI, sur Q17 (« Les politiques publiques devraient chercher à corriger activement les discriminations historiques ou structurelles entre groupes sociaux. »), cette orientation reprend presque entièrement le choix proposé : +3.	64	0.0786	Nous souhaitons faire aboutir le projet de directive globale et universelle de l’Union européenne contre toutes les discriminations, pour combattre toutes les formes de racisme et de discriminations, liées aux origines, au handicap, à l’orientation sexuelle ou à l’identité de genre.	Prendre en compte la situation spécifique des femmes en situation de handicap dans l’ensemble des politiques d’égalités femmes-hommes, notamment dans la lutte contre les violences sexistes et sexuelles	Travailler à la reconnaissance et l’harmonisation du travail de l’art au niveau européen en soutenant la création d’un statut européen de l’artiste et des régimes sociaux adaptés notamment pour les artistes-auteurs, lutter contre l’ubérisation dans ces métiers et conditionner les subventions d’Europe Créative, programme de l’Union européenne visant à soutenir les secteurs culturels et créatifs, au respect de ces statuts spécifiques de travailleur
19	Social / société	Certaines traditions et valeurs culturelles méritent d'être préservées même si elles évoluent moins vite que la société.	-2	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-6-etendre-les-droits-et-libertes-face-aux-reactionnaires/	Désaccord net : LFI place l’extension des droits et libertés, l’égalité et la lutte contre les discriminations au cœur de son programme, avec une conception large des libertés civiles. Pour LFI, sur Q19 (« Certaines traditions et valeurs culturelles méritent d'être préservées même si elles évoluent moins vite que la société. »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	64	0.0711	Interdire toute prise de contrôle de plus de 20 % du capital par une même personne physique ou morale dans les médias et industries culturelles les plus significatives (audiovisuel, musique, livre, jeu vidéo) comme le groupe Bolloré, et encourager la constitution d’acteurs européens alternatifs misant sur la diversité culturelle et la liberté de création pour résister face aux plateformes américaines		
20	Immigration	La France devrait réduire le nombre d'immigrants qu'elle accueille chaque année.	-3	3	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-7-lutter-contre-lexil-force-et-organiser-un-accueil-coordonne/	Désaccord très fort : LFI défend un accueil digne, le droit d’asile, l’accès au travail et aux droits sociaux pour les exilés, ainsi que des voies d’intégration fondées sur les droits plutôt que sur la restriction migratoire. Pour LFI, sur Q20 (« La France devrait réduire le nombre d'immigrants qu'elle accueille chaque année. »), elle contredit presque entièrement le choix proposé : -3.	39	0.1192	Garantir le respect de l’intérêt supérieur des enfants dans toute procédure et dans chaque étape du parcours des demandeurs d’asile	Établir un mécanisme contraignant de répartition du traitement des demandes d’asile dès lors qu’un État membre fait face à un nombre plus élevé de demandes de protection internationale que ses capacités administratives ne lui permettent pas de gérer	Ouvrir des voies de migrations légales sécurisées et administrées par les autorités européennes compétentes pour permettre, chaque fois que cela est possible, que des êtres humains accèdent à l’asile sans être forcés de prendre la route et de traverser la mer au péril de leur vie
21	Immigration	L'immigration économique est globalement bénéfique pour l'économie française.	3	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-7-lutter-contre-lexil-force-et-organiser-un-accueil-coordonne/	Accord très fort : LFI défend un accueil digne, le droit d’asile, l’accès au travail et aux droits sociaux pour les exilés, ainsi que des voies d’intégration fondées sur les droits plutôt que sur la restriction migratoire. Pour LFI, sur Q21 (« L'immigration économique est globalement bénéfique pour l'économie française. »), cette orientation reprend presque entièrement le choix proposé : +3.	39	0.1325	Garantir l’accès des exilés à l’éducation, à l’apprentissage de la langue, à l’aide juridique, et plus globalement au système de protection sociale	Garantir l’application stricte de l’ensemble des dispositifs de droit international liés à l’asile et abroger le pacte asile-immigration qui prévoit une augmentation de la rétention aux frontières, l’affaiblissement du droit d’asile et une accélération de l’externalisation de la politique migratoire	À l’encontre des politiques xénophobes menées par le gouvernement Macron, main dans la main avec l’extrême droite de Marine Le Pen et de Jordan Bardella, l’accueil et le respect des droits humains sont des principes fondamentaux de la République française. La France est le premier pays au monde à intégrer le droit d’asile dans sa Constitution, dès 1793.
23	Immigration	L'accès à la nationalité française devrait être rendu plus exigeant.	-3	3	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-7-lutter-contre-lexil-force-et-organiser-un-accueil-coordonne/	Désaccord très fort : LFI défend un accueil digne, le droit d’asile, l’accès au travail et aux droits sociaux pour les exilés, ainsi que des voies d’intégration fondées sur les droits plutôt que sur la restriction migratoire. Pour LFI, sur Q23 (« L'accès à la nationalité française devrait être rendu plus exigeant. »), elle contredit presque entièrement le choix proposé : -3.	39	0.1324	Mettre en place un accès effectif des exilés aux soins physiques et mentaux ainsi qu’au soutien psychosocial	Garantir l’accès des exilés à l’éducation, à l’apprentissage de la langue, à l’aide juridique, et plus globalement au système de protection sociale	À l’encontre des politiques xénophobes menées par le gouvernement Macron, main dans la main avec l’extrême droite de Marine Le Pen et de Jordan Bardella, l’accueil et le respect des droits humains sont des principes fondamentaux de la République française. La France est le premier pays au monde à intégrer le droit d’asile dans sa Constitution, dès 1793.
25	Immigration	Même lorsque l'immigration est économiquement bénéfique, elle peut être légitimement limitée pour préserver la cohésion culturelle du pays.	-3	2	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-7-lutter-contre-lexil-force-et-organiser-un-accueil-coordonne/	Désaccord très fort : LFI défend un accueil digne, le droit d’asile, l’accès au travail et aux droits sociaux pour les exilés, ainsi que des voies d’intégration fondées sur les droits plutôt que sur la restriction migratoire. Pour LFI, sur Q25 (« Même lorsque l'immigration est économiquement bénéfique, elle peut être légitimement limitée pour préserver la cohésion culturelle du pays. »), elle contredit presque entièrement le choix proposé : -3.	39	0.0736	Garantir l’application stricte de l’ensemble des dispositifs de droit international liés à l’asile et abroger le pacte asile-immigration qui prévoit une augmentation de la rétention aux frontières, l’affaiblissement du droit d’asile et une accélération de l’externalisation de la politique migratoire	Développer les relations entre l’Union européenne et les pays du sud de la Méditerranée à travers des projets communs	Construire un programme pour l’aide au retour des réfugiés qui le souhaitent lorsque la situation dans leur pays d’origine le permet
26	Immigration	La France devrait accueillir davantage de réfugiés lorsqu'ils fuient une guerre ou une persécution, même si cela représente un coût économique.	3	3	https://lafranceinsoumise.fr/europeennes-2024/programme-de-lunion-populaire/chapitre-7-lutter-contre-lexil-force-et-organiser-un-accueil-coordonne/	Accord très fort : LFI défend un accueil digne, le droit d’asile, l’accès au travail et aux droits sociaux pour les exilés, ainsi que des voies d’intégration fondées sur les droits plutôt que sur la restriction migratoire. Pour LFI, sur Q26 (« La France devrait accueillir davantage de réfugiés lorsqu'ils fuient une guerre ou une persécution, même si cela représente un coût économique. »), cette orientation reprend presque entièrement le choix proposé : +3.	39	0.0921	Permettre aux personnes qui fuient les violences et les persécutions du fait de leur genre ou de leur orientation sexuelle de bénéficier du droit d’asile	Nous devons accueillir dignement celles et ceux qui cherchent refuge sur notre sol. À l’encontre des politiques xénophobes menées par le gouvernement Macron, main dans la main avec l’extrême droite de Marine Le Pen et de Jordan Bardella, l’accueil et le respect des droits humains sont des principes fondamentaux de la République française. La France est le premier pays au monde à intégrer le droit d’asile dans sa Constitution, dès 1793. En Europe, les arrivées de populations ne sont pas massives : en 2020, les réfugiés représentent 0,6% de la population totale. Par contre, les pays les plus riches qui la composent ont souvent la responsabilité des migrations forcées de par leur implication dans la multiplication des conflits armés, la destruction des économies locales par la mondialisation et le réchauffement climatique. Au cours des années 2010 les événements climatiques ont provoqué 2 fois plus de déplacements forcés que les conflits, selon le Haut-commissariat pour les réfugiés de l’ONU. Il y aura jusqu’à 1 milliard de migrants climatiques dans les 30 ans, selon l’Organisation internationale pour les migrations. Avec son agence meurtrière Frontex, l’Union européenne a fait de la Méditerranée et de la Manche des cimetières à ciel ouvert. Plutôt que la politique du chiffre et la chasse aux migrants, qui ne font que créer du désordre et de la souffrance, nous porterons une politique migratoire humaine fondée sur un accueil respectueux, la répression des réseaux de passeurs et la lutte contre les causes des migrations forcées.	Ouvrir des voies de migrations légales sécurisées et administrées par les autorités européennes compétentes pour permettre, chaque fois que cela est possible, que des êtres humains accèdent à l’asile sans être forcés de prendre la route et de traverser la mer au péril de leur vie
27	Sécurité / justice	Les peines de prison effectives devraient être plus sévères, même si cela augmente fortement la population carcérale.	-2	2	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Désaccord net : LFI privilégie une police de proximité, la prévention, l’indépendance de la justice et le respect des libertés publiques, tout en demandant davantage de moyens humains pour la justice et certains services de sécurité. Pour LFI, sur Q27 (« Les peines de prison effectives devraient être plus sévères, même si cela augmente fortement la population carcérale. »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	44	0.0453	16 Nouveau Front Populaire Contrat de législature Partie 3 Les mois suivants LES TRANSFORMATIONS • Revoir et allonger la formation des policiers • Mettre en place un nouveau code de déontologie, supprimer l’IGPN et l’IGGN et les remplacer par un nouvel organisme indépendant, rattaché à la Défenseure des droits • Augmenter les moyens de la justice pour garantir un traitement juste et dans un délai raisonnable de l’ensemble des procédures, notamment par l’embauche de magistrats, greffiers, agents de la protection judiciaire de la jeunesse • Agir contre la surpopulation carcérale, assurer des conditions dignes de détention et donner les moyens à l’administration pénitentiaire et judiciaire de réaliser sa mission en toute sécurité • Mettre en place les récipissés pour les contrôles d’identité Faire bifurquer l’ économie et réindustrialiser la France • Engager un plan de reconstruction industrielle pour mettre fin à la dépendance de la France et de l’Europe dans les domaines stratégiques (semi-conducteurs, médicaments, technologies de pointe, voitures électriques, panneaux solaires, etc) • Réaliser un diagnostic préalable des ressources naturelles avant implantation industrielle • Encadrer la sous-traitance, garantir la responsabilité du donneur d’ordre et mettre en place des quotas de sous-traitants issus du tissu de TPE/PME et de l’artisanat local • Conditionner les aides aux entreprises au respect de critères environnementaux, sociaux et de lutte contre les discriminations au sein de l’entreprise.		
28	Sécurité / justice	Il vaut mieux investir dans la prévention et la réinsertion que dans l'augmentation des sanctions.	3	2	https://lafranceinsoumise.fr/wp-content/uploads/2024/06/Programme-nouveaufrontpopulaire.pdf	Accord très fort : LFI privilégie une police de proximité, la prévention, l’indépendance de la justice et le respect des libertés publiques, tout en demandant davantage de moyens humains pour la justice et certains services de sécurité. Pour LFI, sur Q28 (« Il vaut mieux investir dans la prévention et la réinsertion que dans l'augmentation des sanctions. »), cette orientation reprend presque entièrement le choix proposé : +3.	44	0.1402	21 Nouveau Front Populaire Contrat de législature Partie 3 Les mois suivants LES TRANSFORMATIONS • Organiser la distribution de bouteilles d’eau et plafonner le prix de l’eau partout où le service d’eau potable est défaillant via modification du plan ORSEC-eau, et mettre en place de grands travaux de rénovation des canalisations • Créer un fonds d’indemnisation et de prévention contre les pollutions pour indemniser et assurer la prise en charge médicale des victimes du chlordécone et des sargasses et investir dans la dépollution et la décontamination des sols et des eaux (chlordécone et glyphosate aux Antilles, mercure en Guyane, essais nucléaires en Polynésie…) • Cesser de faire de Mayotte un territoire de seconde zone de la République.	Nous nous engageons à : • Donner à la justice les moyens de poursuivre et de sanctionner les auteurs de propos ou actes racistes, islamophobes et antisémites • Instaurer un Commissariat à l’égalité doté d’un Observatoire des discriminations et de pôles spécialisés au sein des services publics et des cours d’appel • Adopter et mettre en œuvre un plan de lutte contre les discriminations, notamment à l’embauche, à la santé et au logement, et le renforcement des sanctions L’antisémitisme a une histoire tragique dans notre pays qui ne doit pas se répéter.	7Nouveau Front Populaire Contrat de législature Agir pour un cessez-le-feu immédiat à Gaza et pour une paix juste et durable • Rompre avec le soutien coupable du gouvernement français au gouvernement suprémaciste d’extrême droite de Netanyahu pour imposer un cessez-le-feu immédiat à Gaza et faire respecter l’ordonnance de la Cour Internationale de Justice (CIJ) qui évoque, sans ambiguïtés, un risque de génocide • Agir pour la libération des otages détenus depuis les massacres terroristes du Hamas, dont nous rejetons le projet théocratique, et pour la libération des prisonniers politiques palestiniens • Soutenir la Cour Pénale Internationale (CPI) dans ses poursuites contre les dirigeants du Hamas et le gouvernement de Netanyahu • Reconnaitre immédiatement l’État de Palestine aux côtés de l’État d’Israël sur la base des résolutions de l’ONU • Décréter un embargo sur les livraisons d’armes à Israël • Infliger des sanctions contre le gouvernement d’extrême droite de Netanyahu tant que celui-ci ne respecte pas le droit international à Gaza et en Cisjordanie • Demander la suspension de l’accord d‘association Union européenne - Israël, conditionné au respect des droits humains • Permettre l’organisation d’élections libres sous contrôle international pour permettre aux Palestiniens de décider de leur destin • Faire respecter la souveraineté du Liban et la protection des 700 Français engagés sous casque bleu pour le droit international L’urgence de la paix
