qid	theme	question	score	confidence	current_source	current_justification	old_source	old_justification
15	Démocratie	Un gouvernement devrait pouvoir faire adopter le budget sans vote de l’Assemblée nationale lorsqu’aucune majorité stable ne se dégage, afin d’éviter un blocage institutionnel.	2	2	https://horizonsleparti.fr/le-manifeste/	Accord net : +2, confiance 2. Pour Horizons, sur Q15 (« Un gouvernement devrait pouvoir faire adopter le budget sans vote de l’Assemblée nationale lorsqu’aucune majorité stable ne se dégage, afin d’éviter un… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://horizonsleparti.fr/le-manifeste/	Horizons défend les institutions de la Ve République et la capacité de l’exécutif à gouverner. Cela soutient une faculté de déblocage budgétaire, sans engagement aussi précis sur le 49.3 : +2, confiance 2.
16	Social / société	Réduire les inégalités peut parfois justifier de restreindre certaines libertés individuelles.	-2	2	https://horizonsleparti.fr/le-manifeste/	Désaccord net : Horizons défend la laïcité et l’universalisme républicain, combat les assignations identitaires et rejette à la fois le multiculturalisme communautaire et les atteintes aux libertés démocratiques. Pour Horizons, sur Q16 (« Réduire les inégalités peut parfois justifier de restreindre certaines libertés individuelles. »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://horizonsleparti.fr/le-manifeste/	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
17	Social / société	Les politiques publiques devraient chercher à corriger activement les discriminations historiques ou structurelles entre groupes sociaux.	1	2	https://horizonsleparti.fr/le-manifeste/	Accord modéré : Horizons défend la laïcité et l’universalisme républicain, combat les assignations identitaires et rejette à la fois le multiculturalisme communautaire et les atteintes aux libertés démocratiques. Pour Horizons, sur Q17 (« Les politiques publiques devraient chercher à corriger activement les discriminations historiques ou structurelles entre groupes sociaux. »), elle incline dans ce sens sans adopter toute la proposition : +1.	https://horizonsleparti.fr/le-manifeste/	Accord modéré : codage cohérent avec la ligne programmatique générale du parti sur social / société.
19	Social / société	Certaines traditions et valeurs culturelles méritent d'être préservées même si elles évoluent moins vite que la société.	2	2	https://horizonsleparti.fr/le-manifeste/	Accord net : Horizons défend la laïcité et l’universalisme républicain, combat les assignations identitaires et rejette à la fois le multiculturalisme communautaire et les atteintes aux libertés démocratiques. Pour Horizons, sur Q19 (« Certaines traditions et valeurs culturelles méritent d'être préservées même si elles évoluent moins vite que la société. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://horizonsleparti.fr/le-manifeste/	Accord net : codage cohérent avec la ligne programmatique générale du parti sur social / société.
20	Immigration	La France devrait réduire le nombre d'immigrants qu'elle accueille chaque année.	2	2	https://horizonsleparti.fr/le-manifeste/	Accord net : Horizons rejette l’idée que la France puisse accueillir sans limite et insiste sur l’intégration, la maîtrise des flux et une culture commune, sans défendre pour autant l’autarcie ou la fermeture totale. Pour Horizons, sur Q20 (« La France devrait réduire le nombre d'immigrants qu'elle accueille chaque année. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://horizonsleparti.fr/le-manifeste/	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
21	Immigration	L'immigration économique est globalement bénéfique pour l'économie française.	2	2	https://horizonsleparti.fr/le-manifeste/	Accord net : Horizons rejette l’idée que la France puisse accueillir sans limite et insiste sur l’intégration, la maîtrise des flux et une culture commune, sans défendre pour autant l’autarcie ou la fermeture totale. Pour Horizons, sur Q21 (« L'immigration économique est globalement bénéfique pour l'économie française. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://horizonsleparti.fr/le-manifeste/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
23	Immigration	L'accès à la nationalité française devrait être rendu plus exigeant.	1	2	https://horizonsleparti.fr/le-manifeste/	Accord modéré : Horizons rejette l’idée que la France puisse accueillir sans limite et insiste sur l’intégration, la maîtrise des flux et une culture commune, sans défendre pour autant l’autarcie ou la fermeture totale. Pour Horizons, sur Q23 (« L'accès à la nationalité française devrait être rendu plus exigeant. »), elle incline dans ce sens sans adopter toute la proposition : +1.	https://horizonsleparti.fr/le-manifeste/	Accord modéré : codage cohérent avec la ligne programmatique générale du parti sur immigration.
24	Immigration	La France devrait être beaucoup plus stricte concernant l'expulsion des étrangers condamnés pour des crimes graves.	3	2	https://horizonsleparti.fr/le-manifeste/	Accord très fort : Horizons rejette l’idée que la France puisse accueillir sans limite et insiste sur l’intégration, la maîtrise des flux et une culture commune, sans défendre pour autant l’autarcie ou la fermeture totale. Pour Horizons, sur Q24 (« La France devrait être beaucoup plus stricte concernant l'expulsion des étrangers condamnés pour des crimes graves. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://horizonsleparti.fr/le-manifeste/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
25	Immigration	Même lorsque l'immigration est économiquement bénéfique, elle peut être légitimement limitée pour préserver la cohésion culturelle du pays.	2	2	https://horizonsleparti.fr/le-manifeste/	Accord net : Horizons rejette l’idée que la France puisse accueillir sans limite et insiste sur l’intégration, la maîtrise des flux et une culture commune, sans défendre pour autant l’autarcie ou la fermeture totale. Pour Horizons, sur Q25 (« Même lorsque l'immigration est économiquement bénéfique, elle peut être légitimement limitée pour préserver la cohésion culturelle du pays. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://horizonsleparti.fr/le-manifeste/	Accord net : codage cohérent avec la ligne programmatique générale du parti sur immigration.
26	Immigration	La France devrait accueillir davantage de réfugiés lorsqu'ils fuient une guerre ou une persécution, même si cela représente un coût économique.	-1	2	https://horizonsleparti.fr/le-manifeste/	Réserve modérée : Horizons rejette l’idée que la France puisse accueillir sans limite et insiste sur l’intégration, la maîtrise des flux et une culture commune, sans défendre pour autant l’autarcie ou la fermeture totale. Pour Horizons, sur Q26 (« La France devrait accueillir davantage de réfugiés lorsqu'ils fuient une guerre ou une persécution, même si cela représente un coût économique. »), elle incline plutôt en sens inverse sans constituer un rejet complet : -1.	https://horizonsleparti.fr/le-manifeste/	Réserve : codage cohérent avec la ligne programmatique générale du parti sur immigration.
27	Sécurité / justice	Les peines de prison effectives devraient être plus sévères, même si cela augmente fortement la population carcérale.	2	2	https://horizonsleparti.fr/le-manifeste/	Accord net : Horizons place l’autorité de l’État et la sécurité parmi ses priorités, avec une ligne de fermeté régalienne mais inscrite dans l’État de droit et le refus des extrêmes. Pour Horizons, sur Q27 (« Les peines de prison effectives devraient être plus sévères, même si cela augmente fortement la population carcérale. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://horizonsleparti.fr/le-manifeste/	Accord net : codage cohérent avec la ligne programmatique générale du parti sur sécurité / justice.
29	Sécurité / justice	La police devrait disposer de pouvoirs plus importants pour lutter contre la criminalité, quitte à accepter davantage de contrôles sur certaines libertés individuelles.	2	2	https://horizonsleparti.fr/le-manifeste/	Accord net : Horizons place l’autorité de l’État et la sécurité parmi ses priorités, avec une ligne de fermeté régalienne mais inscrite dans l’État de droit et le refus des extrêmes. Pour Horizons, sur Q29 (« La police devrait disposer de pouvoirs plus importants pour lutter contre la criminalité, quitte à accepter davantage de contrôles sur certaines… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://horizonsleparti.fr/le-manifeste/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
32	Écologie	La lutte contre le changement climatique doit rester prioritaire même lorsqu'elle réduit la croissance économique à court terme.	2	2	https://horizonsleparti.fr/le-manifeste/	Accord net : Horizons refuse la décroissance qu’il juge ruineuse tout en reconnaissant l’urgence climatique ; il privilégie l’innovation, l’adaptation, la technologie et une transition compatible avec la production. Pour Horizons, sur Q32 (« La lutte contre le changement climatique doit rester prioritaire même lorsqu'elle réduit la croissance économique à court terme. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://horizonsleparti.fr/le-manifeste/	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
33	Écologie	Il faut accepter une hausse importante du prix des énergies fossiles pour accélérer la transition écologique.	1	2	https://horizonsleparti.fr/le-manifeste/	Accord modéré : Horizons refuse la décroissance qu’il juge ruineuse tout en reconnaissant l’urgence climatique ; il privilégie l’innovation, l’adaptation, la technologie et une transition compatible avec la production. Pour Horizons, sur Q33 (« Il faut accepter une hausse importante du prix des énergies fossiles pour accélérer la transition écologique. »), elle incline dans ce sens sans adopter toute la proposition : +1.	https://horizonsleparti.fr/le-manifeste/	Accord modéré : codage cohérent avec la ligne programmatique générale du parti sur écologie.
34	Economie	Une partie des cotisations sociales sur les salaires devrait être remplacée par une hausse de la TVA afin d’augmenter les salaires nets et de réduire le coût du travail, même si cela augmente le prix des biens et services consommés	1	1	https://horizonsleparti.fr/le-manifeste/	Accord modéré : +1, confiance 1. Pour Horizons, sur Q34 (« Une partie des cotisations sociales sur les salaires devrait être remplacée par une hausse de la TVA afin d’augmenter les salaires nets et de réduire… »), elle incline dans ce sens sans adopter toute la proposition : +1.	https://horizonsleparti.fr/le-manifeste/	Horizons souhaite alléger le coût du travail et renforcer la compétitivité, mais aucune proposition officielle précise de TVA sociale n’a été retrouvée. Tendance faiblement favorable : +1, confiance 1.
35	Écologie	Les politiques écologiques devraient reposer principalement sur des mécanismes de marché comme la taxe carbone plutôt que sur des interdictions.	2	2	https://horizonsleparti.fr/le-manifeste/	Accord net : Horizons refuse la décroissance qu’il juge ruineuse tout en reconnaissant l’urgence climatique ; il privilégie l’innovation, l’adaptation, la technologie et une transition compatible avec la production. Pour Horizons, sur Q35 (« Les politiques écologiques devraient reposer principalement sur des mécanismes de marché comme la taxe carbone plutôt que sur des interdictions. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://horizonsleparti.fr/le-manifeste/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
36	Écologie	Il est justifié d'interdire certains produits ou comportements très polluants même lorsque les consommateurs les souhaitent.	1	2	https://horizonsleparti.fr/le-manifeste/	Accord modéré : Horizons refuse la décroissance qu’il juge ruineuse tout en reconnaissant l’urgence climatique ; il privilégie l’innovation, l’adaptation, la technologie et une transition compatible avec la production. Pour Horizons, sur Q36 (« Il est justifié d'interdire certains produits ou comportements très polluants même lorsque les consommateurs les souhaitent. »), elle incline dans ce sens sans adopter toute la proposition : +1.	https://horizonsleparti.fr/le-manifeste/	Accord modéré : codage cohérent avec la ligne programmatique générale du parti sur écologie.
37	Écologie	Les pays riches devraient supporter une part prépondérante du coût de la transition écologique mondiale.	1	1	https://horizonsleparti.fr/le-manifeste/	Accord modéré : Horizons refuse la décroissance qu’il juge ruineuse tout en reconnaissant l’urgence climatique ; il privilégie l’innovation, l’adaptation, la technologie et une transition compatible avec la production. Pour Horizons, sur Q37 (« Les pays riches devraient supporter une part prépondérante du coût de la transition écologique mondiale. »), elle incline dans ce sens sans adopter toute la proposition : +1.	https://horizonsleparti.fr/le-manifeste/	Accord modéré : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
38	Europe	La France devrait transférer davantage de compétences à l'Union européenne afin de renforcer son poids économique et géopolitique.	2	2	https://horizonsleparti.fr/le-manifeste/	Accord net : Horizons voit l’Europe comme un levier de prospérité et de souveraineté française, tout en demandant davantage de subsidiarité et le respect des choix fondamentaux du peuple français. Pour Horizons, sur Q38 (« La France devrait transférer davantage de compétences à l'Union européenne afin de renforcer son poids économique et géopolitique. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://horizonsleparti.fr/le-manifeste/	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
39	Europe	La France devrait conserver autant que possible sa souveraineté nationale, même si cela réduit son influence au niveau européen.	-2	2	https://horizonsleparti.fr/le-manifeste/	Désaccord net : Horizons voit l’Europe comme un levier de prospérité et de souveraineté française, tout en demandant davantage de subsidiarité et le respect des choix fondamentaux du peuple français. Pour Horizons, sur Q39 (« La France devrait conserver autant que possible sa souveraineté nationale, même si cela réduit son influence au niveau européen. »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://horizonsleparti.fr/le-manifeste/	Désaccord net : codage cohérent avec la ligne programmatique générale du parti sur europe.
40	Europe	L'euro est globalement bénéfique pour la France malgré la perte de certains instruments de politique économique.	3	2	https://horizonsleparti.fr/le-manifeste/	Accord très fort : Horizons voit l’Europe comme un levier de prospérité et de souveraineté française, tout en demandant davantage de subsidiarité et le respect des choix fondamentaux du peuple français. Pour Horizons, sur Q40 (« L'euro est globalement bénéfique pour la France malgré la perte de certains instruments de politique économique. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://horizonsleparti.fr/le-manifeste/	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
41	Europe	L'Union européenne devrait pouvoir imposer davantage de règles communes aux États membres.	2	2	https://horizonsleparti.fr/le-manifeste/	Accord net : Horizons voit l’Europe comme un levier de prospérité et de souveraineté française, tout en demandant davantage de subsidiarité et le respect des choix fondamentaux du peuple français. Pour Horizons, sur Q41 (« L'Union européenne devrait pouvoir imposer davantage de règles communes aux États membres. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://horizonsleparti.fr/le-manifeste/	Accord net : codage cohérent avec la ligne programmatique générale du parti sur europe.
42	Europe	En cas de conflit entre les intérêts économiques français et les règles européennes, la France devrait pouvoir désobéir à certaines règles européennes.	-2	2	https://horizonsleparti.fr/le-manifeste/	Désaccord net : Horizons voit l’Europe comme un levier de prospérité et de souveraineté française, tout en demandant davantage de subsidiarité et le respect des choix fondamentaux du peuple français. Pour Horizons, sur Q42 (« En cas de conflit entre les intérêts économiques français et les règles européennes, la France devrait pouvoir désobéir à certaines règles européennes. »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://horizonsleparti.fr/le-manifeste/	Désaccord net : codage cohérent avec la ligne programmatique générale du parti sur europe.
43	Fiscalité / patrimoine	Il faudrait supprimer l'IFI et ne plus taxer spécifiquement le patrimoine immobilier au-delà de la fiscalité ordinaire.	2	2	https://horizonsleparti.fr/le-manifeste/	Accord net : Horizons rejette l’idée d’un argent public illimité, veut restaurer la compétitivité, valoriser le travail et l’effort et privilégier des finances publiques soutenables. Pour Horizons, sur Q43 (« Il faudrait supprimer l'IFI et ne plus taxer spécifiquement le patrimoine immobilier au-delà de la fiscalité ordinaire. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://horizonsleparti.fr/le-manifeste/	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
44	Fiscalité / patrimoine	L'héritage devrait être davantage taxé au-delà d'un certain seuil de patrimoine transmis, même si cela conduit certaines familles à transmettre moins de patrimoine à leurs enfants.	-2	2	https://horizonsleparti.fr/le-manifeste/	Désaccord net : Horizons rejette l’idée d’un argent public illimité, veut restaurer la compétitivité, valoriser le travail et l’effort et privilégier des finances publiques soutenables. Pour Horizons, sur Q44 (« L'héritage devrait être davantage taxé au-delà d'un certain seuil de patrimoine transmis, même si cela conduit certaines familles à transmettre moins… »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://horizonsleparti.fr/le-manifeste/	Désaccord net : codage cohérent avec la ligne programmatique générale du parti sur fiscalité / patrimoine.
45	Fiscalité / patrimoine	Les très grandes fortunes devraient être imposées sur leur patrimoine mondial, même lorsqu'elles quittent la France.	-1	2	https://horizonsleparti.fr/le-manifeste/	Réserve modérée : Horizons rejette l’idée d’un argent public illimité, veut restaurer la compétitivité, valoriser le travail et l’effort et privilégier des finances publiques soutenables. Pour Horizons, sur Q45 (« Les très grandes fortunes devraient être imposées sur leur patrimoine mondial, même lorsqu'elles quittent la France. »), elle incline plutôt en sens inverse sans constituer un rejet complet : -1.	https://horizonsleparti.fr/le-manifeste/	Réserve : codage cohérent avec la ligne programmatique générale du parti sur fiscalité / patrimoine.
46	Travail / chômage	Un chômeur devrait pouvoir perdre une partie significative de ses allocations s'il refuse plusieurs emplois raisonnablement adaptés à ses compétences.	2	2	https://horizonsleparti.fr/le-manifeste/	Accord net : Horizons veut réformer l’État et l’économie pour favoriser le travail, la production et l’initiative, tout en conservant des politiques publiques fortes dans les secteurs stratégiques et sociaux. Pour Horizons, sur Q46 (« Un chômeur devrait pouvoir perdre une partie significative de ses allocations s'il refuse plusieurs emplois raisonnablement adaptés à ses compétences. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://horizonsleparti.fr/le-manifeste/	Accord fort : codage cohérent avec la ligne programmatique générale du parti sur travail / chômage.
47	Outre-mer / vie chère	L’État devrait garantir que les produits essentiels ne coûtent pas beaucoup plus cher dans les DOM/TOM que dans l’Hexagone, quitte à subventionner durablement leur transport ou leur prix avec l’argent public national.	0	3	https://questions.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/session-ordinaire-de-2025-2026/troisieme-seance-du-jeudi-11-decembre-2025	Position intermédiaire : position de compromis. Pour Horizons, sur Q47 (« L’État devrait garantir que les produits essentiels ne coûtent pas beaucoup plus cher dans les DOM/TOM que dans l’Hexagone, quitte à subventionner… »), elle ne tranche pas clairement l’arbitrage précis posé : 0.	https://questions.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/session-ordinaire-de-2025-2026/troisieme-seance-du-jeudi-11-decembre-2025	Horizons reconnaît la vie chère ultramarine mais privilégie surtout concurrence, production locale et réduction des coûts structurels plutôt qu’une garantie durable des prix financée par le budget national : position de compromis.
48	Travail / chômage	Le CDI protège trop fortement les salariés déjà en poste et peut rendre plus difficile l’accès à l’emploi stable, au détriment des jeunes, chômeurs ou travailleurs en contrats précaires.	2	2	https://horizonsleparti.fr/le-manifeste/	Accord net : Horizons veut réformer l’État et l’économie pour favoriser le travail, la production et l’initiative, tout en conservant des politiques publiques fortes dans les secteurs stratégiques et sociaux. Pour Horizons, sur Q48 (« Le CDI protège trop fortement les salariés déjà en poste et peut rendre plus difficile l’accès à l’emploi stable, au détriment des jeunes, chômeurs ou… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://horizonsleparti.fr/le-manifeste/	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
50	Retraites	L'âge légal de départ à la retraite devrait être automatiquement indexé sur l'espérance de vie nationale.	2	2	https://horizonsleparti.fr/le-manifeste/	Accord net : Horizons veut réformer l’État et l’économie pour favoriser le travail, la production et l’initiative, tout en conservant des politiques publiques fortes dans les secteurs stratégiques et sociaux. Pour Horizons, sur Q50 (« L'âge légal de départ à la retraite devrait être automatiquement indexé sur l'espérance de vie nationale. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://horizonsleparti.fr/le-manifeste/	Accord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
51	Protection sociale	Les prestations sociales devraient être fortement conditionnées à la durée de cotisation et de participation au marché du travail.	2	2	https://horizonsleparti.fr/le-manifeste/	Accord net : Horizons veut réformer l’État et l’économie pour favoriser le travail, la production et l’initiative, tout en conservant des politiques publiques fortes dans les secteurs stratégiques et sociaux. Pour Horizons, sur Q51 (« Les prestations sociales devraient être fortement conditionnées à la durée de cotisation et de participation au marché du travail. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://horizonsleparti.fr/le-manifeste/	Accord fort : codage cohérent avec la ligne programmatique générale du parti sur protection sociale.
