qid	theme	question	score	confidence	current_source	current_justification	old_source	old_justification
14	Social / société	La société devrait accepter beaucoup plus largement les différents modes de vie, même lorsqu'ils s'éloignent des normes traditionnelles.	2	2	https://www.gov.uk/government/publications/plan-for-change	Accord net : La ligne Labour est progressiste sur les droits et les discriminations, avec un discours plus communautaire et territorial sous Andy Burnham. Pour Royaume-Uni, sur Q14 (« La société devrait accepter beaucoup plus largement les différents modes de vie, même lorsqu'ils s'éloignent des normes traditionnelles. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.gov.uk/government/publications/plan-for-change	Accord net : La ligne Labour est progressiste sur les droits et les discriminations, avec un discours plus communautaire et territorial sous Andy Burnham. Transposition ou inférence prudente.
16	Social / société	Réduire les inégalités peut parfois justifier de restreindre certaines libertés individuelles.	-1	1	https://www.gov.uk/government/publications/plan-for-change	Réserve modérée : La ligne Labour est progressiste sur les droits et les discriminations, avec un discours plus communautaire et territorial sous Andy Burnham. Comparabilité limitée ou position peu explicite.	https://www.gov.uk/government/publications/plan-for-change	Réserve : La ligne Labour est progressiste sur les droits et les discriminations, avec un discours plus communautaire et territorial sous Andy Burnham. Comparabilité limitée ou position peu explicite.
17	Social / société	Les politiques publiques devraient chercher à corriger activement les discriminations historiques ou structurelles entre groupes sociaux.	2	2	https://www.gov.uk/government/publications/plan-for-change	Accord net : La ligne Labour est progressiste sur les droits et les discriminations, avec un discours plus communautaire et territorial sous Andy Burnham. Pour Royaume-Uni, sur Q17 (« Les politiques publiques devraient chercher à corriger activement les discriminations historiques ou structurelles entre groupes sociaux. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.gov.uk/government/publications/plan-for-change	Accord net : La ligne Labour est progressiste sur les droits et les discriminations, avec un discours plus communautaire et territorial sous Andy Burnham. Transposition ou inférence prudente.
19	Social / société	Certaines traditions et valeurs culturelles méritent d'être préservées même si elles évoluent moins vite que la société.	0	2	https://www.gov.uk/government/publications/plan-for-change	Position intermédiaire : La ligne Labour est progressiste sur les droits et les discriminations, avec un discours plus communautaire et territorial sous Andy Burnham. Pour Royaume-Uni, sur Q19 (« Certaines traditions et valeurs culturelles méritent d'être préservées même si elles évoluent moins vite que la société. »), elle ne tranche pas clairement l’arbitrage précis posé : 0.	https://www.gov.uk/government/publications/plan-for-change	Position de compromis : La ligne Labour est progressiste sur les droits et les discriminations, avec un discours plus communautaire et territorial sous Andy Burnham. Transposition ou inférence prudente.
20	Immigration	La France devrait réduire le nombre d'immigrants qu'elle accueille chaque année.	2	3	https://www.gov.uk/government/news/kings-speech-to-build-a-stronger-and-fairer-britain	Accord net : Le gouvernement veut réduire l’immigration légale et irrégulière, tout en maintenant une approche relativement inclusive de l’intégration. Position directement documentée. Pour Royaume-Uni, sur Q20 (« La France devrait réduire le nombre d'immigrants qu'elle accueille chaque année. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.gov.uk/government/news/kings-speech-to-build-a-stronger-and-fairer-britain	Accord net : Le gouvernement veut réduire l’immigration légale et irrégulière, tout en maintenant une approche relativement inclusive de l’intégration. Position directement documentée.
21	Immigration	L'immigration économique est globalement bénéfique pour l'économie française.	2	2	https://www.gov.uk/government/news/kings-speech-to-build-a-stronger-and-fairer-britain	Accord net : Le gouvernement veut réduire l’immigration légale et irrégulière, tout en maintenant une approche relativement inclusive de l’intégration. Pour Royaume-Uni, sur Q21 (« L'immigration économique est globalement bénéfique pour l'économie française. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.gov.uk/government/news/kings-speech-to-build-a-stronger-and-fairer-britain	Accord net : Le gouvernement veut réduire l’immigration légale et irrégulière, tout en maintenant une approche relativement inclusive de l’intégration. Transposition ou inférence prudente.
22	Immigration / droits sociaux	Un étranger installé légalement en France depuis de nombreuses années devrait, à situation économique comparable, bénéficier des mêmes prestations sociales et du même accès au logement social qu’un citoyen français, sans priorité fondée sur la nationalité.	2	2	https://www.gov.uk/government/publications/public-funds	Accord net : +2. Pour Royaume-Uni, sur Q22 (« Un étranger installé légalement en France depuis de nombreuses années devrait, à situation économique comparable, bénéficier des mêmes prestations… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.gov.uk/government/publications/public-funds	Les restrictions britanniques dépendent surtout du statut migratoire et cessent pour les statuts de résidence durable ; il n’existe pas de préférence citoyenne permanente comparable : +2.
24	Immigration	La France devrait être beaucoup plus stricte concernant l'expulsion des étrangers condamnés pour des crimes graves.	3	3	https://www.gov.uk/government/news/kings-speech-to-build-a-stronger-and-fairer-britain	Accord très fort : Le gouvernement veut réduire l’immigration légale et irrégulière, tout en maintenant une approche relativement inclusive de l’intégration. Position directement documentée.	https://www.gov.uk/government/news/kings-speech-to-build-a-stronger-and-fairer-britain	Accord fort : Le gouvernement veut réduire l’immigration légale et irrégulière, tout en maintenant une approche relativement inclusive de l’intégration. Position directement documentée.
25	Immigration	Même lorsque l'immigration est économiquement bénéfique, elle peut être légitimement limitée pour préserver la cohésion culturelle du pays.	1	2	https://www.gov.uk/government/news/kings-speech-to-build-a-stronger-and-fairer-britain	Accord modéré : Le gouvernement veut réduire l’immigration légale et irrégulière, tout en maintenant une approche relativement inclusive de l’intégration. Pour Royaume-Uni, sur Q25 (« Même lorsque l'immigration est économiquement bénéfique, elle peut être légitimement limitée pour préserver la cohésion culturelle du pays. »), elle incline dans ce sens sans adopter toute la proposition : +1.	https://www.gov.uk/government/news/kings-speech-to-build-a-stronger-and-fairer-britain	Accord modéré : Le gouvernement veut réduire l’immigration légale et irrégulière, tout en maintenant une approche relativement inclusive de l’intégration. Transposition ou inférence prudente.
26	Immigration	La France devrait accueillir davantage de réfugiés lorsqu'ils fuient une guerre ou une persécution, même si cela représente un coût économique.	1	2	https://www.gov.uk/government/news/kings-speech-to-build-a-stronger-and-fairer-britain	Accord modéré : Le gouvernement veut réduire l’immigration légale et irrégulière, tout en maintenant une approche relativement inclusive de l’intégration. Pour Royaume-Uni, sur Q26 (« La France devrait accueillir davantage de réfugiés lorsqu'ils fuient une guerre ou une persécution, même si cela représente un coût économique. »), elle incline dans ce sens sans adopter toute la proposition : +1.	https://www.gov.uk/government/news/kings-speech-to-build-a-stronger-and-fairer-britain	Accord modéré : Le gouvernement veut réduire l’immigration légale et irrégulière, tout en maintenant une approche relativement inclusive de l’intégration. Transposition ou inférence prudente.
28	Sécurité / justice	Il vaut mieux investir dans la prévention et la réinsertion que dans l'augmentation des sanctions.	2	3	https://www.gov.uk/government/news/kings-speech-to-build-a-stronger-and-fairer-britain	Accord net : Les missions gouvernementales mettent l’accent sur la sécurité des rues, la prévention et l’efficacité de la police. Position directement documentée. Pour Royaume-Uni, sur Q28 (« Il vaut mieux investir dans la prévention et la réinsertion que dans l'augmentation des sanctions. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.gov.uk/government/news/kings-speech-to-build-a-stronger-and-fairer-britain	Accord net : Les missions gouvernementales mettent l’accent sur la sécurité des rues, la prévention et l’efficacité de la police. Position directement documentée.
29	Sécurité / justice	La police devrait disposer de pouvoirs plus importants pour lutter contre la criminalité, quitte à accepter davantage de contrôles sur certaines libertés individuelles.	2	3	https://www.gov.uk/government/news/kings-speech-to-build-a-stronger-and-fairer-britain	Accord net : Les missions gouvernementales mettent l’accent sur la sécurité des rues, la prévention et l’efficacité de la police. Position directement documentée. Pour Royaume-Uni, sur Q29 (« La police devrait disposer de pouvoirs plus importants pour lutter contre la criminalité, quitte à accepter davantage de contrôles sur certaines… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.gov.uk/government/news/kings-speech-to-build-a-stronger-and-fairer-britain	Accord net : Les missions gouvernementales mettent l’accent sur la sécurité des rues, la prévention et l’efficacité de la police. Position directement documentée.
34	Economie	Une partie des cotisations sociales sur les salaires devrait être remplacée par une hausse de la TVA afin d’augmenter les salaires nets et de réduire le coût du travail, même si cela augmente le prix des biens et services consommés	-2	3	https://www.gov.uk/government/publications/changes-to-the-class-1-national-insurance-contributions-secondary-threshold-the-secondary-class-1-national-insurance-contributions-rate-and-the-empl	Désaccord net : -2, politique explicite. Pour Royaume-Uni, sur Q34 (« Une partie des cotisations sociales sur les salaires devrait être remplacée par une hausse de la TVA afin d’augmenter les salaires nets et de réduire… »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://www.gov.uk/government/publications/changes-to-the-class-1-national-insurance-contributions-secondary-threshold-the-secondary-class-1-national-insurance-contributions-rate-and-the-empl	Le gouvernement a augmenté les cotisations patronales de National Insurance, soit l’inverse d’une baisse financée par la consommation : -2, politique explicite.
35	Écologie	Les politiques écologiques devraient reposer principalement sur des mécanismes de marché comme la taxe carbone plutôt que sur des interdictions.	1	2	https://www.gov.uk/government/publications/plan-for-change	Accord modéré : Le gouvernement poursuit une transition énergétique ambitieuse, avec Great British Energy, le nucléaire et les renouvelables. Pour Royaume-Uni, sur Q35 (« Les politiques écologiques devraient reposer principalement sur des mécanismes de marché comme la taxe carbone plutôt que sur des interdictions. »), elle incline dans ce sens sans adopter toute la proposition : +1.	https://www.gov.uk/government/publications/plan-for-change	Accord modéré : Le gouvernement poursuit une transition énergétique ambitieuse, avec Great British Energy, le nucléaire et les renouvelables. Transposition ou inférence prudente.
36	Écologie	Il est justifié d'interdire certains produits ou comportements très polluants même lorsque les consommateurs les souhaitent.	2	2	https://www.gov.uk/government/publications/plan-for-change	Accord net : Le gouvernement poursuit une transition énergétique ambitieuse, avec Great British Energy, le nucléaire et les renouvelables. Pour Royaume-Uni, sur Q36 (« Il est justifié d'interdire certains produits ou comportements très polluants même lorsque les consommateurs les souhaitent. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.gov.uk/government/publications/plan-for-change	Accord net : Le gouvernement poursuit une transition énergétique ambitieuse, avec Great British Energy, le nucléaire et les renouvelables. Transposition ou inférence prudente.
37	Écologie	Les pays riches devraient supporter une part prépondérante du coût de la transition écologique mondiale.	2	2	https://www.gov.uk/government/publications/plan-for-change	Accord net : Le gouvernement poursuit une transition énergétique ambitieuse, avec Great British Energy, le nucléaire et les renouvelables. Pour Royaume-Uni, sur Q37 (« Les pays riches devraient supporter une part prépondérante du coût de la transition écologique mondiale. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.gov.uk/government/publications/plan-for-change	Accord net : Le gouvernement poursuit une transition énergétique ambitieuse, avec Great British Energy, le nucléaire et les renouvelables. Transposition ou inférence prudente.
38	Europe	La France devrait transférer davantage de compétences à l'Union européenne afin de renforcer son poids économique et géopolitique.	0	1	https://www.gov.uk/government/publications/plan-for-change	Position intermédiaire : Le Royaume-Uni reste hors UE ; le gouvernement Labour recherche cependant des relations plus étroites avec l’Europe. Comparabilité limitée ou position peu explicite. Pour Royaume-Uni, sur Q38 (« La France devrait transférer davantage de compétences à l'Union européenne afin de renforcer son poids économique et géopolitique. »), elle ne tranche pas clairement l’arbitrage précis posé : 0.	https://www.gov.uk/government/publications/plan-for-change	Position de compromis : Le Royaume-Uni reste hors UE ; le gouvernement Labour recherche cependant des relations plus étroites avec l’Europe. Comparabilité limitée ou position peu explicite.
39	Europe	La France devrait conserver autant que possible sa souveraineté nationale, même si cela réduit son influence au niveau européen.	1	2	https://www.gov.uk/government/publications/plan-for-change	Accord modéré : Le Royaume-Uni reste hors UE ; le gouvernement Labour recherche cependant des relations plus étroites avec l’Europe. Pour Royaume-Uni, sur Q39 (« La France devrait conserver autant que possible sa souveraineté nationale, même si cela réduit son influence au niveau européen. »), elle incline dans ce sens sans adopter toute la proposition : +1.	https://www.gov.uk/government/publications/plan-for-change	Accord modéré : Le Royaume-Uni reste hors UE ; le gouvernement Labour recherche cependant des relations plus étroites avec l’Europe. Transposition ou inférence prudente.
41	Europe	L'Union européenne devrait pouvoir imposer davantage de règles communes aux États membres.	0	1	https://www.gov.uk/government/publications/plan-for-change	Position intermédiaire : Le Royaume-Uni reste hors UE ; le gouvernement Labour recherche cependant des relations plus étroites avec l’Europe. Comparabilité limitée ou position peu explicite. Pour Royaume-Uni, sur Q41 (« L'Union européenne devrait pouvoir imposer davantage de règles communes aux États membres. »), elle ne tranche pas clairement l’arbitrage précis posé : 0.	https://www.gov.uk/government/publications/plan-for-change	Position de compromis : Le Royaume-Uni reste hors UE ; le gouvernement Labour recherche cependant des relations plus étroites avec l’Europe. Comparabilité limitée ou position peu explicite.
44	Fiscalité / patrimoine	L'héritage devrait être davantage taxé au-delà d'un certain seuil de patrimoine transmis, même si cela conduit certaines familles à transmettre moins de patrimoine à leurs enfants.	1	1	https://www.gov.uk/government/publications/plan-for-change	Accord modéré : Le gouvernement Labour combine croissance, investissement public, renforcement des droits du travail et discipline budgétaire modérée. Comparabilité limitée ou position peu explicite. Pour Royaume-Uni, sur Q44 (« L'héritage devrait être davantage taxé au-delà d'un certain seuil de patrimoine transmis, même si cela conduit certaines familles à transmettre moins… »), elle incline dans ce sens sans adopter toute la proposition : +1.	https://www.gov.uk/government/publications/plan-for-change	Accord modéré : Le gouvernement Labour combine croissance, investissement public, renforcement des droits du travail et discipline budgétaire modérée. Comparabilité limitée ou position peu explicite.
45	Fiscalité / patrimoine	Les très grandes fortunes devraient être imposées sur leur patrimoine mondial, même lorsqu'elles quittent la France.	1	1	https://www.gov.uk/government/publications/plan-for-change	Accord modéré : Le gouvernement Labour combine croissance, investissement public, renforcement des droits du travail et discipline budgétaire modérée. Comparabilité limitée ou position peu explicite. Pour Royaume-Uni, sur Q45 (« Les très grandes fortunes devraient être imposées sur leur patrimoine mondial, même lorsqu'elles quittent la France. »), elle incline dans ce sens sans adopter toute la proposition : +1.	https://www.gov.uk/government/publications/plan-for-change	Accord modéré : Le gouvernement Labour combine croissance, investissement public, renforcement des droits du travail et discipline budgétaire modérée. Comparabilité limitée ou position peu explicite.
47	Outre-mer / vie chère	L’État devrait garantir que les produits essentiels ne coûtent pas beaucoup plus cher dans les DOM/TOM que dans l’Hexagone, quitte à subventionner durablement leur transport ou leur prix avec l’argent public national.	2	3	https://www.gov.uk/guidance/rural-duty-relief-scheme-notice-2001	Accord net : analogue direct mais limité au carburant, +2. Pour Royaume-Uni, sur Q47 (« L’État devrait garantir que les produits essentiels ne coûtent pas beaucoup plus cher dans les DOM/TOM que dans l’Hexagone, quitte à subventionner… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.gov.uk/guidance/rural-duty-relief-scheme-notice-2001	Le Rural Fuel Duty Relief compense les détaillants des régions isolées où le carburant est plus cher à cause des coûts de transport, avec répercussion au consommateur : analogue direct mais limité au carburant, +2.
50	Retraites	L'âge légal de départ à la retraite devrait être automatiquement indexé sur l'espérance de vie nationale.	1	1	https://www.gov.uk/government/publications/plan-for-change	Accord modéré : Le gouvernement Labour combine croissance, investissement public, renforcement des droits du travail et discipline budgétaire modérée. Comparabilité limitée ou position peu explicite. Pour Royaume-Uni, sur Q50 (« L'âge légal de départ à la retraite devrait être automatiquement indexé sur l'espérance de vie nationale. »), elle incline dans ce sens sans adopter toute la proposition : +1.	https://www.gov.uk/government/publications/plan-for-change	Accord modéré : Le gouvernement Labour combine croissance, investissement public, renforcement des droits du travail et discipline budgétaire modérée. Comparabilité limitée ou position peu explicite.
53	État / entreprises	Une entreprise qui reçoit plusieurs milliards d'euros d'aides publiques devrait pouvoir être contrainte de limiter ses dividendes et les rémunérations de ses dirigeants tant que l'aide n'est pas remboursée.	2	3	https://www.gov.uk/government/publications/plan-for-change	Accord net : Le gouvernement Labour combine croissance, investissement public, renforcement des droits du travail et discipline budgétaire modérée. Position directement documentée. Pour Royaume-Uni, sur Q53 (« Une entreprise qui reçoit plusieurs milliards d'euros d'aides publiques devrait pouvoir être contrainte de limiter ses dividendes et les rémunérations… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.gov.uk/government/publications/plan-for-change	Accord net : Le gouvernement Labour combine croissance, investissement public, renforcement des droits du travail et discipline budgétaire modérée. Position directement documentée.
54	État / entreprises	L'État devrait davantage utiliser son pouvoir d'actionnaire pour orienter les grandes entreprises françaises vers des objectifs industriels de long terme.	2	3	https://www.gov.uk/government/publications/plan-for-change	Accord net : Le gouvernement Labour combine croissance, investissement public, renforcement des droits du travail et discipline budgétaire modérée. Position directement documentée. Pour Royaume-Uni, sur Q54 (« L'État devrait davantage utiliser son pouvoir d'actionnaire pour orienter les grandes entreprises françaises vers des objectifs industriels de long terme. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.gov.uk/government/publications/plan-for-change	Accord net : Le gouvernement Labour combine croissance, investissement public, renforcement des droits du travail et discipline budgétaire modérée. Position directement documentée.
55	État / entreprises	Il faudrait réduire fortement les normes administratives pesant sur les entreprises, même si certaines protections environnementales ou sociales deviennent moins strictes.	-1	2	https://www.gov.uk/government/publications/plan-for-change	Réserve modérée : Le gouvernement Labour combine croissance, investissement public, renforcement des droits du travail et discipline budgétaire modérée. Pour Royaume-Uni, sur Q55 (« Il faudrait réduire fortement les normes administratives pesant sur les entreprises, même si certaines protections environnementales ou sociales… »), elle incline plutôt en sens inverse sans constituer un rejet complet : -1.	https://www.gov.uk/government/publications/plan-for-change	Réserve : Le gouvernement Labour combine croissance, investissement public, renforcement des droits du travail et discipline budgétaire modérée. Transposition ou inférence prudente.
58	Immigration / assimilation	La France devrait privilégier l'immigration économique qualifiée, même si cela signifie accueillir moins de personnes peu qualifiées.	2	3	https://www.gov.uk/government/news/kings-speech-to-build-a-stronger-and-fairer-britain	Accord net : Le gouvernement veut réduire l’immigration légale et irrégulière, tout en maintenant une approche relativement inclusive de l’intégration. Position directement documentée. Pour Royaume-Uni, sur Q58 (« La France devrait privilégier l'immigration économique qualifiée, même si cela signifie accueillir moins de personnes peu qualifiées. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.gov.uk/government/news/kings-speech-to-build-a-stronger-and-fairer-britain	Accord net : Le gouvernement veut réduire l’immigration légale et irrégulière, tout en maintenant une approche relativement inclusive de l’intégration. Position directement documentée.
60	Immigration / assimilation	La France devrait pouvoir refuser l'entrée à un immigré légalement admissible lorsqu'il existe de fortes raisons de penser qu'il ne souhaite pas s'intégrer culturellement à la société française.	1	2	https://www.gov.uk/government/news/kings-speech-to-build-a-stronger-and-fairer-britain	Accord modéré : Le gouvernement veut réduire l’immigration légale et irrégulière, tout en maintenant une approche relativement inclusive de l’intégration. Pour Royaume-Uni, sur Q60 (« La France devrait pouvoir refuser l'entrée à un immigré légalement admissible lorsqu'il existe de fortes raisons de penser qu'il ne souhaite pas… »), elle incline dans ce sens sans adopter toute la proposition : +1.	https://www.gov.uk/government/news/kings-speech-to-build-a-stronger-and-fairer-britain	Accord modéré : Le gouvernement veut réduire l’immigration légale et irrégulière, tout en maintenant une approche relativement inclusive de l’intégration. Transposition ou inférence prudente.
61	Immigration / assimilation	Le fait de conserver des pratiques culturelles ou religieuses très différentes de celles de la majorité française n'est pas en soi un problème tant que les lois françaises sont respectées.	2	2	https://www.gov.uk/government/news/kings-speech-to-build-a-stronger-and-fairer-britain	Accord net : Le gouvernement veut réduire l’immigration légale et irrégulière, tout en maintenant une approche relativement inclusive de l’intégration. Pour Royaume-Uni, sur Q61 (« Le fait de conserver des pratiques culturelles ou religieuses très différentes de celles de la majorité française n'est pas en soi un problème tant que… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.gov.uk/government/news/kings-speech-to-build-a-stronger-and-fairer-britain	Accord net : Le gouvernement veut réduire l’immigration légale et irrégulière, tout en maintenant une approche relativement inclusive de l’intégration. Transposition ou inférence prudente.
63	Libertés / sécurité	Pour lutter contre le terrorisme, l'État devrait pouvoir surveiller préventivement une personne considérée comme présentant un risque sérieux, même sans preuve suffisante pour engager des poursuites pénales.	2	3	https://www.gov.uk/government/news/kings-speech-to-build-a-stronger-and-fairer-britain	Accord net : Les missions gouvernementales mettent l’accent sur la sécurité des rues, la prévention et l’efficacité de la police. Position directement documentée. Pour Royaume-Uni, sur Q63 (« Pour lutter contre le terrorisme, l'État devrait pouvoir surveiller préventivement une personne considérée comme présentant un risque sérieux, même… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.gov.uk/government/news/kings-speech-to-build-a-stronger-and-fairer-britain	Accord net : Les missions gouvernementales mettent l’accent sur la sécurité des rues, la prévention et l’efficacité de la police. Position directement documentée.
