qid	theme	score	confidence	current_source	current_justification	old_source	old_justification
12	État	-2	2	https://www.udr.fr/priorites	Désaccord net : L’UDR veut réduire le périmètre de l’État, supprimer de nombreuses normes, baisser les cotisations et introduire une part obligatoire de capitalisation dans les retraites. Pour UDR, sur Q12 (« L'État devrait intervenir beaucoup plus fortement dans l'économie lorsque le marché produit des résultats jugés socialement indésirables. »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://www.assemblee-nationale.fr/dyn/17/amendements/2247/CION_FIN/CF912	Désaccord net : codage fondé sur les documents officiels retenus pour le thème « État ». Niveau de preuve : orientation cohérente étayée par plusieurs éléments.
13	État	3	2	https://www.udr.fr/priorites	Accord très fort : L’UDR veut réduire le périmètre de l’État, supprimer de nombreuses normes, baisser les cotisations et introduire une part obligatoire de capitalisation dans les retraites. Pour UDR, sur Q13 (« Les citoyens devraient avoir davantage de liberté pour choisir eux-mêmes comment utiliser leur argent plutôt que de passer par des systèmes publics… »), cette orientation reprend presque entièrement le choix proposé : +3.	https://www.assemblee-nationale.fr/dyn/17/amendements/2247/CION_FIN/CF912	Accord fort : codage fondé sur les documents officiels retenus pour le thème « État ». Niveau de preuve : orientation cohérente étayée par plusieurs éléments.
14	Social / société	-2	1	https://www.udr.fr/priorites	Désaccord net : L’UDR articule son projet autour de la liberté, de la responsabilité, de l’autorité et de l’identité, avec une conception conservatrice de la cohésion nationale. Pour UDR, sur Q14 (« La société devrait accepter beaucoup plus largement les différents modes de vie, même lorsqu'ils s'éloignent des normes traditionnelles. »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://www.udr.fr/	Désaccord net : codage fondé sur les documents officiels retenus pour le thème « Social / société ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
15	Démocratie	1	3	https://www.udr.fr/vote_censure	Accord modéré : +1. Pour UDR, sur Q15 (« Un gouvernement devrait pouvoir faire adopter le budget sans vote de l’Assemblée nationale lorsqu’aucune majorité stable ne se dégage, afin d’éviter un… »), elle incline dans ce sens sans adopter toute la proposition : +1.	https://www.udr.fr/vote_censure	L’UDR a accepté de ne pas censurer un budget imposé par 49.3 pour éviter une crise budgétaire et financière. C’est une tolérance circonstancielle, pas une adhésion forte au mécanisme : +1.
16	Social / société	-2	1	https://www.udr.fr/priorites	Désaccord net : L’UDR articule son projet autour de la liberté, de la responsabilité, de l’autorité et de l’identité, avec une conception conservatrice de la cohésion nationale. Pour UDR, sur Q16 (« Réduire les inégalités peut parfois justifier de restreindre certaines libertés individuelles. »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://www.udr.fr/	Désaccord net : codage fondé sur les documents officiels retenus pour le thème « Social / société ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
17	Social / société	-2	1	https://www.udr.fr/priorites	Désaccord net : L’UDR articule son projet autour de la liberté, de la responsabilité, de l’autorité et de l’identité, avec une conception conservatrice de la cohésion nationale. Pour UDR, sur Q17 (« Les politiques publiques devraient chercher à corriger activement les discriminations historiques ou structurelles entre groupes sociaux. »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://www.udr.fr/	Désaccord net : codage fondé sur les documents officiels retenus pour le thème « Social / société ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
19	Social / société	3	2	https://www.udr.fr/priorites	Accord très fort : L’UDR articule son projet autour de la liberté, de la responsabilité, de l’autorité et de l’identité, avec une conception conservatrice de la cohésion nationale. Pour UDR, sur Q19 (« Certaines traditions et valeurs culturelles méritent d'être préservées même si elles évoluent moins vite que la société. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://www.udr.fr/	Accord fort : codage fondé sur les documents officiels retenus pour le thème « Social / société ». Niveau de preuve : orientation cohérente étayée par plusieurs éléments.
20	Immigration	3	3	https://www.udr.fr/priorites	Accord très fort : L’UDR veut abolir le droit du sol et le regroupement familial, instaurer des quotas, réserver certaines prestations selon la durée de résidence et expulser les étrangers délinquants. Pour UDR, sur Q20 (« La France devrait réduire le nombre d'immigrants qu'elle accueille chaque année. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://www.udr.fr/priorites	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
21	Immigration	-2	2	https://www.udr.fr/priorites	Désaccord net : L’UDR veut abolir le droit du sol et le regroupement familial, instaurer des quotas, réserver certaines prestations selon la durée de résidence et expulser les étrangers délinquants. Pour UDR, sur Q21 (« L'immigration économique est globalement bénéfique pour l'économie française. »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://www.assemblee-nationale.fr/dyn/opendata/PNREANR5L17B1609.html	Désaccord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
22	Immigration / droits sociaux	-3	3	https://www.udr.fr/priorites	Désaccord très fort : l’UDR revendique explicitement une préférence nationale et européenne pour certaines prestations ; la proposition d’égalité d’accès sans priorité fondée sur la nationalité est donc directement contraire à sa ligne.	https://www.udr.fr/priorites	Désaccord fort : l’UDR revendique explicitement une préférence nationale et européenne pour certaines prestations ; la proposition d’égalité d’accès sans priorité fondée sur la nationalité est donc directement contraire à sa ligne.
23	Immigration	3	3	https://www.udr.fr/priorites	Accord très fort : L’UDR veut abolir le droit du sol et le regroupement familial, instaurer des quotas, réserver certaines prestations selon la durée de résidence et expulser les étrangers délinquants. Pour UDR, sur Q23 (« L'accès à la nationalité française devrait être rendu plus exigeant. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://www.udr.fr/priorites	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
24	Immigration	3	3	https://www.udr.fr/priorites	Accord très fort : L’UDR veut abolir le droit du sol et le regroupement familial, instaurer des quotas, réserver certaines prestations selon la durée de résidence et expulser les étrangers délinquants. Pour UDR, sur Q24 (« La France devrait être beaucoup plus stricte concernant l'expulsion des étrangers condamnés pour des crimes graves. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://www.udr.fr/priorites	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
25	Immigration	3	2	https://www.udr.fr/priorites	Accord très fort : L’UDR veut abolir le droit du sol et le regroupement familial, instaurer des quotas, réserver certaines prestations selon la durée de résidence et expulser les étrangers délinquants. Pour UDR, sur Q25 (« Même lorsque l'immigration est économiquement bénéfique, elle peut être légitimement limitée pour préserver la cohésion culturelle du pays. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://www.assemblee-nationale.fr/dyn/opendata/PNREANR5L17B1609.html	Accord fort : codage fondé sur les documents officiels retenus pour le thème « Immigration ». Niveau de preuve : orientation cohérente étayée par plusieurs éléments.
27	Sécurité / justice	3	3	https://www.udr.fr/priorites	Accord très fort : L’UDR veut des peines planchers, davantage de places de prison, l’expulsion des étrangers délinquants et une politique de fermeté face aux trafics et à la récidive. Pour UDR, sur Q27 (« Les peines de prison effectives devraient être plus sévères, même si cela augmente fortement la population carcérale. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://www.udr.fr/priorites	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
28	Sécurité / justice	-2	2	https://www.udr.fr/priorites	Désaccord net : L’UDR veut des peines planchers, davantage de places de prison, l’expulsion des étrangers délinquants et une politique de fermeté face aux trafics et à la récidive. Pour UDR, sur Q28 (« Il vaut mieux investir dans la prévention et la réinsertion que dans l'augmentation des sanctions. »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://www.udr.fr/	Désaccord net : codage fondé sur les documents officiels retenus pour le thème « Sécurité / justice ». Niveau de preuve : orientation cohérente étayée par plusieurs éléments.
29	Sécurité / justice	2	2	https://www.udr.fr/priorites	Accord net : L’UDR veut des peines planchers, davantage de places de prison, l’expulsion des étrangers délinquants et une politique de fermeté face aux trafics et à la récidive. Pour UDR, sur Q29 (« La police devrait disposer de pouvoirs plus importants pour lutter contre la criminalité, quitte à accepter davantage de contrôles sur certaines… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.udr.fr/priorites	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
32	Écologie	0	1	https://www.udr.fr/grandforumlibertes	Position intermédiaire : L’UDR veut supprimer plusieurs dispositifs environnementaux qu’il juge liberticides, notamment ZFE et ZAN, et privilégie simplification, innovation, production et souveraineté énergétique. Pour UDR, sur Q32 (« La lutte contre le changement climatique doit rester prioritaire même lorsqu'elle réduit la croissance économique à court terme. »), elle ne tranche pas clairement l’arbitrage précis posé : 0.	https://www.udr.fr/	Position neutre, partagée ou non arrêtée : codage fondé sur les documents officiels retenus pour le thème « Écologie ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
33	Écologie	-2	1	https://www.udr.fr/grandforumlibertes	Désaccord net : L’UDR veut supprimer plusieurs dispositifs environnementaux qu’il juge liberticides, notamment ZFE et ZAN, et privilégie simplification, innovation, production et souveraineté énergétique. Pour UDR, sur Q33 (« Il faut accepter une hausse importante du prix des énergies fossiles pour accélérer la transition écologique. »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://www.udr.fr/	Désaccord net : codage fondé sur les documents officiels retenus pour le thème « Écologie ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
34	Economie	0	2	https://www.udr.fr/livretacteii	Position intermédiaire : L’UDR veut fortement réduire les prélèvements sur le travail mais privilégie le financement par baisse des dépenses et ne défend pas explicitement une hausse de TVA. Position neutre sur le mécanisme précis.	https://www.udr.fr/livretacteii	L’UDR veut fortement réduire les prélèvements sur le travail mais privilégie le financement par baisse des dépenses et ne défend pas explicitement une hausse de TVA. Position neutre sur le mécanisme précis.
35	Écologie	2	1	https://www.udr.fr/grandforumlibertes	Accord net : L’UDR veut supprimer plusieurs dispositifs environnementaux qu’il juge liberticides, notamment ZFE et ZAN, et privilégie simplification, innovation, production et souveraineté énergétique. Pour UDR, sur Q35 (« Les politiques écologiques devraient reposer principalement sur des mécanismes de marché comme la taxe carbone plutôt que sur des interdictions. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.udr.fr/	Accord net : codage fondé sur les documents officiels retenus pour le thème « Écologie ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
36	Écologie	-2	1	https://www.udr.fr/grandforumlibertes	Désaccord net : L’UDR veut supprimer plusieurs dispositifs environnementaux qu’il juge liberticides, notamment ZFE et ZAN, et privilégie simplification, innovation, production et souveraineté énergétique. Pour UDR, sur Q36 (« Il est justifié d'interdire certains produits ou comportements très polluants même lorsque les consommateurs les souhaitent. »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://www.udr.fr/	Désaccord net : codage fondé sur les documents officiels retenus pour le thème « Écologie ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
37	Écologie	-2	1	https://www.udr.fr/grandforumlibertes	Désaccord net : L’UDR veut supprimer plusieurs dispositifs environnementaux qu’il juge liberticides, notamment ZFE et ZAN, et privilégie simplification, innovation, production et souveraineté énergétique. Pour UDR, sur Q37 (« Les pays riches devraient supporter une part prépondérante du coût de la transition écologique mondiale. »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://www.udr.fr/	Désaccord net : codage fondé sur les documents officiels retenus pour le thème « Écologie ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
38	Europe	-2	1	https://www.udr.fr/priorites	Désaccord net : L’UDR défend la souveraineté nationale et une Europe moins technocratique, avec une forte priorité donnée à la capacité de la France à décider de ses normes, de son immigration et de son économie. Pour UDR, sur Q38 (« La France devrait transférer davantage de compétences à l'Union européenne afin de renforcer son poids économique et géopolitique. »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://www.udr.fr/	Désaccord net : codage fondé sur les documents officiels retenus pour le thème « Europe ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
39	Europe	2	2	https://www.udr.fr/priorites	Accord net : L’UDR défend la souveraineté nationale et une Europe moins technocratique, avec une forte priorité donnée à la capacité de la France à décider de ses normes, de son immigration et de son économie. Pour UDR, sur Q39 (« La France devrait conserver autant que possible sa souveraineté nationale, même si cela réduit son influence au niveau européen. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.udr.fr/priorites	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
40	Europe	1	1	https://www.udr.fr/priorites	Accord modéré : L’UDR défend la souveraineté nationale et une Europe moins technocratique, avec une forte priorité donnée à la capacité de la France à décider de ses normes, de son immigration et de son économie. Pour UDR, sur Q40 (« L'euro est globalement bénéfique pour la France malgré la perte de certains instruments de politique économique. »), elle incline dans ce sens sans adopter toute la proposition : +1.	https://www.udr.fr/	Accord modéré : codage fondé sur les documents officiels retenus pour le thème « Europe ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
41	Europe	-2	1	https://www.udr.fr/priorites	Désaccord net : L’UDR défend la souveraineté nationale et une Europe moins technocratique, avec une forte priorité donnée à la capacité de la France à décider de ses normes, de son immigration et de son économie. Pour UDR, sur Q41 (« L'Union européenne devrait pouvoir imposer davantage de règles communes aux États membres. »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://www.udr.fr/	Désaccord net : codage fondé sur les documents officiels retenus pour le thème « Europe ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
42	Europe	2	2	https://www.udr.fr/priorites	Accord net : L’UDR défend la souveraineté nationale et une Europe moins technocratique, avec une forte priorité donnée à la capacité de la France à décider de ses normes, de son immigration et de son économie. Pour UDR, sur Q42 (« En cas de conflit entre les intérêts économiques français et les règles européennes, la France devrait pouvoir désobéir à certaines règles européennes. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.udr.fr/priorites	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
44	Fiscalité / patrimoine	-3	3	https://www.udr.fr/grandforumlibertes	Désaccord très fort : L’UDR veut une forte baisse des prélèvements, supprimer l’IFI et la plupart des droits de succession, réduire les impôts de production et financer ces baisses par des économies massives. Pour UDR, sur Q44 (« L'héritage devrait être davantage taxé au-delà d'un certain seuil de patrimoine transmis, même si cela conduit certaines familles à transmettre moins… »), elle contredit presque entièrement le choix proposé : -3.	https://www.udr.fr/priorites	Désaccord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
45	Fiscalité / patrimoine	-2	1	https://www.udr.fr/grandforumlibertes	Désaccord net : L’UDR veut une forte baisse des prélèvements, supprimer l’IFI et la plupart des droits de succession, réduire les impôts de production et financer ces baisses par des économies massives. Pour UDR, sur Q45 (« Les très grandes fortunes devraient être imposées sur leur patrimoine mondial, même lorsqu'elles quittent la France. »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://www.assemblee-nationale.fr/dyn/17/amendements/2247/CION_FIN/CF912	Désaccord net : codage fondé sur les documents officiels retenus pour le thème « Fiscalité / patrimoine ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
46	Travail / chômage	2	2	https://www.udr.fr/priorites	Accord net : L’UDR veut réduire le périmètre de l’État, supprimer de nombreuses normes, baisser les cotisations et introduire une part obligatoire de capitalisation dans les retraites. Pour UDR, sur Q46 (« Un chômeur devrait pouvoir perdre une partie significative de ses allocations s'il refuse plusieurs emplois raisonnablement adaptés à ses compétences. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.assemblee-nationale.fr/dyn/17/amendements/2247/CION_FIN/CF912	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
47	Outre-mer / vie chère	-1	3	https://questions.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/session-ordinaire-de-2025-2026/troisieme-seance-du-jeudi-11-decembre-2025	Réserve modérée : désaccord modéré. Pour UDR, sur Q47 (« L’État devrait garantir que les produits essentiels ne coûtent pas beaucoup plus cher dans les DOM/TOM que dans l’Hexagone, quitte à subventionner… »), elle incline plutôt en sens inverse sans constituer un rejet complet : -1.	https://questions.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/session-ordinaire-de-2025-2026/troisieme-seance-du-jeudi-11-decembre-2025	L’UDR reconnaît la nécessité de réduire les écarts ultramarins mais s’oppose aux mécanismes de compensation publique durable et potentiellement croissante supportés par le contribuable : désaccord modéré.
48	Travail / chômage	2	1	https://www.udr.fr/priorites	Accord net : L’UDR veut réduire le périmètre de l’État, supprimer de nombreuses normes, baisser les cotisations et introduire une part obligatoire de capitalisation dans les retraites. Pour UDR, sur Q48 (« Le CDI protège trop fortement les salariés déjà en poste et peut rendre plus difficile l’accès à l’emploi stable, au détriment des jeunes, chômeurs ou… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.assemblee-nationale.fr/dyn/17/amendements/2247/CION_FIN/CF912	Accord net : codage fondé sur les documents officiels retenus pour le thème « Travail / chômage ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
51	Protection sociale	2	2	https://www.udr.fr/priorites	Accord net : L’UDR veut réduire le périmètre de l’État, supprimer de nombreuses normes, baisser les cotisations et introduire une part obligatoire de capitalisation dans les retraites. Pour UDR, sur Q51 (« Les prestations sociales devraient être fortement conditionnées à la durée de cotisation et de participation au marché du travail. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.assemblee-nationale.fr/dyn/17/amendements/2247/CION_FIN/CF912	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
53	État / entreprises	1	1	https://www.udr.fr/priorites	Accord modéré : L’UDR veut réduire le périmètre de l’État, supprimer de nombreuses normes, baisser les cotisations et introduire une part obligatoire de capitalisation dans les retraites. Pour UDR, sur Q53 (« Une entreprise qui reçoit plusieurs milliards d'euros d'aides publiques devrait pouvoir être contrainte de limiter ses dividendes et les rémunérations… »), elle incline dans ce sens sans adopter toute la proposition : +1.	https://www.assemblee-nationale.fr/dyn/17/amendements/2247/CION_FIN/CF912	Accord modéré : codage fondé sur les documents officiels retenus pour le thème « État / entreprises ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
54	État / entreprises	0	1	https://www.udr.fr/priorites	Position intermédiaire : L’UDR veut réduire le périmètre de l’État, supprimer de nombreuses normes, baisser les cotisations et introduire une part obligatoire de capitalisation dans les retraites. Pour UDR, sur Q54 (« L'État devrait davantage utiliser son pouvoir d'actionnaire pour orienter les grandes entreprises françaises vers des objectifs industriels de long terme. »), elle ne tranche pas clairement l’arbitrage précis posé : 0.	https://www.assemblee-nationale.fr/dyn/17/amendements/2247/CION_FIN/CF912	Position neutre, partagée ou non arrêtée : codage fondé sur les documents officiels retenus pour le thème « État / entreprises ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
55	État / entreprises	3	3	https://www.udr.fr/priorites	Accord très fort : le programme de simplification de l’UDR propose de supprimer 25 % des normes et plusieurs dispositifs environnementaux ou sociaux jugés liberticides.	https://www.udr.fr/priorites	Accord fort : le programme de simplification de l’UDR propose de supprimer 25 % des normes et plusieurs dispositifs environnementaux ou sociaux jugés liberticides.
57	Immigration / assimilation	3	3	https://www.udr.fr/priorites	Accord très fort : L’UDR veut abolir le droit du sol et le regroupement familial, instaurer des quotas, réserver certaines prestations selon la durée de résidence et expulser les étrangers délinquants. Pour UDR, sur Q57 (« L'accès à certaines prestations sociales devrait être beaucoup plus limité pendant les premières années suivant l'arrivée d'un immigré. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://www.udr.fr/priorites	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
58	Immigration / assimilation	1	1	https://www.udr.fr/priorites	Accord modéré : L’UDR veut abolir le droit du sol et le regroupement familial, instaurer des quotas, réserver certaines prestations selon la durée de résidence et expulser les étrangers délinquants. Pour UDR, sur Q58 (« La France devrait privilégier l'immigration économique qualifiée, même si cela signifie accueillir moins de personnes peu qualifiées. »), elle incline dans ce sens sans adopter toute la proposition : +1.	https://www.assemblee-nationale.fr/dyn/opendata/PNREANR5L17B1609.html	Accord modéré : codage fondé sur les documents officiels retenus pour le thème « Immigration / assimilation ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
59	Immigration / assimilation	-3	3	https://www.udr.fr/priorites	Désaccord très fort : L’UDR veut abolir le droit du sol et le regroupement familial, instaurer des quotas, réserver certaines prestations selon la durée de résidence et expulser les étrangers délinquants. Pour UDR, sur Q59 (« Une personne née en France de parents étrangers devrait automatiquement devenir française à sa majorité si elle y a grandi, même si elle ne manifeste… »), elle contredit presque entièrement le choix proposé : -3.	https://www.udr.fr/priorites	Désaccord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
60	Immigration / assimilation	2	2	https://www.udr.fr/priorites	Accord net : L’UDR veut abolir le droit du sol et le regroupement familial, instaurer des quotas, réserver certaines prestations selon la durée de résidence et expulser les étrangers délinquants. Pour UDR, sur Q60 (« La France devrait pouvoir refuser l'entrée à un immigré légalement admissible lorsqu'il existe de fortes raisons de penser qu'il ne souhaite pas… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.assemblee-nationale.fr/dyn/opendata/PNREANR5L17B1609.html	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
