qid	theme	score	confidence	current_source	current_justification	old_source	old_justification
21	Immigration	2	3	https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf	Accord net : L’accord de coalition veut mieux maîtriser les flux migratoires, accélérer procédures et retours, tout en organisant l’intégration et l’accès au travail des personnes admises à rester. Pour Pays-Bas, sur Q21 (« L'immigration économique est globalement bénéfique pour l'économie française. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf	Accord net : codage fondé sur les documents officiels retenus pour le thème « Immigration ». Niveau de preuve : position ou mesure explicitement documentée.
22	Immigration / droits sociaux	2	2	https://www.government.nl/documents/publications/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work-building-a-better-netherlands	Accord net : +2. Pour Pays-Bas, sur Q22 (« Un étranger installé légalement en France depuis de nombreuses années devrait, à situation économique comparable, bénéficier des mêmes prestations… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.government.nl/documents/publications/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work-building-a-better-netherlands	Le gouvernement néerlandais durcit les conditions d’immigration mais les droits sociaux des résidents légaux de longue durée ne reposent pas sur une priorité permanente réservée aux citoyens : +2.
23	Immigration	2	3	https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf	Accord net : L’accord de coalition veut mieux maîtriser les flux migratoires, accélérer procédures et retours, tout en organisant l’intégration et l’accès au travail des personnes admises à rester. Pour Pays-Bas, sur Q23 (« L'accès à la nationalité française devrait être rendu plus exigeant. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf	Accord net : codage fondé sur les documents officiels retenus pour le thème « Immigration ». Niveau de preuve : position ou mesure explicitement documentée.
24	Immigration	3	3	https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf	Accord très fort : L’accord de coalition veut mieux maîtriser les flux migratoires, accélérer procédures et retours, tout en organisant l’intégration et l’accès au travail des personnes admises à rester. Pour Pays-Bas, sur Q24 (« La France devrait être beaucoup plus stricte concernant l'expulsion des étrangers condamnés pour des crimes graves. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf	Accord fort : codage fondé sur les documents officiels retenus pour le thème « Immigration ». Niveau de preuve : position ou mesure explicitement documentée.
25	Immigration	1	1	https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf	Accord modéré : L’accord de coalition veut mieux maîtriser les flux migratoires, accélérer procédures et retours, tout en organisant l’intégration et l’accès au travail des personnes admises à rester. Pour Pays-Bas, sur Q25 (« Même lorsque l'immigration est économiquement bénéfique, elle peut être légitimement limitée pour préserver la cohésion culturelle du pays. »), elle incline dans ce sens sans adopter toute la proposition : +1.	https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf	Accord modéré : codage fondé sur les documents officiels retenus pour le thème « Immigration ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
26	Immigration	0	3	https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf	Position intermédiaire : L’accord de coalition veut mieux maîtriser les flux migratoires, accélérer procédures et retours, tout en organisant l’intégration et l’accès au travail des personnes admises à rester. Pour Pays-Bas, sur Q26 (« La France devrait accueillir davantage de réfugiés lorsqu'ils fuient une guerre ou une persécution, même si cela représente un coût économique. »), elle ne tranche pas clairement l’arbitrage précis posé : 0.	https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf	Position neutre, partagée ou non arrêtée : codage fondé sur les documents officiels retenus pour le thème « Immigration ». Niveau de preuve : position ou mesure explicitement documentée.
27	Sécurité / justice	1	1	https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf	Accord modéré : Le gouvernement Jetten veut renforcer police, justice et lutte contre le crime organisé tout en maintenant les garanties de l’État de droit. Pour Pays-Bas, sur Q27 (« Les peines de prison effectives devraient être plus sévères, même si cela augmente fortement la population carcérale. »), elle incline dans ce sens sans adopter toute la proposition : +1.	https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf	Accord modéré : codage fondé sur les documents officiels retenus pour le thème « Sécurité / justice ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
28	Sécurité / justice	2	1	https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf	Accord net : Le gouvernement Jetten veut renforcer police, justice et lutte contre le crime organisé tout en maintenant les garanties de l’État de droit. Pour Pays-Bas, sur Q28 (« Il vaut mieux investir dans la prévention et la réinsertion que dans l'augmentation des sanctions. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf	Accord net : codage fondé sur les documents officiels retenus pour le thème « Sécurité / justice ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
29	Sécurité / justice	2	3	https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf	Accord net : Le gouvernement Jetten veut renforcer police, justice et lutte contre le crime organisé tout en maintenant les garanties de l’État de droit. Pour Pays-Bas, sur Q29 (« La police devrait disposer de pouvoirs plus importants pour lutter contre la criminalité, quitte à accepter davantage de contrôles sur certaines… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf	Accord net : codage fondé sur les documents officiels retenus pour le thème « Sécurité / justice ». Niveau de preuve : position ou mesure explicitement documentée.
36	Écologie	2	3	https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf	Accord net : La coalition maintient des objectifs climatiques ambitieux et les articule à la croissance durable, à l’innovation, à l’électrification et à des mesures économiquement soutenables. Pour Pays-Bas, sur Q36 (« Il est justifié d'interdire certains produits ou comportements très polluants même lorsque les consommateurs les souhaitent. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf	Accord net : codage fondé sur les documents officiels retenus pour le thème « Écologie ». Niveau de preuve : position ou mesure explicitement documentée.
37	Écologie	2	1	https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf	Accord net : La coalition maintient des objectifs climatiques ambitieux et les articule à la croissance durable, à l’innovation, à l’électrification et à des mesures économiquement soutenables. Pour Pays-Bas, sur Q37 (« Les pays riches devraient supporter une part prépondérante du coût de la transition écologique mondiale. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf	Accord net : codage fondé sur les documents officiels retenus pour le thème « Écologie ». Niveau de preuve : analogie prudente, sans proposition parfaitement équivalente.
38	Europe	2	3	https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf	Accord net : L’accord présente les Pays-Bas comme plus forts dans une Europe forte et soutient une coopération accrue sur sécurité, économie, énergie et climat. Pour Pays-Bas, sur Q38 (« La France devrait transférer davantage de compétences à l'Union européenne afin de renforcer son poids économique et géopolitique. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf	Accord net : codage fondé sur les documents officiels retenus pour le thème « Europe ». Niveau de preuve : position ou mesure explicitement documentée.
39	Europe	-2	2	https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf	Désaccord net : L’accord présente les Pays-Bas comme plus forts dans une Europe forte et soutient une coopération accrue sur sécurité, économie, énergie et climat. Pour Pays-Bas, sur Q39 (« La France devrait conserver autant que possible sa souveraineté nationale, même si cela réduit son influence au niveau européen. »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf	Désaccord net : codage fondé sur les documents officiels retenus pour le thème « Europe ». Niveau de preuve : orientation cohérente étayée par plusieurs éléments.
40	Europe	3	3	https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf	Accord très fort : L’accord présente les Pays-Bas comme plus forts dans une Europe forte et soutient une coopération accrue sur sécurité, économie, énergie et climat. Pour Pays-Bas, sur Q40 (« L'euro est globalement bénéfique pour la France malgré la perte de certains instruments de politique économique. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf	Accord fort : codage fondé sur les documents officiels retenus pour le thème « Europe ». Niveau de preuve : position ou mesure explicitement documentée.
41	Europe	2	3	https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf	Accord net : L’accord présente les Pays-Bas comme plus forts dans une Europe forte et soutient une coopération accrue sur sécurité, économie, énergie et climat. Pour Pays-Bas, sur Q41 (« L'Union européenne devrait pouvoir imposer davantage de règles communes aux États membres. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.government.nl/site/binaries/site-content/collections/documents/2026/02/23/2026-2030-coalition-agreement-lets-get-to-work---building-a-better-netherlands/2026-2030-coalition-agreement-let%E2%80%99s-get-to-work-building-a-better-netherlands.pdf	Accord net : codage fondé sur les documents officiels retenus pour le thème « Europe ». Niveau de preuve : position ou mesure explicitement documentée.
