qid	theme	score	confidence	current_source	current_justification	old_source	old_justification
13	État	-2	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Désaccord net : Les Écologistes défendent une économie mixte avec des services publics essentiels, des communs renforcés et des marchés encadrés par des seuils, calendriers et incitations décidés démocratiquement. Pour Les Écologistes, sur Q13 (« Les citoyens devraient avoir davantage de liberté pour choisir eux-mêmes comment utiliser leur argent plutôt que de passer par des systèmes publics… »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Désaccord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
14	Social / société	3	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Accord très fort : Les Écologistes placent les libertés, l’égalité des droits et la lutte contre les discriminations de genre, d’origine, de religion, de handicap ou d’orientation sexuelle au cœur de leur projet. Pour Les Écologistes, sur Q14 (« La société devrait accepter beaucoup plus largement les différents modes de vie, même lorsqu'ils s'éloignent des normes traditionnelles. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Accord fort : codage cohérent avec la ligne programmatique générale du parti sur social / société.
15	Démocratie	-3	3	https://lesecologistes.fr/pages/6930DbJUnKbVCve3jxr595/v-la-republique-partout-et-pour-tou-te-s-organiser-le-partage-reel-des-pouvoirs	Désaccord très fort : désaccord maximal. Source programmatique officielle exacte. Pour Les Écologistes, sur Q15 (« Un gouvernement devrait pouvoir faire adopter le budget sans vote de l’Assemblée nationale lorsqu’aucune majorité stable ne se dégage, afin d’éviter un… »), elle contredit presque entièrement le choix proposé : -3.	https://lesecologistes.fr/pages/6930DbJUnKbVCve3jxr595/v-la-republique-partout-et-pour-tou-te-s-organiser-le-partage-reel-des-pouvoirs	Les Écologistes proposent explicitement de supprimer le 49.3 et de renforcer le Parlement : désaccord maximal. Source programmatique officielle exacte.
16	Social / société	1	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Accord modéré : Les Écologistes placent les libertés, l’égalité des droits et la lutte contre les discriminations de genre, d’origine, de religion, de handicap ou d’orientation sexuelle au cœur de leur projet. Pour Les Écologistes, sur Q16 (« Réduire les inégalités peut parfois justifier de restreindre certaines libertés individuelles. »), elle incline dans ce sens sans adopter toute la proposition : +1.	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Accord modéré : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
17	Social / société	3	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Accord très fort : Les Écologistes placent les libertés, l’égalité des droits et la lutte contre les discriminations de genre, d’origine, de religion, de handicap ou d’orientation sexuelle au cœur de leur projet. Pour Les Écologistes, sur Q17 (« Les politiques publiques devraient chercher à corriger activement les discriminations historiques ou structurelles entre groupes sociaux. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Accord fort : codage cohérent avec la ligne programmatique générale du parti sur social / société.
19	Social / société	-2	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Désaccord net : Les Écologistes placent les libertés, l’égalité des droits et la lutte contre les discriminations de genre, d’origine, de religion, de handicap ou d’orientation sexuelle au cœur de leur projet. Pour Les Écologistes, sur Q19 (« Certaines traditions et valeurs culturelles méritent d'être préservées même si elles évoluent moins vite que la société. »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Désaccord fort : codage cohérent avec la ligne programmatique générale du parti sur social / société.
20	Immigration	-3	3	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Désaccord très fort : Le programme 2026 des Écologistes consacre un chapitre aux libertés de migration et défend l’accueil, les droits fondamentaux et l’intégration, plutôt qu’un durcissement général des conditions de séjour et de nationalité. Pour Les Écologistes, sur Q20 (« La France devrait réduire le nombre d'immigrants qu'elle accueille chaque année. »), elle contredit presque entièrement le choix proposé : -3.	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Désaccord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
21	Immigration	2	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Accord net : Le programme 2026 des Écologistes consacre un chapitre aux libertés de migration et défend l’accueil, les droits fondamentaux et l’intégration, plutôt qu’un durcissement général des conditions de séjour et de nationalité. Pour Les Écologistes, sur Q21 (« L'immigration économique est globalement bénéfique pour l'économie française. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Accord net : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
23	Immigration	-3	3	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Désaccord très fort : Le programme 2026 des Écologistes consacre un chapitre aux libertés de migration et défend l’accueil, les droits fondamentaux et l’intégration, plutôt qu’un durcissement général des conditions de séjour et de nationalité. Pour Les Écologistes, sur Q23 (« L'accès à la nationalité française devrait être rendu plus exigeant. »), elle contredit presque entièrement le choix proposé : -3.	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Désaccord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
25	Immigration	-3	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Désaccord très fort : Le programme 2026 des Écologistes consacre un chapitre aux libertés de migration et défend l’accueil, les droits fondamentaux et l’intégration, plutôt qu’un durcissement général des conditions de séjour et de nationalité. Pour Les Écologistes, sur Q25 (« Même lorsque l'immigration est économiquement bénéfique, elle peut être légitimement limitée pour préserver la cohésion culturelle du pays. »), elle contredit presque entièrement le choix proposé : -3.	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
26	Immigration	3	3	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Accord très fort : Le programme 2026 des Écologistes consacre un chapitre aux libertés de migration et défend l’accueil, les droits fondamentaux et l’intégration, plutôt qu’un durcissement général des conditions de séjour et de nationalité. Pour Les Écologistes, sur Q26 (« La France devrait accueillir davantage de réfugiés lorsqu'ils fuient une guerre ou une persécution, même si cela représente un coût économique. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
27	Sécurité / justice	-2	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Désaccord net : Les Écologistes proposent de refonder une police républicaine, de renforcer la justice et de privilégier des réponses proportionnées, la prévention et l’État de droit plutôt qu’une extension générale des pouvoirs coercitifs. Pour Les Écologistes, sur Q27 (« Les peines de prison effectives devraient être plus sévères, même si cela augmente fortement la population carcérale. »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
29	Sécurité / justice	-3	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Désaccord très fort : Les Écologistes proposent de refonder une police républicaine, de renforcer la justice et de privilégier des réponses proportionnées, la prévention et l’État de droit plutôt qu’une extension générale des pouvoirs coercitifs. Pour Les Écologistes, sur Q29 (« La police devrait disposer de pouvoirs plus importants pour lutter contre la criminalité, quitte à accepter davantage de contrôles sur certaines… »), elle contredit presque entièrement le choix proposé : -3.	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
32	Écologie	3	3	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Accord très fort : Les Écologistes veulent abandonner la croissance du PIB comme boussole, respecter les limites planétaires et imposer des trajectoires écologiques contraignantes dans l’énergie, les transports, le logement, l’agriculture et l’industrie. Pour Les Écologistes, sur Q32 (« La lutte contre le changement climatique doit rester prioritaire même lorsqu'elle réduit la croissance économique à court terme. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
33	Écologie	3	3	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Accord très fort : Les Écologistes veulent abandonner la croissance du PIB comme boussole, respecter les limites planétaires et imposer des trajectoires écologiques contraignantes dans l’énergie, les transports, le logement, l’agriculture et l’industrie. Pour Les Écologistes, sur Q33 (« Il faut accepter une hausse importante du prix des énergies fossiles pour accélérer la transition écologique. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
34	Economie	-1	1	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Réserve modérée : -1, confiance 1. Pour Les Écologistes, sur Q34 (« Une partie des cotisations sociales sur les salaires devrait être remplacée par une hausse de la TVA afin d’augmenter les salaires nets et de réduire… »), elle incline plutôt en sens inverse sans constituer un rejet complet : -1.	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	La fiscalité écologiste privilégie la progressivité et la justice sociale ; une hausse de TVA est peu cohérente avec cette ligne. Aucune position officielle récente trouvée sur ce mécanisme précis : -1, confiance 1.
35	Écologie	-1	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Réserve modérée : Les Écologistes veulent abandonner la croissance du PIB comme boussole, respecter les limites planétaires et imposer des trajectoires écologiques contraignantes dans l’énergie, les transports, le logement, l’agriculture et l’industrie. Pour Les Écologistes, sur Q35 (« Les politiques écologiques devraient reposer principalement sur des mécanismes de marché comme la taxe carbone plutôt que sur des interdictions. »), elle incline plutôt en sens inverse sans constituer un rejet complet : -1.	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Réserve : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
36	Écologie	3	3	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Accord très fort : Les Écologistes veulent abandonner la croissance du PIB comme boussole, respecter les limites planétaires et imposer des trajectoires écologiques contraignantes dans l’énergie, les transports, le logement, l’agriculture et l’industrie. Pour Les Écologistes, sur Q36 (« Il est justifié d'interdire certains produits ou comportements très polluants même lorsque les consommateurs les souhaitent. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Accord fort : codage cohérent avec la ligne programmatique générale du parti sur écologie.
37	Écologie	3	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Accord très fort : Les Écologistes veulent abandonner la croissance du PIB comme boussole, respecter les limites planétaires et imposer des trajectoires écologiques contraignantes dans l’énergie, les transports, le logement, l’agriculture et l’industrie. Pour Les Écologistes, sur Q37 (« Les pays riches devraient supporter une part prépondérante du coût de la transition écologique mondiale. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Accord fort : sources officielles et prises de position convergentes ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
38	Europe	3	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Accord très fort : Les Écologistes assument explicitement une Europe fédérale, plus démocratique et plus intégrée, et souhaitent européaniser davantage plusieurs politiques économiques, climatiques et de défense. Pour Les Écologistes, sur Q38 (« La France devrait transférer davantage de compétences à l'Union européenne afin de renforcer son poids économique et géopolitique. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
39	Europe	-3	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Désaccord très fort : Les Écologistes assument explicitement une Europe fédérale, plus démocratique et plus intégrée, et souhaitent européaniser davantage plusieurs politiques économiques, climatiques et de défense. Pour Les Écologistes, sur Q39 (« La France devrait conserver autant que possible sa souveraineté nationale, même si cela réduit son influence au niveau européen. »), elle contredit presque entièrement le choix proposé : -3.	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
40	Europe	3	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Accord très fort : Les Écologistes assument explicitement une Europe fédérale, plus démocratique et plus intégrée, et souhaitent européaniser davantage plusieurs politiques économiques, climatiques et de défense. Pour Les Écologistes, sur Q40 (« L'euro est globalement bénéfique pour la France malgré la perte de certains instruments de politique économique. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
41	Europe	3	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Accord très fort : Les Écologistes assument explicitement une Europe fédérale, plus démocratique et plus intégrée, et souhaitent européaniser davantage plusieurs politiques économiques, climatiques et de défense. Pour Les Écologistes, sur Q41 (« L'Union européenne devrait pouvoir imposer davantage de règles communes aux États membres. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
42	Europe	-2	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Désaccord net : Les Écologistes assument explicitement une Europe fédérale, plus démocratique et plus intégrée, et souhaitent européaniser davantage plusieurs politiques économiques, climatiques et de défense. Pour Les Écologistes, sur Q42 (« En cas de conflit entre les intérêts économiques français et les règles européennes, la France devrait pouvoir désobéir à certaines règles européennes. »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://lesecologistes.fr/pages/358vv7W974UgosGhCBbIPT/notre-projet	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
43	Fiscalité / patrimoine	-3	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Désaccord très fort : Les Écologistes veulent une fiscalité plus progressive, des rémunérations plus égalitaires et une économie dans laquelle les besoins essentiels et la justice sociale priment sur l’accumulation et la seule croissance du PIB. Pour Les Écologistes, sur Q43 (« Il faudrait supprimer l'IFI et ne plus taxer spécifiquement le patrimoine immobilier au-delà de la fiscalité ordinaire. »), elle contredit presque entièrement le choix proposé : -3.	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
44	Fiscalité / patrimoine	2	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Accord net : Les Écologistes veulent une fiscalité plus progressive, des rémunérations plus égalitaires et une économie dans laquelle les besoins essentiels et la justice sociale priment sur l’accumulation et la seule croissance du PIB. Pour Les Écologistes, sur Q44 (« L'héritage devrait être davantage taxé au-delà d'un certain seuil de patrimoine transmis, même si cela conduit certaines familles à transmettre moins… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
45	Fiscalité / patrimoine	2	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Accord net : Les Écologistes veulent une fiscalité plus progressive, des rémunérations plus égalitaires et une économie dans laquelle les besoins essentiels et la justice sociale priment sur l’accumulation et la seule croissance du PIB. Pour Les Écologistes, sur Q45 (« Les très grandes fortunes devraient être imposées sur leur patrimoine mondial, même lorsqu'elles quittent la France. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
46	Travail / chômage	-3	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Désaccord très fort : Les Écologistes défendent une économie mixte avec des services publics essentiels, des communs renforcés et des marchés encadrés par des seuils, calendriers et incitations décidés démocratiquement. Pour Les Écologistes, sur Q46 (« Un chômeur devrait pouvoir perdre une partie significative de ses allocations s'il refuse plusieurs emplois raisonnablement adaptés à ses compétences. »), elle contredit presque entièrement le choix proposé : -3.	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
47	Outre-mer / vie chère	2	3	https://lesecologistes.fr/pages/6930DbJUnKbVCve3jxr595/v-la-republique-partout-et-pour-tou-te-s-organiser-le-partage-reel-des-pouvoirs	Accord net : +2. Pour Les Écologistes, sur Q47 (« L’État devrait garantir que les produits essentiels ne coûtent pas beaucoup plus cher dans les DOM/TOM que dans l’Hexagone, quitte à subventionner… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://lesecologistes.fr/pages/6930DbJUnKbVCve3jxr595/v-la-republique-partout-et-pour-tou-te-s-organiser-le-partage-reel-des-pouvoirs	Les Écologistes défendent un bouclier des prix et un effort public renforcé dans les outre-mer. L’objectif est direct, mais la subvention durable du fret n’est pas leur seul instrument : +2.
48	Travail / chômage	-2	1	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Désaccord net : Les Écologistes défendent une économie mixte avec des services publics essentiels, des communs renforcés et des marchés encadrés par des seuils, calendriers et incitations décidés démocratiquement. Pour Les Écologistes, sur Q48 (« Le CDI protège trop fortement les salariés déjà en poste et peut rendre plus difficile l’accès à l’emploi stable, au détriment des jeunes, chômeurs ou… »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
49	Retraites	-3	2	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Désaccord très fort : Les Écologistes défendent une économie mixte avec des services publics essentiels, des communs renforcés et des marchés encadrés par des seuils, calendriers et incitations décidés démocratiquement. Pour Les Écologistes, sur Q49 (« Les retraites devraient être progressivement réformées vers un système combinant répartition et capitalisation, même si cela implique une période de… »), elle contredit presque entièrement le choix proposé : -3.	https://lesecologistes.fr/document/5ZhR2m5t2ZaGKqIdD1bJaD/vdef-programme-1.pdf	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
