qid	theme	score	confidence	current_source	current_justification	old_source	old_justification
14	Social / société	3	3	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Accord très fort : Le gouvernement est progressiste sur l’égalité, les modes de vie et la lutte contre les discriminations. Position directement documentée. Pour Espagne, sur Q14 (« La société devrait accepter beaucoup plus largement les différents modes de vie, même lorsqu'ils s'éloignent des normes traditionnelles. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Accord fort : Le gouvernement est progressiste sur l’égalité, les modes de vie et la lutte contre les discriminations. Position directement documentée.
16	Social / société	0	1	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Position intermédiaire : Le gouvernement est progressiste sur l’égalité, les modes de vie et la lutte contre les discriminations. Comparabilité limitée ou position peu explicite.	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Position de compromis : Le gouvernement est progressiste sur l’égalité, les modes de vie et la lutte contre les discriminations. Comparabilité limitée ou position peu explicite.
17	Social / société	3	3	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Accord très fort : Le gouvernement est progressiste sur l’égalité, les modes de vie et la lutte contre les discriminations. Position directement documentée. Pour Espagne, sur Q17 (« Les politiques publiques devraient chercher à corriger activement les discriminations historiques ou structurelles entre groupes sociaux. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Accord fort : Le gouvernement est progressiste sur l’égalité, les modes de vie et la lutte contre les discriminations. Position directement documentée.
19	Social / société	-1	2	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Réserve modérée : Le gouvernement est progressiste sur l’égalité, les modes de vie et la lutte contre les discriminations. Pour Espagne, sur Q19 (« Certaines traditions et valeurs culturelles méritent d'être préservées même si elles évoluent moins vite que la société. »), elle incline plutôt en sens inverse sans constituer un rejet complet : -1.	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Réserve : Le gouvernement est progressiste sur l’égalité, les modes de vie et la lutte contre les discriminations. Transposition ou inférence prudente.
20	Immigration	-2	2	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Désaccord net : La ligne est relativement ouverte et fondée sur les droits, avec maintien des expulsions en cas de criminalité grave. Pour Espagne, sur Q20 (« La France devrait réduire le nombre d'immigrants qu'elle accueille chaque année. »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Désaccord net : La ligne est relativement ouverte et fondée sur les droits, avec maintien des expulsions en cas de criminalité grave. Transposition ou inférence prudente.
22	Immigration / droits sociaux	3	3	https://www.lamoncloa.gob.es/lang/en/gobierno/councilministers/paginas/2026/20260127-council-press-conference.aspx	Accord très fort : accord fort. Pour Espagne, sur Q22 (« Un étranger installé légalement en France depuis de nombreuses années devrait, à situation économique comparable, bénéficier des mêmes prestations… »), cette orientation reprend presque entièrement le choix proposé : +3.	https://www.lamoncloa.gob.es/lang/en/gobierno/councilministers/paginas/2026/20260127-council-press-conference.aspx	Le gouvernement espagnol présente l’intégration des résidents réguliers comme un accès à des droits égaux et ne défend pas de préférence citoyenne permanente : accord fort.
23	Immigration	-1	2	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Réserve modérée : La ligne est relativement ouverte et fondée sur les droits, avec maintien des expulsions en cas de criminalité grave. Pour Espagne, sur Q23 (« L'accès à la nationalité française devrait être rendu plus exigeant. »), elle incline plutôt en sens inverse sans constituer un rejet complet : -1.	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Réserve : La ligne est relativement ouverte et fondée sur les droits, avec maintien des expulsions en cas de criminalité grave. Transposition ou inférence prudente.
24	Immigration	2	2	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Accord net : La ligne est relativement ouverte et fondée sur les droits, avec maintien des expulsions en cas de criminalité grave. Pour Espagne, sur Q24 (« La France devrait être beaucoup plus stricte concernant l'expulsion des étrangers condamnés pour des crimes graves. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Accord net : La ligne est relativement ouverte et fondée sur les droits, avec maintien des expulsions en cas de criminalité grave. Transposition ou inférence prudente.
25	Immigration	-1	2	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Réserve modérée : La ligne est relativement ouverte et fondée sur les droits, avec maintien des expulsions en cas de criminalité grave. Pour Espagne, sur Q25 (« Même lorsque l'immigration est économiquement bénéfique, elle peut être légitimement limitée pour préserver la cohésion culturelle du pays. »), elle incline plutôt en sens inverse sans constituer un rejet complet : -1.	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Réserve : La ligne est relativement ouverte et fondée sur les droits, avec maintien des expulsions en cas de criminalité grave. Transposition ou inférence prudente.
26	Immigration	2	2	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Accord net : La ligne est relativement ouverte et fondée sur les droits, avec maintien des expulsions en cas de criminalité grave. Pour Espagne, sur Q26 (« La France devrait accueillir davantage de réfugiés lorsqu'ils fuient une guerre ou une persécution, même si cela représente un coût économique. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Accord net : La ligne est relativement ouverte et fondée sur les droits, avec maintien des expulsions en cas de criminalité grave. Transposition ou inférence prudente.
27	Sécurité / justice	0	1	https://www.lamoncloa.gob.es/lang/en/presidente/intervenciones/paginas/2025/20250728-political-year-assessment-speech.aspx	Position intermédiaire : La priorité est davantage donnée à la prévention, aux garanties juridiques et à la réinsertion qu’au durcissement pénal. Comparabilité limitée ou position peu explicite.	https://www.lamoncloa.gob.es/lang/en/presidente/intervenciones/paginas/2025/20250728-political-year-assessment-speech.aspx	Position de compromis : La priorité est davantage donnée à la prévention, aux garanties juridiques et à la réinsertion qu’au durcissement pénal. Comparabilité limitée ou position peu explicite.
28	Sécurité / justice	2	2	https://www.lamoncloa.gob.es/lang/en/presidente/intervenciones/paginas/2025/20250728-political-year-assessment-speech.aspx	Accord net : La priorité est davantage donnée à la prévention, aux garanties juridiques et à la réinsertion qu’au durcissement pénal. Pour Espagne, sur Q28 (« Il vaut mieux investir dans la prévention et la réinsertion que dans l'augmentation des sanctions. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.lamoncloa.gob.es/lang/en/presidente/intervenciones/paginas/2025/20250728-political-year-assessment-speech.aspx	Accord net : La priorité est davantage donnée à la prévention, aux garanties juridiques et à la réinsertion qu’au durcissement pénal. Transposition ou inférence prudente.
29	Sécurité / justice	0	2	https://www.lamoncloa.gob.es/lang/en/presidente/intervenciones/paginas/2025/20250728-political-year-assessment-speech.aspx	Position intermédiaire : La priorité est davantage donnée à la prévention, aux garanties juridiques et à la réinsertion qu’au durcissement pénal. Pour Espagne, sur Q29 (« La police devrait disposer de pouvoirs plus importants pour lutter contre la criminalité, quitte à accepter davantage de contrôles sur certaines… »), elle ne tranche pas clairement l’arbitrage précis posé : 0.	https://www.lamoncloa.gob.es/lang/en/presidente/intervenciones/paginas/2025/20250728-political-year-assessment-speech.aspx	Position de compromis : La priorité est davantage donnée à la prévention, aux garanties juridiques et à la réinsertion qu’au durcissement pénal. Transposition ou inférence prudente.
32	Écologie	2	3	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Accord net : La transition écologique, les renouvelables et la réglementation climatique sont des priorités gouvernementales. Position directement documentée. Pour Espagne, sur Q32 (« La lutte contre le changement climatique doit rester prioritaire même lorsqu'elle réduit la croissance économique à court terme. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Accord net : La transition écologique, les renouvelables et la réglementation climatique sont des priorités gouvernementales. Position directement documentée.
33	Écologie	2	2	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Accord net : La transition écologique, les renouvelables et la réglementation climatique sont des priorités gouvernementales. Pour Espagne, sur Q33 (« Il faut accepter une hausse importante du prix des énergies fossiles pour accélérer la transition écologique. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Accord net : La transition écologique, les renouvelables et la réglementation climatique sont des priorités gouvernementales. Transposition ou inférence prudente.
35	Écologie	0	2	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Position intermédiaire : La transition écologique, les renouvelables et la réglementation climatique sont des priorités gouvernementales. Pour Espagne, sur Q35 (« Les politiques écologiques devraient reposer principalement sur des mécanismes de marché comme la taxe carbone plutôt que sur des interdictions. »), elle ne tranche pas clairement l’arbitrage précis posé : 0.	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Position de compromis : La transition écologique, les renouvelables et la réglementation climatique sont des priorités gouvernementales. Transposition ou inférence prudente.
36	Écologie	2	3	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Accord net : La transition écologique, les renouvelables et la réglementation climatique sont des priorités gouvernementales. Position directement documentée. Pour Espagne, sur Q36 (« Il est justifié d'interdire certains produits ou comportements très polluants même lorsque les consommateurs les souhaitent. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Accord net : La transition écologique, les renouvelables et la réglementation climatique sont des priorités gouvernementales. Position directement documentée.
37	Écologie	2	2	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Accord net : La transition écologique, les renouvelables et la réglementation climatique sont des priorités gouvernementales. Pour Espagne, sur Q37 (« Les pays riches devraient supporter une part prépondérante du coût de la transition écologique mondiale. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Accord net : La transition écologique, les renouvelables et la réglementation climatique sont des priorités gouvernementales. Transposition ou inférence prudente.
39	Europe	-2	2	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Désaccord net : Pedro Sánchez défend explicitement une Europe plus intégrée et plus souveraine, avec une Union de la sécurité et de la défense, davantage de souveraineté financière et la perspective d’une armée européenne. Cela correspond à une volonté forte de renforcer les capacités et compétences exercées au niveau européen : +3. Pour Espagne, sur Q39 (« La France devrait conserver autant que possible sa souveraineté nationale, même si cela réduit son influence au niveau européen. »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Désaccord net : Le gouvernement Sánchez est fortement pro-européen et favorable à davantage d’action commune. Transposition ou inférence prudente.
40	Europe	3	3	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Accord très fort : Le gouvernement Sánchez est fortement pro-européen et favorable à davantage d’action commune. Position directement documentée. Pour Espagne, sur Q40 (« L'euro est globalement bénéfique pour la France malgré la perte de certains instruments de politique économique. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Accord fort : Le gouvernement Sánchez est fortement pro-européen et favorable à davantage d’action commune. Position directement documentée.
41	Europe	3	3	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Accord très fort : Le gouvernement Sánchez est fortement pro-européen et favorable à davantage d’action commune. Position directement documentée. Pour Espagne, sur Q41 (« L'Union européenne devrait pouvoir imposer davantage de règles communes aux États membres. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Accord fort : Le gouvernement Sánchez est fortement pro-européen et favorable à davantage d’action commune. Position directement documentée.
42	Europe	-2	2	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Désaccord net : Pedro Sánchez défend explicitement une Europe plus intégrée et plus souveraine, avec une Union de la sécurité et de la défense, davantage de souveraineté financière et la perspective d’une armée européenne. Cela correspond à une volonté forte de renforcer les capacités et compétences exercées au niveau européen : +3. Pour Espagne, sur Q42 (« En cas de conflit entre les intérêts économiques français et les règles européennes, la France devrait pouvoir désobéir à certaines règles européennes. »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Désaccord net : Le gouvernement Sánchez est fortement pro-européen et favorable à davantage d’action commune. Transposition ou inférence prudente.
47	Outre-mer / vie chère	3	3	https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/politica-territorial-memoria-democratica/Paginas/2026/300326-torres-gobierno-canarias-medidas-anticrisis.aspx	Accord très fort : équivalent très proche de la proposition, +3. Pour Espagne, sur Q47 (« L’État devrait garantir que les produits essentiels ne coûtent pas beaucoup plus cher dans les DOM/TOM que dans l’Hexagone, quitte à subventionner… »), cette orientation reprend presque entièrement le choix proposé : +3.	https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/politica-territorial-memoria-democratica/Paginas/2026/300326-torres-gobierno-canarias-medidas-anticrisis.aspx	L’État espagnol compense directement des surcoûts liés à l’insularité canarienne et finance des aides au transport maritime de marchandises : équivalent très proche de la proposition, +3.
50	Retraites	0	1	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Position intermédiaire : La coalition PSOE–Sumar défend un État social renforcé, la redistribution, les droits du travail et une intervention publique active. Comparabilité limitée ou position peu explicite.	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Position de compromis : La coalition PSOE–Sumar défend un État social renforcé, la redistribution, les droits du travail et une intervention publique active. Comparabilité limitée ou position peu explicite.
51	Protection sociale	0	2	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Position intermédiaire : La coalition PSOE–Sumar défend un État social renforcé, la redistribution, les droits du travail et une intervention publique active. Pour Espagne, sur Q51 (« Les prestations sociales devraient être fortement conditionnées à la durée de cotisation et de participation au marché du travail. »), elle ne tranche pas clairement l’arbitrage précis posé : 0.	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Position de compromis : La coalition PSOE–Sumar défend un État social renforcé, la redistribution, les droits du travail et une intervention publique active. Transposition ou inférence prudente.
53	État / entreprises	3	3	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Accord très fort : La coalition PSOE–Sumar défend un État social renforcé, la redistribution, les droits du travail et une intervention publique active. Position directement documentée. Pour Espagne, sur Q53 (« Une entreprise qui reçoit plusieurs milliards d'euros d'aides publiques devrait pouvoir être contrainte de limiter ses dividendes et les rémunérations… »), cette orientation reprend presque entièrement le choix proposé : +3.	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Accord fort : La coalition PSOE–Sumar défend un État social renforcé, la redistribution, les droits du travail et une intervention publique active. Position directement documentée.
54	État / entreprises	2	3	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Accord net : La coalition PSOE–Sumar défend un État social renforcé, la redistribution, les droits du travail et une intervention publique active. Position directement documentée. Pour Espagne, sur Q54 (« L'État devrait davantage utiliser son pouvoir d'actionnaire pour orienter les grandes entreprises françaises vers des objectifs industriels de long terme. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Accord net : La coalition PSOE–Sumar défend un État social renforcé, la redistribution, les droits du travail et une intervention publique active. Position directement documentée.
55	État / entreprises	-2	2	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Désaccord net : La coalition PSOE–Sumar défend un État social renforcé, la redistribution, les droits du travail et une intervention publique active. Pour Espagne, sur Q55 (« Il faudrait réduire fortement les normes administratives pesant sur les entreprises, même si certaines protections environnementales ou sociales… »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Désaccord net : La coalition PSOE–Sumar défend un État social renforcé, la redistribution, les droits du travail et une intervention publique active. Transposition ou inférence prudente.
57	Immigration / assimilation	-2	2	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Désaccord net : La ligne est relativement ouverte et fondée sur les droits, avec maintien des expulsions en cas de criminalité grave. Pour Espagne, sur Q57 (« L'accès à certaines prestations sociales devrait être beaucoup plus limité pendant les premières années suivant l'arrivée d'un immigré. »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Désaccord net : La ligne est relativement ouverte et fondée sur les droits, avec maintien des expulsions en cas de criminalité grave. Transposition ou inférence prudente.
58	Immigration / assimilation	1	2	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Accord modéré : La ligne est relativement ouverte et fondée sur les droits, avec maintien des expulsions en cas de criminalité grave. Pour Espagne, sur Q58 (« La France devrait privilégier l'immigration économique qualifiée, même si cela signifie accueillir moins de personnes peu qualifiées. »), elle incline dans ce sens sans adopter toute la proposition : +1.	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Accord modéré : La ligne est relativement ouverte et fondée sur les droits, avec maintien des expulsions en cas de criminalité grave. Transposition ou inférence prudente.
60	Immigration / assimilation	-1	2	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Réserve modérée : La ligne est relativement ouverte et fondée sur les droits, avec maintien des expulsions en cas de criminalité grave. Pour Espagne, sur Q60 (« La France devrait pouvoir refuser l'entrée à un immigré légalement admissible lorsqu'il existe de fortes raisons de penser qu'il ne souhaite pas… »), elle incline plutôt en sens inverse sans constituer un rejet complet : -1.	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Réserve : La ligne est relativement ouverte et fondée sur les droits, avec maintien des expulsions en cas de criminalité grave. Transposition ou inférence prudente.
61	Immigration / assimilation	2	2	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Accord net : La ligne est relativement ouverte et fondée sur les droits, avec maintien des expulsions en cas de criminalité grave. Pour Espagne, sur Q61 (« Le fait de conserver des pratiques culturelles ou religieuses très différentes de celles de la majorité française n'est pas en soi un problème tant que… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Accord net : La ligne est relativement ouverte et fondée sur les droits, avec maintien des expulsions en cas de criminalité grave. Transposition ou inférence prudente.
63	Libertés / sécurité	1	2	https://www.lamoncloa.gob.es/lang/en/presidente/intervenciones/paginas/2025/20250728-political-year-assessment-speech.aspx	Accord modéré : La priorité est davantage donnée à la prévention, aux garanties juridiques et à la réinsertion qu’au durcissement pénal. Pour Espagne, sur Q63 (« Pour lutter contre le terrorisme, l'État devrait pouvoir surveiller préventivement une personne considérée comme présentant un risque sérieux, même… »), elle incline dans ce sens sans adopter toute la proposition : +1.	https://www.lamoncloa.gob.es/lang/en/presidente/intervenciones/paginas/2025/20250728-political-year-assessment-speech.aspx	Accord modéré : La priorité est davantage donnée à la prévention, aux garanties juridiques et à la réinsertion qu’au durcissement pénal. Transposition ou inférence prudente.
64	Libertés / expression	1	2	https://www.lamoncloa.gob.es/lang/en/presidente/intervenciones/paginas/2025/20250728-political-year-assessment-speech.aspx	Accord modéré : La priorité est davantage donnée à la prévention, aux garanties juridiques et à la réinsertion qu’au durcissement pénal. Pour Espagne, sur Q64 (« Une personne qui tient publiquement des propos profondément offensants mais qui n'appelle ni à la violence ni à commettre une infraction devrait être… »), elle incline dans ce sens sans adopter toute la proposition : +1.	https://www.lamoncloa.gob.es/lang/en/presidente/intervenciones/paginas/2025/20250728-political-year-assessment-speech.aspx	Accord modéré : La priorité est davantage donnée à la prévention, aux garanties juridiques et à la réinsertion qu’au durcissement pénal. Transposition ou inférence prudente.
68	Écologie	2	3	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Accord net : La transition écologique, les renouvelables et la réglementation climatique sont des priorités gouvernementales. Position directement documentée. Pour Espagne, sur Q68 (« La France devrait interdire progressivement la vente de voitures thermiques même si cela augmente temporairement le prix moyen des véhicules. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.lamoncloa.gob.es/Documents/2025/appendix-II-map-of-commitments-december.pdf	Accord net : La transition écologique, les renouvelables et la réglementation climatique sont des priorités gouvernementales. Position directement documentée.
