qid	theme	question	score	confidence	current_source	current_justification	old_source	old_justification
16	Social / société	Réduire les inégalités peut parfois justifier de restreindre certaines libertés individuelles.	-2	1	https://rassemblementnational.fr/22-mesures	Désaccord net : Le RN met l’accent sur l’identité, l’assimilation, l’autorité et la transmission, tout en revendiquant les libertés publiques et en contestant les dispositifs qu’il estime restreindre excessivement la liberté d’expression. Pour RN, sur Q16 (« Réduire les inégalités peut parfois justifier de restreindre certaines libertés individuelles. »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://rassemblementnational.fr/livrets-thematiques	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
17	Social / société	Les politiques publiques devraient chercher à corriger activement les discriminations historiques ou structurelles entre groupes sociaux.	-1	2	https://rassemblementnational.fr/22-mesures	Réserve modérée : Le RN met l’accent sur l’identité, l’assimilation, l’autorité et la transmission, tout en revendiquant les libertés publiques et en contestant les dispositifs qu’il estime restreindre excessivement la liberté d’expression. Pour RN, sur Q17 (« Les politiques publiques devraient chercher à corriger activement les discriminations historiques ou structurelles entre groupes sociaux. »), elle incline plutôt en sens inverse sans constituer un rejet complet : -1.	https://rassemblementnational.fr/livrets-thematiques	Réserve : codage cohérent avec la ligne programmatique générale du parti sur social / société.
19	Social / société	Certaines traditions et valeurs culturelles méritent d'être préservées même si elles évoluent moins vite que la société.	3	2	https://rassemblementnational.fr/22-mesures	Accord très fort : Le RN met l’accent sur l’identité, l’assimilation, l’autorité et la transmission, tout en revendiquant les libertés publiques et en contestant les dispositifs qu’il estime restreindre excessivement la liberté d’expression. Pour RN, sur Q19 (« Certaines traditions et valeurs culturelles méritent d'être préservées même si elles évoluent moins vite que la société. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://rassemblementnational.fr/livrets-thematiques	Accord fort : codage cohérent avec la ligne programmatique générale du parti sur social / société.
20	Immigration	La France devrait réduire le nombre d'immigrants qu'elle accueille chaque année.	3	3	https://rassemblementnational.fr/22-mesures	Accord très fort : Le RN veut mettre fin au regroupement familial et au droit du sol, réserver certaines aides aux Français ou aux étrangers ayant travaillé cinq ans, expulser les étrangers délinquants et limiter la naturalisation au mérite et à l’assimilation. Pour RN, sur Q20 (« La France devrait réduire le nombre d'immigrants qu'elle accueille chaque année. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://municipales2026.rassemblementnational.fr/communiques/le-rn-impose-un-tournant-historique-dans-la-lutte-contre-limmigration-illegale	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
22	Immigration / droits sociaux	Un étranger installé légalement en France depuis de nombreuses années devrait, à situation économique comparable, bénéficier des mêmes prestations sociales et du même accès au logement social qu’un citoyen français, sans priorité fondée sur la nationalité.	-3	3	https://rassemblementnational.fr/livrets-thematiques	Désaccord très fort : Le RN défend explicitement la préférence nationale pour certaines prestations et l’accès au logement social ; cela contredit directement l’absence de priorité fondée sur la nationalité.	https://rassemblementnational.fr/livrets-thematiques	Le RN défend explicitement la préférence nationale pour certaines prestations et l’accès au logement social ; cela contredit directement l’absence de priorité fondée sur la nationalité.
23	Immigration	L'accès à la nationalité française devrait être rendu plus exigeant.	3	3	https://rassemblementnational.fr/22-mesures	Accord très fort : Le RN veut mettre fin au regroupement familial et au droit du sol, réserver certaines aides aux Français ou aux étrangers ayant travaillé cinq ans, expulser les étrangers délinquants et limiter la naturalisation au mérite et à l’assimilation. Pour RN, sur Q23 (« L'accès à la nationalité française devrait être rendu plus exigeant. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://municipales2026.rassemblementnational.fr/communiques/le-rn-impose-un-tournant-historique-dans-la-lutte-contre-limmigration-illegale	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
24	Immigration	La France devrait être beaucoup plus stricte concernant l'expulsion des étrangers condamnés pour des crimes graves.	3	3	https://rassemblementnational.fr/22-mesures	Accord très fort : Le RN veut mettre fin au regroupement familial et au droit du sol, réserver certaines aides aux Français ou aux étrangers ayant travaillé cinq ans, expulser les étrangers délinquants et limiter la naturalisation au mérite et à l’assimilation. Pour RN, sur Q24 (« La France devrait être beaucoup plus stricte concernant l'expulsion des étrangers condamnés pour des crimes graves. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://municipales2026.rassemblementnational.fr/communiques/le-rn-impose-un-tournant-historique-dans-la-lutte-contre-limmigration-illegale	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
25	Immigration	Même lorsque l'immigration est économiquement bénéfique, elle peut être légitimement limitée pour préserver la cohésion culturelle du pays.	3	3	https://rassemblementnational.fr/22-mesures	Accord très fort : Le RN veut mettre fin au regroupement familial et au droit du sol, réserver certaines aides aux Français ou aux étrangers ayant travaillé cinq ans, expulser les étrangers délinquants et limiter la naturalisation au mérite et à l’assimilation. Pour RN, sur Q25 (« Même lorsque l'immigration est économiquement bénéfique, elle peut être légitimement limitée pour préserver la cohésion culturelle du pays. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://municipales2026.rassemblementnational.fr/communiques/le-rn-impose-un-tournant-historique-dans-la-lutte-contre-limmigration-illegale	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
26	Immigration	La France devrait accueillir davantage de réfugiés lorsqu'ils fuient une guerre ou une persécution, même si cela représente un coût économique.	-3	2	https://rassemblementnational.fr/22-mesures	Désaccord très fort : Le RN veut mettre fin au regroupement familial et au droit du sol, réserver certaines aides aux Français ou aux étrangers ayant travaillé cinq ans, expulser les étrangers délinquants et limiter la naturalisation au mérite et à l’assimilation. Pour RN, sur Q26 (« La France devrait accueillir davantage de réfugiés lorsqu'ils fuient une guerre ou une persécution, même si cela représente un coût économique. »), elle contredit presque entièrement le choix proposé : -3.	https://rassemblementnational.fr/livrets-thematiques	Désaccord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
27	Sécurité / justice	Les peines de prison effectives devraient être plus sévères, même si cela augmente fortement la population carcérale.	3	2	https://rassemblementnational.fr/22-mesures	Accord très fort : Le RN veut rétablir les peines planchers, supprimer de nombreux aménagements de peine, accroître fortement les places de prison et instituer une présomption de légitime défense pour les forces de l’ordre. Pour RN, sur Q27 (« Les peines de prison effectives devraient être plus sévères, même si cela augmente fortement la population carcérale. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://rassemblementnational.fr/livrets-thematiques	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
29	Sécurité / justice	La police devrait disposer de pouvoirs plus importants pour lutter contre la criminalité, quitte à accepter davantage de contrôles sur certaines libertés individuelles.	3	2	https://rassemblementnational.fr/22-mesures	Accord très fort : Le RN veut rétablir les peines planchers, supprimer de nombreux aménagements de peine, accroître fortement les places de prison et instituer une présomption de légitime défense pour les forces de l’ordre. Pour RN, sur Q29 (« La police devrait disposer de pouvoirs plus importants pour lutter contre la criminalité, quitte à accepter davantage de contrôles sur certaines… »), cette orientation reprend presque entièrement le choix proposé : +3.	https://rassemblementnational.fr/livrets-thematiques	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
30	Agriculture / commerce	La France devrait pouvoir interdire l’importation de produits agricoles fabriqués selon des normes qu’elle interdit à ses propres agriculteurs, même si cela faisait disparaître des rayons les produits alimentaires les moins chers.	3	3	https://www.assemblee-nationale.fr/dyn/17/scrutins/685	Accord très fort : le RN a massivement soutenu la résolution imposant aux importations agricoles des normes de production équivalentes et combat les accords commerciaux qu’il juge responsables d’une concurrence déloyale envers les agriculteurs français.	https://www.assemblee-nationale.fr/dyn/17/scrutins/685	Accord fort : le RN a massivement soutenu la résolution imposant aux importations agricoles des normes de production équivalentes et combat les accords commerciaux qu’il juge responsables d’une concurrence déloyale envers les agriculteurs français.
32	Écologie	La lutte contre le changement climatique doit rester prioritaire même lorsqu'elle réduit la croissance économique à court terme.	0	2	https://rassemblementnational.fr/22-mesures	Position intermédiaire : Le RN privilégie le nucléaire, refuse plusieurs contraintes écologiques sur les ménages et l’industrie et veut protéger l’agriculture française contre des importations produites sous des normes moins exigeantes. Pour RN, sur Q32 (« La lutte contre le changement climatique doit rester prioritaire même lorsqu'elle réduit la croissance économique à court terme. »), elle ne tranche pas clairement l’arbitrage précis posé : 0.	https://rassemblementnational.fr/documents/202411-programme-europeennes.pdf	Position équilibrée ou non tranchée : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
33	Écologie	Il faut accepter une hausse importante du prix des énergies fossiles pour accélérer la transition écologique.	-2	2	https://rassemblementnational.fr/22-mesures	Désaccord net : Le RN privilégie le nucléaire, refuse plusieurs contraintes écologiques sur les ménages et l’industrie et veut protéger l’agriculture française contre des importations produites sous des normes moins exigeantes. Pour RN, sur Q33 (« Il faut accepter une hausse importante du prix des énergies fossiles pour accélérer la transition écologique. »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://rassemblementnational.fr/documents/202411-programme-europeennes.pdf	Désaccord net : codage cohérent avec la ligne programmatique générale du parti sur écologie.
34	Economie	Une partie des cotisations sociales sur les salaires devrait être remplacée par une hausse de la TVA afin d’augmenter les salaires nets et de réduire le coût du travail, même si cela augmente le prix des biens et services consommés	-1	1	https://rassemblementnational.fr/conferences-de-presse/pouvoir-achat-conference-de-presse-de-marine-le-pen	Réserve modérée : -1. Pour RN, sur Q34 (« Une partie des cotisations sociales sur les salaires devrait être remplacée par une hausse de la TVA afin d’augmenter les salaires nets et de réduire… »), elle incline plutôt en sens inverse sans constituer un rejet complet : -1.	https://rassemblementnational.fr/conferences-de-presse/pouvoir-achat-conference-de-presse-de-marine-le-pen	Le RN privilégie historiquement la baisse de TVA sur l’énergie et les produits essentiels et met fortement l’accent sur le pouvoir d’achat. Cela rend une hausse de TVA plutôt contraire à sa ligne, mais aucune position récente exacte sur la TVA sociale n’a été trouvée : -1.
35	Écologie	Les politiques écologiques devraient reposer principalement sur des mécanismes de marché comme la taxe carbone plutôt que sur des interdictions.	1	1	https://rassemblementnational.fr/22-mesures	Accord modéré : Le RN privilégie le nucléaire, refuse plusieurs contraintes écologiques sur les ménages et l’industrie et veut protéger l’agriculture française contre des importations produites sous des normes moins exigeantes. Pour RN, sur Q35 (« Les politiques écologiques devraient reposer principalement sur des mécanismes de marché comme la taxe carbone plutôt que sur des interdictions. »), elle incline dans ce sens sans adopter toute la proposition : +1.	https://rassemblementnational.fr/documents/202411-programme-europeennes.pdf	Accord modéré : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
36	Écologie	Il est justifié d'interdire certains produits ou comportements très polluants même lorsque les consommateurs les souhaitent.	-1	2	https://rassemblementnational.fr/22-mesures	Réserve modérée : Le RN privilégie le nucléaire, refuse plusieurs contraintes écologiques sur les ménages et l’industrie et veut protéger l’agriculture française contre des importations produites sous des normes moins exigeantes. Pour RN, sur Q36 (« Il est justifié d'interdire certains produits ou comportements très polluants même lorsque les consommateurs les souhaitent. »), elle incline plutôt en sens inverse sans constituer un rejet complet : -1.	https://rassemblementnational.fr/documents/202411-programme-europeennes.pdf	Réserve : codage cohérent avec la ligne programmatique générale du parti sur écologie.
37	Écologie	Les pays riches devraient supporter une part prépondérante du coût de la transition écologique mondiale.	-2	2	https://rassemblementnational.fr/22-mesures	Désaccord net : Le RN privilégie le nucléaire, refuse plusieurs contraintes écologiques sur les ménages et l’industrie et veut protéger l’agriculture française contre des importations produites sous des normes moins exigeantes. Pour RN, sur Q37 (« Les pays riches devraient supporter une part prépondérante du coût de la transition écologique mondiale. »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://rassemblementnational.fr/documents/202411-programme-europeennes.pdf	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
38	Europe	La France devrait transférer davantage de compétences à l'Union européenne afin de renforcer son poids économique et géopolitique.	-2	2	https://rassemblementnational.fr/22-mesures	Désaccord net : Le RN défend une souveraineté nationale forte, veut reprendre le contrôle de plusieurs politiques aujourd’hui européennes et refuse une évolution fédérale de l’Union. Pour RN, sur Q38 (« La France devrait transférer davantage de compétences à l'Union européenne afin de renforcer son poids économique et géopolitique. »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://rassemblementnational.fr/documents/202411-programme-europeennes.pdf	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
39	Europe	La France devrait conserver autant que possible sa souveraineté nationale, même si cela réduit son influence au niveau européen.	3	3	https://rassemblementnational.fr/22-mesures	Accord très fort : Le RN défend une souveraineté nationale forte, veut reprendre le contrôle de plusieurs politiques aujourd’hui européennes et refuse une évolution fédérale de l’Union. Pour RN, sur Q39 (« La France devrait conserver autant que possible sa souveraineté nationale, même si cela réduit son influence au niveau européen. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://rassemblementnational.fr/documents/202411-programme-europeennes.pdf	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
40	Europe	L'euro est globalement bénéfique pour la France malgré la perte de certains instruments de politique économique.	1	2	https://rassemblementnational.fr/22-mesures	Accord modéré : Le RN défend une souveraineté nationale forte, veut reprendre le contrôle de plusieurs politiques aujourd’hui européennes et refuse une évolution fédérale de l’Union. Pour RN, sur Q40 (« L'euro est globalement bénéfique pour la France malgré la perte de certains instruments de politique économique. »), elle incline dans ce sens sans adopter toute la proposition : +1.	https://rassemblementnational.fr/documents/202411-programme-europeennes.pdf	Accord modéré : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
41	Europe	L'Union européenne devrait pouvoir imposer davantage de règles communes aux États membres.	-2	2	https://rassemblementnational.fr/22-mesures	Désaccord net : Le RN défend une souveraineté nationale forte, veut reprendre le contrôle de plusieurs politiques aujourd’hui européennes et refuse une évolution fédérale de l’Union. Pour RN, sur Q41 (« L'Union européenne devrait pouvoir imposer davantage de règles communes aux États membres. »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://rassemblementnational.fr/documents/202411-programme-europeennes.pdf	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
42	Europe	En cas de conflit entre les intérêts économiques français et les règles européennes, la France devrait pouvoir désobéir à certaines règles européennes.	3	3	https://rassemblementnational.fr/22-mesures	Accord très fort : Le RN défend une souveraineté nationale forte, veut reprendre le contrôle de plusieurs politiques aujourd’hui européennes et refuse une évolution fédérale de l’Union. Pour RN, sur Q42 (« En cas de conflit entre les intérêts économiques français et les règles européennes, la France devrait pouvoir désobéir à certaines règles européennes. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://rassemblementnational.fr/documents/202411-programme-europeennes.pdf	Accord fort : preuve primaire directe ou proposition officielle très proche ; le niveau de confiance documentaire a été réévalué indépendamment de l’intensité de la réponse.
43	Fiscalité / patrimoine	Il faudrait supprimer l'IFI et ne plus taxer spécifiquement le patrimoine immobilier au-delà de la fiscalité ordinaire.	2	2	https://rassemblementnational.fr/22-mesures	Accord net : Le RN veut baisser plusieurs impôts et taxes pour les ménages et entreprises, supprimer l’IFI au profit d’un impôt sur la fortune financière et réduire les droits de succession pour les familles modestes et moyennes. Pour RN, sur Q43 (« Il faudrait supprimer l'IFI et ne plus taxer spécifiquement le patrimoine immobilier au-delà de la fiscalité ordinaire. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://rassemblementnational.fr/documents/202406-programme.pdf	Accord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
44	Fiscalité / patrimoine	L'héritage devrait être davantage taxé au-delà d'un certain seuil de patrimoine transmis, même si cela conduit certaines familles à transmettre moins de patrimoine à leurs enfants.	-2	2	https://rassemblementnational.fr/22-mesures	Désaccord net : Le RN veut baisser plusieurs impôts et taxes pour les ménages et entreprises, supprimer l’IFI au profit d’un impôt sur la fortune financière et réduire les droits de succession pour les familles modestes et moyennes. Pour RN, sur Q44 (« L'héritage devrait être davantage taxé au-delà d'un certain seuil de patrimoine transmis, même si cela conduit certaines familles à transmettre moins… »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://rassemblementnational.fr/documents/202406-programme.pdf	Désaccord net : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
45	Fiscalité / patrimoine	Les très grandes fortunes devraient être imposées sur leur patrimoine mondial, même lorsqu'elles quittent la France.	-1	2	https://rassemblementnational.fr/22-mesures	Réserve modérée : Le RN veut baisser plusieurs impôts et taxes pour les ménages et entreprises, supprimer l’IFI au profit d’un impôt sur la fortune financière et réduire les droits de succession pour les familles modestes et moyennes. Pour RN, sur Q45 (« Les très grandes fortunes devraient être imposées sur leur patrimoine mondial, même lorsqu'elles quittent la France. »), elle incline plutôt en sens inverse sans constituer un rejet complet : -1.	https://rassemblementnational.fr/documents/202406-programme.pdf	Réserve : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
46	Travail / chômage	Un chômeur devrait pouvoir perdre une partie significative de ses allocations s'il refuse plusieurs emplois raisonnablement adaptés à ses compétences.	3	2	https://rassemblementnational.fr/22-mesures	Accord très fort : Le RN combine baisse d’impôts et soutien aux entreprises avec intervention publique, patriotisme économique, renationalisation des autoroutes et fonds souverain ; sa ligne n’est donc ni libérale pure ni étatiste pure. Pour RN, sur Q46 (« Un chômeur devrait pouvoir perdre une partie significative de ses allocations s'il refuse plusieurs emplois raisonnablement adaptés à ses compétences. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://rassemblementnational.fr/documents/202406-programme.pdf	Accord fort : orientation cohérente avec le document officiel retenu, sans passage isolé directement équivalent à la question.
47	Outre-mer / vie chère	L’État devrait garantir que les produits essentiels ne coûtent pas beaucoup plus cher dans les DOM/TOM que dans l’Hexagone, quitte à subventionner durablement leur transport ou leur prix avec l’argent public national.	2	3	https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO59048B1906P2D1N002166	Accord net : accord net, complété par des solutions fiscales et concurrentielles. Pour RN, sur Q47 (« L’État devrait garantir que les produits essentiels ne coûtent pas beaucoup plus cher dans les DOM/TOM que dans l’Hexagone, quitte à subventionner… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO59048B1906P2D1N002166	Le RN a proposé une continuité territoriale économique pour le fret et des crédits supplémentaires afin de faire baisser les prix des biens essentiels outre-mer : accord net, complété par des solutions fiscales et concurrentielles.
48	Travail / chômage	Le CDI protège trop fortement les salariés déjà en poste et peut rendre plus difficile l’accès à l’emploi stable, au détriment des jeunes, chômeurs ou travailleurs en contrats précaires.	-1	1	https://rassemblementnational.fr/22-mesures	Réserve modérée : Le RN combine baisse d’impôts et soutien aux entreprises avec intervention publique, patriotisme économique, renationalisation des autoroutes et fonds souverain ; sa ligne n’est donc ni libérale pure ni étatiste pure. Pour RN, sur Q48 (« Le CDI protège trop fortement les salariés déjà en poste et peut rendre plus difficile l’accès à l’emploi stable, au détriment des jeunes, chômeurs ou… »), elle incline plutôt en sens inverse sans constituer un rejet complet : -1.	https://rassemblementnational.fr/documents/202406-programme.pdf	Réserve : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
50	Retraites	L'âge légal de départ à la retraite devrait être automatiquement indexé sur l'espérance de vie nationale.	-2	1	https://rassemblementnational.fr/22-mesures	Désaccord net : Le RN combine baisse d’impôts et soutien aux entreprises avec intervention publique, patriotisme économique, renationalisation des autoroutes et fonds souverain ; sa ligne n’est donc ni libérale pure ni étatiste pure. Pour RN, sur Q50 (« L'âge légal de départ à la retraite devrait être automatiquement indexé sur l'espérance de vie nationale. »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://rassemblementnational.fr/documents/202406-programme.pdf	Désaccord net : estimation prudente ; aucune formulation parfaitement équivalente à la question n’a été identifiée.
