qid	theme	score	confidence	current_source	current_justification	old_source	old_justification
16	Social / société	-1	1	https://valtioneuvosto.fi/en/-/outcome-of-the-negotiations-on-the-new-government-programme-a-strong-and-committed-finland	Réserve modérée : La coalition est modérément conservatrice, mais reste encadrée par les partis libéraux et suédophones de la coalition. Comparabilité limitée ou position peu explicite.	https://valtioneuvosto.fi/en/-/outcome-of-the-negotiations-on-the-new-government-programme-a-strong-and-committed-finland	Réserve : La coalition est modérément conservatrice, mais reste encadrée par les partis libéraux et suédophones de la coalition. Comparabilité limitée ou position peu explicite.
19	Social / société	2	2	https://valtioneuvosto.fi/en/-/outcome-of-the-negotiations-on-the-new-government-programme-a-strong-and-committed-finland	Accord net : La coalition est modérément conservatrice, mais reste encadrée par les partis libéraux et suédophones de la coalition. Pour Finlande, sur Q19 (« Certaines traditions et valeurs culturelles méritent d'être préservées même si elles évoluent moins vite que la société. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://valtioneuvosto.fi/en/-/outcome-of-the-negotiations-on-the-new-government-programme-a-strong-and-committed-finland	Accord net : La coalition est modérément conservatrice, mais reste encadrée par les partis libéraux et suédophones de la coalition. Transposition ou inférence prudente.
21	Immigration	2	2	https://valtioneuvosto.fi/en/governments/government-programme	Accord net : Le gouvernement conduit une politique migratoire restrictive, sélective et fortement centrée sur l’intégration et l’emploi. Pour Finlande, sur Q21 (« L'immigration économique est globalement bénéfique pour l'économie française. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://valtioneuvosto.fi/en/governments/government-programme	Accord net : Le gouvernement conduit une politique migratoire restrictive, sélective et fortement centrée sur l’intégration et l’emploi. Transposition ou inférence prudente.
22	Immigration / droits sociaux	2	3	https://valtioneuvosto.fi/en/-/1271139/new-integration-assistance-to-improve-incentives-to-work-and-strengthen-language-skills	Accord net : +2. Pour Finlande, sur Q22 (« Un étranger installé légalement en France depuis de nombreuses années devrait, à situation économique comparable, bénéficier des mêmes prestations… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://valtioneuvosto.fi/en/-/1271139/new-integration-assistance-to-improve-incentives-to-work-and-strengthen-language-skills	La Finlande applique des dispositifs spécifiques aux nouveaux arrivants pendant une période limitée, puis les intègre au système général ; cela correspond à l’égalité après installation durable : +2.
24	Immigration	3	3	https://valtioneuvosto.fi/en/governments/government-programme	Accord très fort : Le gouvernement conduit une politique migratoire restrictive, sélective et fortement centrée sur l’intégration et l’emploi. Position directement documentée. Pour Finlande, sur Q24 (« La France devrait être beaucoup plus stricte concernant l'expulsion des étrangers condamnés pour des crimes graves. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://valtioneuvosto.fi/en/governments/government-programme	Accord fort : Le gouvernement conduit une politique migratoire restrictive, sélective et fortement centrée sur l’intégration et l’emploi. Position directement documentée.
25	Immigration	2	2	https://valtioneuvosto.fi/en/governments/government-programme	Accord net : Le gouvernement conduit une politique migratoire restrictive, sélective et fortement centrée sur l’intégration et l’emploi. Pour Finlande, sur Q25 (« Même lorsque l'immigration est économiquement bénéfique, elle peut être légitimement limitée pour préserver la cohésion culturelle du pays. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://valtioneuvosto.fi/en/governments/government-programme	Accord net : Le gouvernement conduit une politique migratoire restrictive, sélective et fortement centrée sur l’intégration et l’emploi. Transposition ou inférence prudente.
26	Immigration	-2	2	https://valtioneuvosto.fi/en/governments/government-programme	Désaccord net : Le gouvernement conduit une politique migratoire restrictive, sélective et fortement centrée sur l’intégration et l’emploi. Pour Finlande, sur Q26 (« La France devrait accueillir davantage de réfugiés lorsqu'ils fuient une guerre ou une persécution, même si cela représente un coût économique. »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://valtioneuvosto.fi/en/governments/government-programme	Désaccord net : Le gouvernement conduit une politique migratoire restrictive, sélective et fortement centrée sur l’intégration et l’emploi. Transposition ou inférence prudente.
27	Sécurité / justice	2	2	https://valtioneuvosto.fi/en/governments/government-programme	Accord net : La coalition augmente les moyens policiers et les pouvoirs de sécurité dans un contexte géopolitique dégradé. Pour Finlande, sur Q27 (« Les peines de prison effectives devraient être plus sévères, même si cela augmente fortement la population carcérale. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://valtioneuvosto.fi/en/governments/government-programme	Accord net : La coalition augmente les moyens policiers et les pouvoirs de sécurité dans un contexte géopolitique dégradé. Transposition ou inférence prudente.
28	Sécurité / justice	1	1	https://valtioneuvosto.fi/en/governments/government-programme	Accord modéré : La coalition augmente les moyens policiers et les pouvoirs de sécurité dans un contexte géopolitique dégradé. Comparabilité limitée ou position peu explicite. Pour Finlande, sur Q28 (« Il vaut mieux investir dans la prévention et la réinsertion que dans l'augmentation des sanctions. »), elle incline dans ce sens sans adopter toute la proposition : +1.	https://valtioneuvosto.fi/en/governments/government-programme	Accord modéré : La coalition augmente les moyens policiers et les pouvoirs de sécurité dans un contexte géopolitique dégradé. Comparabilité limitée ou position peu explicite.
29	Sécurité / justice	2	3	https://valtioneuvosto.fi/en/governments/government-programme	Accord net : La coalition augmente les moyens policiers et les pouvoirs de sécurité dans un contexte géopolitique dégradé. Position directement documentée. Pour Finlande, sur Q29 (« La police devrait disposer de pouvoirs plus importants pour lutter contre la criminalité, quitte à accepter davantage de contrôles sur certaines… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://valtioneuvosto.fi/en/governments/government-programme	Accord net : La coalition augmente les moyens policiers et les pouvoirs de sécurité dans un contexte géopolitique dégradé. Position directement documentée.
33	Écologie	0	2	https://valtioneuvosto.fi/en/governments/government-programme	Position intermédiaire : La Finlande poursuit la neutralité carbone en privilégiant la technologie, le nucléaire, les renouvelables et la compétitivité. Pour Finlande, sur Q33 (« Il faut accepter une hausse importante du prix des énergies fossiles pour accélérer la transition écologique. »), elle ne tranche pas clairement l’arbitrage précis posé : 0.	https://valtioneuvosto.fi/en/governments/government-programme	Position de compromis : La Finlande poursuit la neutralité carbone en privilégiant la technologie, le nucléaire, les renouvelables et la compétitivité. Transposition ou inférence prudente.
34	Economie	2	3	https://valtioneuvosto.fi/en/-/orpo-government-uncertain-times-call-for-measures-to-build-confidence-and-boost-growth-1	Accord net : +2, source gouvernementale directe. Pour Finlande, sur Q34 (« Une partie des cotisations sociales sur les salaires devrait être remplacée par une hausse de la TVA afin d’augmenter les salaires nets et de réduire… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://valtioneuvosto.fi/en/-/orpo-government-uncertain-times-call-for-measures-to-build-confidence-and-boost-growth-1	Le gouvernement Orpo a explicitement déplacé la fiscalité du revenu vers la consommation tout en allégeant la fiscalité du travail. Logique proche de la proposition : +2, source gouvernementale directe.
35	Écologie	2	2	https://valtioneuvosto.fi/en/governments/government-programme	Accord net : La Finlande poursuit la neutralité carbone en privilégiant la technologie, le nucléaire, les renouvelables et la compétitivité. Pour Finlande, sur Q35 (« Les politiques écologiques devraient reposer principalement sur des mécanismes de marché comme la taxe carbone plutôt que sur des interdictions. »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://valtioneuvosto.fi/en/governments/government-programme	Accord net : La Finlande poursuit la neutralité carbone en privilégiant la technologie, le nucléaire, les renouvelables et la compétitivité. Transposition ou inférence prudente.
36	Écologie	0	2	https://valtioneuvosto.fi/en/governments/government-programme	Position intermédiaire : La Finlande poursuit la neutralité carbone en privilégiant la technologie, le nucléaire, les renouvelables et la compétitivité. Pour Finlande, sur Q36 (« Il est justifié d'interdire certains produits ou comportements très polluants même lorsque les consommateurs les souhaitent. »), elle ne tranche pas clairement l’arbitrage précis posé : 0.	https://valtioneuvosto.fi/en/governments/government-programme	Position de compromis : La Finlande poursuit la neutralité carbone en privilégiant la technologie, le nucléaire, les renouvelables et la compétitivité. Transposition ou inférence prudente.
37	Écologie	0	2	https://valtioneuvosto.fi/en/governments/government-programme	Position intermédiaire : La Finlande poursuit la neutralité carbone en privilégiant la technologie, le nucléaire, les renouvelables et la compétitivité. Pour Finlande, sur Q37 (« Les pays riches devraient supporter une part prépondérante du coût de la transition écologique mondiale. »), elle ne tranche pas clairement l’arbitrage précis posé : 0.	https://valtioneuvosto.fi/en/governments/government-programme	Position de compromis : La Finlande poursuit la neutralité carbone en privilégiant la technologie, le nucléaire, les renouvelables et la compétitivité. Transposition ou inférence prudente.
39	Europe	-1	2	https://valtioneuvosto.fi/en/governments/government-programme	Réserve modérée : La Finlande est pro-UE et pro-euro, tout en demandant une responsabilité budgétaire accrue des États membres. Pour Finlande, sur Q39 (« La France devrait conserver autant que possible sa souveraineté nationale, même si cela réduit son influence au niveau européen. »), elle incline plutôt en sens inverse sans constituer un rejet complet : -1.	https://valtioneuvosto.fi/en/governments/government-programme	Réserve : La Finlande est pro-UE et pro-euro, tout en demandant une responsabilité budgétaire accrue des États membres. Transposition ou inférence prudente.
40	Europe	3	3	https://valtioneuvosto.fi/en/governments/government-programme	Accord très fort : La Finlande est pro-UE et pro-euro, tout en demandant une responsabilité budgétaire accrue des États membres. Position directement documentée.	https://valtioneuvosto.fi/en/governments/government-programme	Accord fort : La Finlande est pro-UE et pro-euro, tout en demandant une responsabilité budgétaire accrue des États membres. Position directement documentée.
42	Europe	-2	2	https://valtioneuvosto.fi/en/governments/government-programme	Désaccord net : La Finlande est pro-UE et pro-euro, tout en demandant une responsabilité budgétaire accrue des États membres. Pour Finlande, sur Q42 (« En cas de conflit entre les intérêts économiques français et les règles européennes, la France devrait pouvoir désobéir à certaines règles européennes. »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://valtioneuvosto.fi/en/governments/government-programme	Désaccord net : La Finlande est pro-UE et pro-euro, tout en demandant une responsabilité budgétaire accrue des États membres. Transposition ou inférence prudente.
44	Fiscalité / patrimoine	-1	1	https://valtioneuvosto.fi/en/governments/government-programme	Réserve modérée : Le programme Orpo privilégie le travail, l’entrepreneuriat, la réduction du déficit, les réformes du marché du travail et la baisse des obstacles réglementaires. Comparabilité limitée ou position peu explicite. Pour Finlande, sur Q44 (« L'héritage devrait être davantage taxé au-delà d'un certain seuil de patrimoine transmis, même si cela conduit certaines familles à transmettre moins… »), elle incline plutôt en sens inverse sans constituer un rejet complet : -1.	https://valtioneuvosto.fi/en/governments/government-programme	Réserve : Le programme Orpo privilégie le travail, l’entrepreneuriat, la réduction du déficit, les réformes du marché du travail et la baisse des obstacles réglementaires. Comparabilité limitée ou position peu explicite.
45	Fiscalité / patrimoine	-1	1	https://valtioneuvosto.fi/en/governments/government-programme	Réserve modérée : Le programme Orpo privilégie le travail, l’entrepreneuriat, la réduction du déficit, les réformes du marché du travail et la baisse des obstacles réglementaires. Comparabilité limitée ou position peu explicite. Pour Finlande, sur Q45 (« Les très grandes fortunes devraient être imposées sur leur patrimoine mondial, même lorsqu'elles quittent la France. »), elle incline plutôt en sens inverse sans constituer un rejet complet : -1.	https://valtioneuvosto.fi/en/governments/government-programme	Réserve : Le programme Orpo privilégie le travail, l’entrepreneuriat, la réduction du déficit, les réformes du marché du travail et la baisse des obstacles réglementaires. Comparabilité limitée ou position peu explicite.
46	Travail / chômage	3	3	https://valtioneuvosto.fi/en/governments/government-programme	Accord très fort : Le programme Orpo privilégie le travail, l’entrepreneuriat, la réduction du déficit, les réformes du marché du travail et la baisse des obstacles réglementaires. Position directement documentée. Pour Finlande, sur Q46 (« Un chômeur devrait pouvoir perdre une partie significative de ses allocations s'il refuse plusieurs emplois raisonnablement adaptés à ses compétences. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://valtioneuvosto.fi/en/governments/government-programme	Accord fort : Le programme Orpo privilégie le travail, l’entrepreneuriat, la réduction du déficit, les réformes du marché du travail et la baisse des obstacles réglementaires. Position directement documentée.
47	Outre-mer / vie chère	2	3	https://valtioneuvosto.fi/en/-/1410877/regional-transport-subsidies-to-continue-in-2026-2028-aim-is-to-keep-all-of-finland-viable	Accord net : principe directement comparable, +2. Pour Finlande, sur Q47 (« L’État devrait garantir que les produits essentiels ne coûtent pas beaucoup plus cher dans les DOM/TOM que dans l’Hexagone, quitte à subventionner… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://valtioneuvosto.fi/en/-/1410877/regional-transport-subsidies-to-continue-in-2026-2028-aim-is-to-keep-all-of-finland-viable	La Finlande maintient en 2026-2028 une subvention nationale compensant 7 à 15 % des coûts de fret dus aux longues distances dans les régions peu peuplées : principe directement comparable, +2.
48	Travail / chômage	2	2	https://valtioneuvosto.fi/en/governments/government-programme	Accord net : Le programme Orpo privilégie le travail, l’entrepreneuriat, la réduction du déficit, les réformes du marché du travail et la baisse des obstacles réglementaires. Pour Finlande, sur Q48 (« Le CDI protège trop fortement les salariés déjà en poste et peut rendre plus difficile l’accès à l’emploi stable, au détriment des jeunes, chômeurs ou… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://valtioneuvosto.fi/en/governments/government-programme	Accord net : Le programme Orpo privilégie le travail, l’entrepreneuriat, la réduction du déficit, les réformes du marché du travail et la baisse des obstacles réglementaires. Transposition ou inférence prudente.
51	Protection sociale	3	3	https://valtioneuvosto.fi/en/governments/government-programme	Accord très fort : Le programme Orpo privilégie le travail, l’entrepreneuriat, la réduction du déficit, les réformes du marché du travail et la baisse des obstacles réglementaires. Position directement documentée. Pour Finlande, sur Q51 (« Les prestations sociales devraient être fortement conditionnées à la durée de cotisation et de participation au marché du travail. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://valtioneuvosto.fi/en/governments/government-programme	Accord fort : Le programme Orpo privilégie le travail, l’entrepreneuriat, la réduction du déficit, les réformes du marché du travail et la baisse des obstacles réglementaires. Position directement documentée.
53	État / entreprises	0	1	https://valtioneuvosto.fi/en/governments/government-programme	Position intermédiaire : Le programme Orpo privilégie le travail, l’entrepreneuriat, la réduction du déficit, les réformes du marché du travail et la baisse des obstacles réglementaires. Comparabilité limitée ou position peu explicite.	https://valtioneuvosto.fi/en/governments/government-programme	Position de compromis : Le programme Orpo privilégie le travail, l’entrepreneuriat, la réduction du déficit, les réformes du marché du travail et la baisse des obstacles réglementaires. Comparabilité limitée ou position peu explicite.
55	État / entreprises	2	3	https://valtioneuvosto.fi/en/governments/government-programme	Accord net : Le programme Orpo privilégie le travail, l’entrepreneuriat, la réduction du déficit, les réformes du marché du travail et la baisse des obstacles réglementaires. Position directement documentée. Pour Finlande, sur Q55 (« Il faudrait réduire fortement les normes administratives pesant sur les entreprises, même si certaines protections environnementales ou sociales… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://valtioneuvosto.fi/en/governments/government-programme	Accord net : Le programme Orpo privilégie le travail, l’entrepreneuriat, la réduction du déficit, les réformes du marché du travail et la baisse des obstacles réglementaires. Position directement documentée.
57	Immigration / assimilation	3	3	https://valtioneuvosto.fi/en/governments/government-programme	Accord très fort : Le gouvernement conduit une politique migratoire restrictive, sélective et fortement centrée sur l’intégration et l’emploi. Position directement documentée. Pour Finlande, sur Q57 (« L'accès à certaines prestations sociales devrait être beaucoup plus limité pendant les premières années suivant l'arrivée d'un immigré. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://valtioneuvosto.fi/en/governments/government-programme	Accord fort : Le gouvernement conduit une politique migratoire restrictive, sélective et fortement centrée sur l’intégration et l’emploi. Position directement documentée.
58	Immigration / assimilation	3	3	https://valtioneuvosto.fi/en/governments/government-programme	Accord très fort : Le gouvernement conduit une politique migratoire restrictive, sélective et fortement centrée sur l’intégration et l’emploi. Position directement documentée. Pour Finlande, sur Q58 (« La France devrait privilégier l'immigration économique qualifiée, même si cela signifie accueillir moins de personnes peu qualifiées. »), cette orientation reprend presque entièrement le choix proposé : +3.	https://valtioneuvosto.fi/en/governments/government-programme	Accord fort : Le gouvernement conduit une politique migratoire restrictive, sélective et fortement centrée sur l’intégration et l’emploi. Position directement documentée.
60	Immigration / assimilation	2	2	https://valtioneuvosto.fi/en/governments/government-programme	Accord net : Le gouvernement conduit une politique migratoire restrictive, sélective et fortement centrée sur l’intégration et l’emploi. Pour Finlande, sur Q60 (« La France devrait pouvoir refuser l'entrée à un immigré légalement admissible lorsqu'il existe de fortes raisons de penser qu'il ne souhaite pas… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://valtioneuvosto.fi/en/governments/government-programme	Accord net : Le gouvernement conduit une politique migratoire restrictive, sélective et fortement centrée sur l’intégration et l’emploi. Transposition ou inférence prudente.
61	Immigration / assimilation	1	2	https://valtioneuvosto.fi/en/governments/government-programme	Accord modéré : Le gouvernement conduit une politique migratoire restrictive, sélective et fortement centrée sur l’intégration et l’emploi. Pour Finlande, sur Q61 (« Le fait de conserver des pratiques culturelles ou religieuses très différentes de celles de la majorité française n'est pas en soi un problème tant que… »), elle incline dans ce sens sans adopter toute la proposition : +1.	https://valtioneuvosto.fi/en/governments/government-programme	Accord modéré : Le gouvernement conduit une politique migratoire restrictive, sélective et fortement centrée sur l’intégration et l’emploi. Transposition ou inférence prudente.
63	Libertés / sécurité	2	3	https://valtioneuvosto.fi/en/governments/government-programme	Accord net : La coalition augmente les moyens policiers et les pouvoirs de sécurité dans un contexte géopolitique dégradé. Position directement documentée. Pour Finlande, sur Q63 (« Pour lutter contre le terrorisme, l'État devrait pouvoir surveiller préventivement une personne considérée comme présentant un risque sérieux, même… »), elle va clairement dans ce sens sans établir nécessairement chaque condition ou conséquence de l’énoncé : +2.	https://valtioneuvosto.fi/en/governments/government-programme	Accord net : La coalition augmente les moyens policiers et les pouvoirs de sécurité dans un contexte géopolitique dégradé. Position directement documentée.
64	Libertés / expression	1	1	https://valtioneuvosto.fi/en/governments/government-programme	Accord modéré : La coalition augmente les moyens policiers et les pouvoirs de sécurité dans un contexte géopolitique dégradé. Comparabilité limitée ou position peu explicite. Pour Finlande, sur Q64 (« Une personne qui tient publiquement des propos profondément offensants mais qui n'appelle ni à la violence ni à commettre une infraction devrait être… »), elle incline dans ce sens sans adopter toute la proposition : +1.	https://valtioneuvosto.fi/en/governments/government-programme	Accord modéré : La coalition augmente les moyens policiers et les pouvoirs de sécurité dans un contexte géopolitique dégradé. Comparabilité limitée ou position peu explicite.
67	Écologie	1	2	https://valtioneuvosto.fi/en/governments/government-programme	Accord modéré : La Finlande poursuit la neutralité carbone en privilégiant la technologie, le nucléaire, les renouvelables et la compétitivité. Pour Finlande, sur Q67 (« Une taxe carbone qui réduit les émissions de CO₂ devrait être maintenue même si elle diminue le pouvoir d’achat des ménages modestes, à condition de… »), elle incline dans ce sens sans adopter toute la proposition : +1.	https://valtioneuvosto.fi/en/governments/government-programme	Accord modéré : La Finlande poursuit la neutralité carbone en privilégiant la technologie, le nucléaire, les renouvelables et la compétitivité. Transposition ou inférence prudente.
68	Écologie	1	2	https://valtioneuvosto.fi/en/governments/government-programme	Accord modéré : La Finlande poursuit la neutralité carbone en privilégiant la technologie, le nucléaire, les renouvelables et la compétitivité. Pour Finlande, sur Q68 (« La France devrait interdire progressivement la vente de voitures thermiques même si cela augmente temporairement le prix moyen des véhicules. »), elle incline dans ce sens sans adopter toute la proposition : +1.	https://valtioneuvosto.fi/en/governments/government-programme	Accord modéré : La Finlande poursuit la neutralité carbone en privilégiant la technologie, le nucléaire, les renouvelables et la compétitivité. Transposition ou inférence prudente.
71	Écologie / croissance	-2	2	https://valtioneuvosto.fi/en/governments/government-programme	Désaccord net : La Finlande poursuit la neutralité carbone en privilégiant la technologie, le nucléaire, les renouvelables et la compétitivité. Pour Finlande, sur Q71 (« Si la France pouvait réduire ses émissions de 20 % mais que cela réduisait son PIB de 3 %, alors que les autres pays ne faisaient aucun effort… »), elle va clairement en sens inverse sans nécessairement rejeter chaque détail : -2.	https://valtioneuvosto.fi/en/governments/government-programme	Désaccord net : La Finlande poursuit la neutralité carbone en privilégiant la technologie, le nucléaire, les renouvelables et la compétitivité. Transposition ou inférence prudente.
72	Institutions	1	1	https://valtioneuvosto.fi/en/-/outcome-of-the-negotiations-on-the-new-government-programme-a-strong-and-committed-finland	Accord modéré : Le système parlementaire finlandais maintient des contre-pouvoirs forts et une culture de coalition. Comparabilité limitée ou position peu explicite. Pour Finlande, sur Q72 (« Pour certaines décisions économiques complexes, il serait préférable de confier davantage de pouvoir à des institutions indépendantes composées… »), elle incline dans ce sens sans adopter toute la proposition : +1.	https://valtioneuvosto.fi/en/-/outcome-of-the-negotiations-on-the-new-government-programme-a-strong-and-committed-finland	Accord modéré : Le système parlementaire finlandais maintient des contre-pouvoirs forts et une culture de coalition. Comparabilité limitée ou position peu explicite.
73	Institutions	1	1	https://valtioneuvosto.fi/en/-/outcome-of-the-negotiations-on-the-new-government-programme-a-strong-and-committed-finland	Accord modéré : Le système parlementaire finlandais maintient des contre-pouvoirs forts et une culture de coalition. Comparabilité limitée ou position peu explicite. Pour Finlande, sur Q73 (« Un gouvernement devrait pouvoir prendre une décision économiquement nécessaire mais très impopulaire sans chercher à obtenir l'approbation immédiate de… »), elle incline dans ce sens sans adopter toute la proposition : +1.	https://valtioneuvosto.fi/en/-/outcome-of-the-negotiations-on-the-new-government-programme-a-strong-and-committed-finland	Accord modéré : Le système parlementaire finlandais maintient des contre-pouvoirs forts et une culture de coalition. Comparabilité limitée ou position peu explicite.
